CODIGO,CATEGORIA,ANO,MES,MATRICULA,CAMPUS,N_HIDROMETRO,COD_HIDROMETRO,CONCESSIONARIA,CIDADE,LOCAL,ECON_PUB,ECON_RES,ECON_COM,ECON_IND,ECON_TOTAL,LEIT_ANT,LEIT_ATUAL,VOLUME_FATURADO,OCORRENCIA,ANORMALIDADE,VALOR_AGUA,VALOR_ESGOTO,DESCONTOS,OUTROS,MULTAS_JUROS,VALOR_TOTAL,MES_N,Dtime
H001 2024 Janeiro,Medidor faturado pela UFSC,2024.0,Janeiro,2297094.0,Trindade,A16S366817,H001,CASAN,Florianópolis - Trindade,Almoxarifado e Transportes (PU 11 e 06),1.0,0.0,0.0,0.0,1.0,1142.0,1155.0,13.0,LIDO,OK,138.44,0.0,-13.08,0.0,0.0,125.36,1,2024-01-20
H002 2024 Janeiro,Medidor faturado pela UFSC,2024.0,Janeiro,2297116.0,Trindade,A04S381708,H002,CASAN,Florianópolis - Trindade,"Patrimônio e Digitalização (DAG08 e 06), LAMAQ (CCB20)",1.0,0.0,1.0,0.0,2.0,2583.0,2644.0,61.0,LIDO,ALTO CONSUMO,816.23,0.0,-77.13999999999999,0.0,0.0,739.09,1,2024-01-20
H003 2024 Janeiro,Medidor faturado pela UFSC,2024.0,Janeiro,2297124.0,Trindade,C11C010369,H003,CASAN,Florianópolis - Trindade,Biotério Central (BIC 01 a 10),1.0,0.0,0.0,0.0,1.0,7065.0,7505.0,440.0,MÉDIO,CONSTRUIR ABRIGO,6718.51,0.0,-634.9099999999999,0.0,0.0,6083.6,1,2024-01-20
H004 2024 Janeiro,Medidor faturado pela UFSC,2024.0,Janeiro,2297086.0,Trindade,B17C002619,H004,CASAN,Florianópolis - Trindade,"PU - Carpintaria e Serralheria (DAG01, 02 e 03)",1.0,0.0,0.0,0.0,1.0,973.0,1145.0,172.0,LIDO/REVISÃO,ALTO CONSUMO,2588.63,0.0,-244.6300000000001,0.0,0.0,2344.0,1,2024-01-20
H005 2024 Janeiro,Medidor faturado pela UFSC,2024.0,Janeiro,2297078.0,Trindade,B10C010667,H005,CASAN,Florianópolis - Trindade,"Engenharia Química - (CTC 19, 20, 21, 24 e 46)",1.0,0.0,0.0,0.0,1.0,113.0,150.0,37.0,LIDO/REVISÃO,CONFIRMAÇÃO LEITURA,508.28,0.0,-48.02999999999997,0.0,0.0,460.25,1,2024-01-20
H006 2024 Janeiro,Medidor faturado pela UFSC,2024.0,Janeiro,9185569.0,Trindade,A11C032611,H006,CASAN,Florianópolis - Trindade,Eng. Civil Bloco D,1.0,0.0,0.0,0.0,1.0,200.0,205.0,5.0,LIDO,OK,64.76,64.76,-12.25000000000001,0.0,0.0,117.27,1,2024-01-20
H007 2024 Janeiro,Medidor faturado pela UFSC,2024.0,Janeiro,9185550.0,Trindade,A11C047521,H007,CASAN,Florianópolis - Trindade,"Eng. Civil Bloco A, B e C",1.0,0.0,0.0,0.0,1.0,6253.0,6360.0,107.0,MÉDIO,CONSTRUIR ABRIGO,1586.98,0.0,-149.98,0.0,0.0,1437.0,1,2024-01-20
H008 2024 Janeiro,Medidor faturado pela UFSC,2024.0,Janeiro,2297159.0,Trindade,C11C010187,H008,CASAN,Florianópolis - Trindade,"PU - Prefeitura Universitária (Hid., Elé., Vidra.) e Redondo",1.0,0.0,0.0,0.0,1.0,0.0,177.0,192.0,LIDO,OK,2896.83,0.0,-273.75,0.0,0.0,2623.08,1,2024-01-20
H009 2024 Janeiro,Medidor faturado pela UFSC,2024.0,Janeiro,2297140.0,Trindade,Y11C052787,H009,CASAN,Florianópolis - Trindade,PU - Prefeitura Universitária (Edificação antiga da PU),1.0,0.0,0.0,0.0,1.0,22.0,22.0,0.0,MÉDIO,CONSTRUIR ABRIGO,37.31,37.31,-7.060000000000002,0.0,0.0,67.56,1,2024-01-20
H010 2024 Janeiro,Medidor faturado pela UFSC,2024.0,Janeiro,2297132.0,Trindade,C11C010472,H010,CASAN,Florianópolis - Trindade,"PU - Prefeitura Universitária (DPAE, DFO, DMPI)",1.0,0.0,0.0,0.0,1.0,2484.0,2512.0,28.0,MÉDIO,CONSTRUIR ABRIGO,369.59,0.0,-34.92999999999995,0.0,0.0,334.66,1,2024-01-20
H011 2024 Janeiro,Medidor faturado pela UFSC,2024.0,Janeiro,8149615.0,Trindade,C11C005249,H011,CASAN,Florianópolis - Trindade,"CCB - Blocos A, B, C e D - 1 - Córrego Grande",1.0,0.0,0.0,0.0,1.0,43579.0,44005.0,426.0,LIDO,OK,6502.77,0.0,-614.5100000000002,0.0,0.0,5888.26,1,2024-01-20
H014 2024 Janeiro,Medidor não faturado pela UFSC,2024.0,Janeiro,17859999.0,Trindade,J15AA00002,H014,CASAN,Florianópolis  HU,Hospital Universitário - EBSERH,51.0,0.0,9.0,1.0,61.0,168031.0,174673.0,6642.0,LIDO,CONFIRMAÇÃO LEITURA,100687.19,100687.19,-19029.87,0.0,-33113.76,149230.75,1,2024-01-20
H015 2024 Janeiro,Medidor faturado pela UFSC,2024.0,Janeiro,2296918.0,Trindade,B10C013878,H015,CASAN,Florianópolis - Trindade,Moradia Estudantil - Casa,1.0,0.0,0.0,0.0,1.0,211.0,211.0,0.0,MÉDIO,VIDRO DO HIDROMETRO SUADO,37.31,37.31,-7.060000000000002,0.0,0.0,67.56,1,2024-01-20
H017 2024 Janeiro,Medidor faturado pela UFSC,2024.0,Janeiro,2296950.0,Trindade,C11C001906,H017,CASAN,Florianópolis - Trindade,CCS - Centro de Ciências da Saúde,1.0,0.0,1.0,0.0,2.0,5212.0,5775.0,563.0,MÉDIO,VIDRO DO HIDROMETRO SUADO,9473.43,9473.43,-1790.48,0.0,0.0,17156.38,1,2024-01-20
H018 2024 Janeiro,Medidor faturado pela UFSC,2024.0,Janeiro,2296640.0,Trindade,A13C043935,H018,CASAN,Florianópolis - Trindade,SSI - Secretaria de Assuntos Institucionais,1.0,0.0,0.0,0.0,1.0,4831.0,4850.0,19.0,MÉDIO,VIDRO DO HIDROMETRO SUADO,230.9,230.9,-43.63999999999999,0.0,0.0,418.16,1,2024-01-20
H019 2024 Janeiro,Medidor faturado pela UFSC,2024.0,Janeiro,9097821.0,Trindade,C11C005250,H019,CASAN,Florianópolis - Trindade,CSE 2 - CSE 9 e 10 (Bl F e G),1.0,0.0,1.0,1.0,3.0,12414.0,12647.0,233.0,MÉDIO,VIDRO DO HIDROMETRO SUADO,3514.97,3514.97,-664.3299999999999,0.0,0.0,6365.61,1,2024-01-20
H020 2024 Janeiro,Medidor faturado pela UFSC,2024.0,Janeiro,2296829.0,Trindade,C11C009540,H020,CASAN,Florianópolis - Trindade,"CSE 1 - CSE 1 ao 4 (Bl A, B, C e D) e CCJ 1 e 2 (Bl E e F)",1.0,0.0,0.0,0.0,1.0,2780.0,2249.0,0.0,LIDO/REVISÃO,CONFIRMAÇÃO LEITURA,37.31,37.31,-7.060000000000002,0.0,0.0,67.56,1,2024-01-20
H021 2024 Janeiro,Medidor faturado pela UFSC,2024.0,Janeiro,2296632.0,Trindade,B10C001813,H021,CASAN,Florianópolis - Trindade,Igrejinha UFSC (DAC 01 a 03 e DEX01),2.0,0.0,0.0,0.0,2.0,149.0,221.0,72.0,MÉDIO,VIDRO DO HIDROMETRO SUADO,985.74,985.74,-186.29,0.0,0.0,1785.19,1,2024-01-20
H023 2024 Janeiro,Medidor faturado pela UFSC,2024.0,Janeiro,2296934.0,Trindade,B10C010114,H023,CASAN,Florianópolis - Trindade,Associação Volantes 1,1.0,0.0,1.0,0.0,2.0,16383.0,16502.0,119.0,MÉDIO,VIDRO DO HIDROMETRO SUADO,1747.83,1747.83,-330.3399999999997,0.0,0.0,3165.32,1,2024-01-20
H024 2024 Janeiro,Medidor faturado pela UFSC,2024.0,Janeiro,2296926.0,Trindade,A96C161864,H024,CASAN,Florianópolis - Trindade,Associação Volantes 2,1.0,0.0,2.0,0.0,3.0,24.0,24.0,0.0,MÉDIO,VIDRO DO HIDROMETRO SUADO,111.93,111.93,-21.17000000000002,0.0,0.0,202.69,1,2024-01-20
H025 2024 Janeiro,Medidor faturado pela UFSC,2024.0,Janeiro,2296900.0,Trindade,C11C001273,H025,CASAN,Florianópolis - Trindade,CFM  Bloco A,1.0,0.0,0.0,0.0,1.0,20914.0,21225.0,311.0,MÉDIO,VIDRO DO HIDROMETRO SUADO,4730.62,4730.62,-894.0900000000001,0.0,0.0,8567.15,1,2024-01-20
H026 2024 Janeiro,Medidor faturado pela UFSC,2024.0,Janeiro,9912770.0,Trindade,A10C023447,H026,CASAN,Florianópolis - Trindade,CFM  Bloco B,1.0,0.0,0.0,0.0,1.0,3029.0,3081.0,52.0,MÉDIO,VIDRO DO HIDROMETRO SUADO,739.43,739.43,-139.76,0.0,0.0,1339.1,1,2024-01-20
H027 2024 Janeiro,Medidor faturado pela UFSC,2024.0,Janeiro,16701186.0,Trindade,C11C009484,H027,CASAN,Florianópolis - Trindade,Colégio de Aplicação,1.0,0.0,0.0,0.0,1.0,65255.0,65602.0,347.0,MÉDIO,CONSTRUIR ABRIGO,5285.38,5285.38,-998.9400000000005,0.0,0.0,9571.82,1,2024-01-20
H028 2024 Janeiro,Medidor faturado pela UFSC,2024.0,Janeiro,6205615.0,Trindade,B10C017964,H028,CASAN,Florianópolis - Trindade,Nativas do Horto Botânico,1.0,0.0,0.0,0.0,1.0,1760.0,1796.0,36.0,LIDO/REVISÃO,HIDROMETRO RETIRADO,492.87,492.87,-93.15999999999997,0.0,0.0,892.58,1,2024-01-20
