CODIGO,CATEGORIA,ANO,MES,MATRICULA,CAMPUS,N_HIDROMETRO,COD_HIDROMETRO,CONCESSIONARIA,CIDADE,LOCAL,ECON_PUB,ECON_RES,ECON_COM,ECON_IND,ECON_TOTAL,LEIT_ANT,LEIT_ATUAL,VOLUME_CONSUMIDO,VOLUME_FATURADO,OCORRENCIA,ANORMALIDADE,VALOR_AGUA,VALOR_ESGOTO,DESCONTOS,OUTROS,MULTAS_JUROS,VALOR_TOTAL,VERIFICACAO,DIFERENCA
H001 2017 Novembro,Medidor faturado pela UFSC,2017,Novembro,2297094,2017-11-20,A16S366817,H001,CASAN,Florianópolis,Almoxarifado,1.0,,,,1,414.0,457.0,43,43.0,Lido,,403.26,,-38.11,,,365.15,365.15,0
H002 2017 Novembro,Medidor faturado pela UFSC,2017,Novembro,2297116,2017-11-20,A04S381708,H002,CASAN,Florianópolis,Patrimônio e oficinas,2.0,,,,2,4319.0,4370.0,51,51.0,Lido,,444.86,,-42.04,,,402.82,402.82,0
H003 2017 Novembro,Medidor faturado pela UFSC,2017,Novembro,2297124,2017-11-20,C11C010369,H003,CASAN,Florianópolis,Biotério Central,1.0,,,,1,9536.0,9833.0,297,297.0,Lido,,3027.84,,-286.14,,,2741.7,2741.7000000000003,0
H004 2017 Novembro,Medidor faturado pela UFSC,2017,Novembro,2297086,2017-11-20,Y11C059545,H004,CASAN,Florianópolis,Almoxarifado Central,1.0,,,,1,2650.0,2722.0,72,72.0,Lido,,702.92,,-66.43,,,636.49,636.49,0
H005 2017 Novembro,Medidor faturado pela UFSC,2017,Novembro,2297078,2017-11-20,B10C010667,H005,CASAN,Florianópolis,Engenharia Química,1.0,,,,1,11245.0,11616.0,371,371.0,Lido,,3792.48,,-358.38,,,3434.1,3434.1,0
H006 2017 Novembro,Medidor faturado pela UFSC,2017,Novembro,9185569,2017-11-20,A11C032611,H006,CASAN,Florianópolis,Eng. Civil Bloco T,1.0,,,,1,2863.0,2864.0,1,10.0,Mínimo,,62.27,,-5.88,,,56.39,56.39,0
H007 2017 Novembro,Medidor faturado pela UFSC,2017,Novembro,9185550,2017-11-20,A11C047521,H007,CASAN,Florianópolis,Eng. Civil Bloco V,1.0,,,,1,4096.0,4142.0,46,46.0,Lido,,434.26,,-41.03,,,393.23,393.23,0
H008 2017 Novembro,Medidor faturado pela UFSC,2017,Novembro,2297159,2017-11-20,C11C010187,H008,CASAN,Florianópolis,Prefeitura e Restaurante,1.0,,,,1,10450.0,10982.0,532,532.0,Lido,,5456.1,,-515.59,,,4940.51,4940.51,0
H009 2017 Novembro,Medidor faturado pela UFSC,2017,Novembro,2297140,2017-11-20,Y11C052787,H009,CASAN,Florianópolis,Prefeitura Universitária,1.0,,,,1,2496.0,2502.0,6,10.0,Informado,,62.27,,-5.88,,,56.39,56.39,0
H010 2017 Novembro,Medidor faturado pela UFSC,2017,Novembro,2297132,2017-11-20,C11C010472,H010,CASAN,Florianópolis,ETUSC,1.0,,,,1,441.0,498.0,57,57.0,Lido,,547.92,,-51.78,,,496.14,496.14,0
