CODIGO,CATEGORIA,ANO,MES,MATRICULA,CAMPUS,N_HIDROMETRO,COD_HIDROMETRO,CONCESSIONARIA,CIDADE,LOCAL,ECON_PUB,ECON_RES,ECON_COM,ECON_IND,ECON_TOTAL,LEIT_ANT,LEIT_ATUAL,VOLUME_FATURADO,OCORRENCIA,ANORMALIDADE,VALOR_AGUA,VALOR_ESGOTO,DESCONTOS,OUTROS,MULTAS_JUROS,VALOR_TOTAL,MES_N,Dtime
H001 2019 Agosto,Medidor faturado pela UFSC,2019.0,Agosto,2297094.0,Trindade,A16S366817,H001,CASAN,Florianópolis - Trindade,Almoxarifado e Transportes (PU 11 e 06),1.0,0.0,0.0,0.0,1.0,1152.0,1187.0,35.0,Lido,ok,334.67,0.0,-31.63,0.0,0.0,303.04,8,2019-08-20
H002 2019 Agosto,Medidor faturado pela UFSC,2019.0,Agosto,2297116.0,Trindade,A04S381708,H002,CASAN,Florianópolis - Trindade,"Patrimônio e Digitalização (DAG08 e 06), LAMAQ (CCB20)",1.0,0.0,1.0,0.0,2.0,5695.0,5723.0,28.0,Lido,ok,216.3,0.0,-20.44,0.0,0.0,195.86,8,2019-08-20
H003 2019 Agosto,Medidor faturado pela UFSC,2019.0,Agosto,2297124.0,Trindade,C11C010369,H003,CASAN,Florianópolis - Trindade,Biotério Central (BIC 01 a 10),1.0,0.0,0.0,0.0,1.0,16492.0,16818.0,326.0,Lido,ok,3473.57,0.0,-328.26,0.0,0.0,3145.31,8,2019-08-20
H004 2019 Agosto,Medidor faturado pela UFSC,2019.0,Agosto,2297086.0,Trindade,B17C002619,H004,CASAN,Florianópolis - Trindade,"PU - Carpintaria e Serralheria (DAG01, 02 e 03)",1.0,0.0,0.0,0.0,1.0,2313.0,2593.0,280.0,Informado,ALTO CONSUMO: O VOLUME FORNECIDO ULTRAPASSOU 30% A SUA MÉDIA.,2977.39,0.0,-281.35,0.0,0.0,2696.04,8,2019-08-20
H005 2019 Agosto,Medidor faturado pela UFSC,2019.0,Agosto,2297078.0,Trindade,B10C010667,H005,CASAN,Florianópolis - Trindade,"Engenharia Química - (CTC 19, 20, 21, 24 e 46)",1.0,0.0,0.0,0.0,1.0,19353.0,19434.0,81.0,Informado,Confirmação de leitura,830.85,0.0,-78.52,0.0,0.0,752.33,8,2019-08-20
H006 2019 Agosto,Medidor faturado pela UFSC,2019.0,Agosto,9185569.0,Trindade,A11C032611,H006,CASAN,Florianópolis - Trindade,Eng. Civil Bloco D,1.0,0.0,0.0,0.0,1.0,2.0,2.0,10.0,Mínimo,Hidrômetro parado,65.0,0.0,-6.14,0.0,0.0,58.86,8,2019-08-20
H007 2019 Agosto,Medidor faturado pela UFSC,2019.0,Agosto,9185550.0,Trindade,A11C047521,H007,CASAN,Florianópolis - Trindade,"Eng. Civil Bloco A, B e C",1.0,0.0,0.0,0.0,1.0,64.0,158.0,94.0,Informado,ALTO CONSUMO: O VOLUME FORNECIDO ULTRAPASSOU 30% A SUA MÉDIA.,971.08,0.0,-91.76,0.0,0.0,879.32,8,2019-08-20
H008 2019 Agosto,Medidor faturado pela UFSC,2019.0,Agosto,2297159.0,Trindade,C11C010187,H008,CASAN,Florianópolis - Trindade,"PU - Prefeitura Universitária (Hid., Elé., Vidra.) e Redondo",1.0,0.0,0.0,0.0,1.0,26327.0,27078.0,751.0,Lido,ok,8057.87,0.0,-761.48,0.0,0.0,7296.39,8,2019-08-20
H009 2019 Agosto,Medidor faturado pela UFSC,2019.0,Agosto,2297140.0,Trindade,Y11C052787,H009,CASAN,Florianópolis - Trindade,PU - Prefeitura Universitária (Edificação antiga da PU),1.0,0.0,0.0,0.0,1.0,18.0,22.0,10.0,Mínimo,ok,65.0,0.0,-6.14,0.0,0.0,58.86,8,2019-08-20
H010 2019 Agosto,Medidor faturado pela UFSC,2019.0,Agosto,2297132.0,Trindade,C11C010472,H010,CASAN,Florianópolis - Trindade,"PU - Prefeitura Universitária (DPAE, DFO, DMPI)",1.0,0.0,0.0,0.0,1.0,1391.0,1429.0,38.0,Lido,ok,367.03,0.0,-34.69,0.0,0.0,332.34,8,2019-08-20
