CODIGO,CATEGORIA,ANO,MES,MATRICULA,CAMPUS,N_HIDROMETRO,COD_HIDROMETRO,CONCESSIONARIA,CIDADE,LOCAL,ECON_PUB,ECON_RES,ECON_COM,ECON_IND,ECON_TOTAL,LEIT_ANT,LEIT_ATUAL,VOLUME_FATURADO,OCORRENCIA,ANORMALIDADE,VALOR_AGUA,VALOR_ESGOTO,DESCONTOS,OUTROS,MULTAS_JUROS,VALOR_TOTAL,MES_N,Dtime
H001 2020 Janeiro,Medidor faturado pela UFSC,2020.0,Janeiro,2297094.0,Trindade,A16S366817,H001,CASAN,Florianópolis - Trindade,Almoxarifado e Transportes (PU 11 e 06),1.0,0.0,0.0,0.0,1.0,1292.0,1302.0,10.0,INFORMADO,CONFIRMACAO LEITURA,66.7,0.0,-6.3,0.0,0.0,60.4,1,2020-01-20
H002 2020 Janeiro,Medidor faturado pela UFSC,2020.0,Janeiro,2297116.0,Trindade,A04S381708,H002,CASAN,Florianópolis - Trindade,"Patrimônio e Digitalização (DAG08 e 06), LAMAQ (CCB20)",1.0,0.0,1.0,0.0,2.0,5907.0,5960.0,53.0,LIDO,Faturas vencidas há mais de 30 dias estarão sujeitas ao registro nos Órgãos de Proteção ao Crédito.,498.65,0.0,-47.13,0.0,0.0,451.52,1,2020-01-20
H003 2020 Janeiro,Medidor faturado pela UFSC,2020.0,Janeiro,2297124.0,Trindade,C11C010369,H003,CASAN,Florianópolis - Trindade,Biotério Central (BIC 01 a 10),1.0,0.0,0.0,0.0,1.0,18164.0,18532.0,368.0,LIDO,Faturas vencidas há mais de 30 dias estarão sujeitas ao registro nos Órgãos de Proteção ao Crédito.,4029.08,0.0,-380.75,0.0,0.0,3648.33,1,2020-01-20
H004 2020 Janeiro,Medidor faturado pela UFSC,2020.0,Janeiro,2297086.0,Trindade,B17C002619,H004,CASAN,Florianópolis - Trindade,"PU - Carpintaria e Serralheria (DAG01, 02 e 03)",1.0,0.0,0.0,0.0,1.0,2751.0,2784.0,33.0,INFORMADO,CONFIRMACAO LEITURA,321.27,0.0,-30.36,0.0,0.0,290.91,1,2020-01-20
H005 2020 Janeiro,Medidor faturado pela UFSC,2020.0,Janeiro,2297078.0,Trindade,B10C010667,H005,CASAN,Florianópolis - Trindade,"Engenharia Química - (CTC 19, 20, 21, 24 e 46)",1.0,0.0,0.0,0.0,1.0,19758.0,19774.0,16.0,INFORMADO,CONFIRMACAO LEITURA,133.11,0.0,-12.58,0.0,0.0,120.53,1,2020-01-20
H006 2020 Janeiro,Medidor faturado pela UFSC,2020.0,Janeiro,9185569.0,Trindade,A11C032611,H006,CASAN,Florianópolis - Trindade,Eng. Civil Bloco D,1.0,0.0,0.0,0.0,1.0,7.0,8.0,10.0,MÍNIMO,Faturas vencidas há mais de 30 dias estarão sujeitas ao registro nos Órgãos de Proteção ao Crédito.,66.7,0.0,-6.3,0.0,0.0,60.4,1,2020-01-20
H007 2020 Janeiro,Medidor faturado pela UFSC,2020.0,Janeiro,9185550.0,Trindade,A11C047521,H007,CASAN,Florianópolis - Trindade,"Eng. Civil Bloco A, B e C",1.0,0.0,0.0,0.0,1.0,1192.0,1221.0,29.0,INFORMADO,CONFIRMACAO LEITURA,276.99,0.0,-26.18,0.0,0.0,250.81,1,2020-01-20
H008 2020 Janeiro,Medidor faturado pela UFSC,2020.0,Janeiro,2297159.0,Trindade,C11C010187,H008,CASAN,Florianópolis - Trindade,"PU - Prefeitura Universitária (Hid., Elé., Vidra.) e Redondo",1.0,0.0,0.0,0.0,1.0,30484.0,30994.0,510.0,INFORMADO,CONFIRMACAO LEITURA,5600.75,0.0,-529.27,0.0,0.0,5071.48,1,2020-01-20
H009 2020 Janeiro,Medidor faturado pela UFSC,2020.0,Janeiro,2297140.0,Trindade,Y11C052787,H009,CASAN,Florianópolis - Trindade,PU - Prefeitura Universitária (Edificação antiga da PU),1.0,0.0,0.0,0.0,1.0,40.0,43.0,10.0,MÍNIMO,Faturas vencidas há mais de 30 dias estarão sujeitas ao registro nos Órgãos de Proteção ao Crédito.,66.7,0.0,-6.3,0.0,0.0,60.4,1,2020-01-20
H010 2020 Janeiro,Medidor faturado pela UFSC,2020.0,Janeiro,2297132.0,Trindade,C11C010472,H010,CASAN,Florianópolis - Trindade,"PU - Prefeitura Universitária (DPAE, DFO, DMPI)",1.0,0.0,0.0,0.0,1.0,1581.0,1609.0,28.0,LIDO,Faturas vencidas há mais de 30 dias estarão sujeitas ao registro nos Órgãos de Proteção ao Crédito.,265.93,0.0,-25.13,0.0,0.0,240.8,1,2020-01-20
