CODIGO,CATEGORIA,ANO,MES,MATRICULA,CAMPUS,N_HIDROMETRO,COD_HIDROMETRO,CONCESSIONARIA,CIDADE,LOCAL,ECON_PUB,ECON_RES,ECON_COM,ECON_IND,ECON_TOTAL,LEIT_ANT,LEIT_ATUAL,VOLUME_FATURADO,OCORRENCIA,ANORMALIDADE,VALOR_AGUA,VALOR_ESGOTO,DESCONTOS,OUTROS,MULTAS_JUROS,VALOR_TOTAL,MES_N,Dtime
H001 2017 Julho,Medidor faturado pela UFSC,2017.0,Julho,2297094.0,2017-07-19,A16S366817,H001,CASAN,Florianópolis,Almoxarifado,,,,1.0,1.0,244.0,287.0,43.0,Lido,,380.15,,-36.63,,7.41,350.93,7,2017-07-20
H002 2017 Julho,Medidor faturado pela UFSC,2017.0,Julho,2297116.0,2017-07-19,A04S381708,H002,CASAN,Florianópolis,Patrimônio e oficinas,,,,2.0,2.0,4294.0,4202.0,30.0,Informado,,214.81,,-23.41,,32.82,224.22,7,2017-07-20
H003 2017 Julho,Medidor faturado pela UFSC,2017.0,Julho,2297124.0,2017-07-19,C11C010369,H003,CASAN,Florianópolis,Biotério Central,,,,1.0,1.0,8038.0,8330.0,292.0,Lido,,2805.61,,-270.76,,59.63,2594.48,7,2017-07-20
H004 2017 Julho,Medidor faturado pela UFSC,2017.0,Julho,2297086.0,2017-07-19,Y11C059545,H004,CASAN,Florianópolis,Almoxarifado Central,,,,1.0,1.0,2240.0,2319.0,79.0,Lido,,730.82,,-69.84,,8.3,669.28,7,2017-07-20
H005 2017 Julho,Medidor faturado pela UFSC,2017.0,Julho,2297078.0,2017-07-19,B10C010667,H005,CASAN,Florianópolis,Engenharia Química,,,,1.0,1.0,9435.0,9922.0,487.0,Informado,,4705.06,,-450.65,,63.69,4318.1,7,2017-07-20
H006 2017 Julho,Medidor faturado pela UFSC,2017.0,Julho,9185569.0,2017-07-19,A11C032611,H006,CASAN,Florianópolis,Eng. Civil Bloco T,,,,1.0,1.0,2861.0,2861.0,10.0,Informado,,58.7,,-5.65,,1.06,54.11,7,2017-07-20
H007 2017 Julho,Medidor faturado pela UFSC,2017.0,Julho,9185550.0,2017-07-19,A11C047521,H007,CASAN,Florianópolis,Eng. Civil Bloco V,,,,1.0,1.0,3898.0,3966.0,68.0,Lido,,623.67,,-59.89,,10.06,573.84,7,2017-07-20
H008 2017 Julho,Medidor faturado pela UFSC,2017.0,Julho,2297159.0,2017-07-19,C11C010187,H008,CASAN,Florianópolis,Prefeitura e Restaurante,,,,1.0,1.0,8524.0,9024.0,500.0,Lido,,4831.69,,-464.53,,83.97,4451.13,7,2017-07-20
H009 2017 Julho,Medidor faturado pela UFSC,2017.0,Julho,2297140.0,2017-07-19,Y11C052787,H009,CASAN,Florianópolis,Prefeitura Universitária,,,,1.0,1.0,2247.0,2333.0,86.0,Lido,,799.0,,-76.26,,7.94,730.68,7,2017-07-20
H010 2017 Julho,Medidor faturado pela UFSC,2017.0,Julho,2297132.0,2017-07-19,C11C010472,H010,CASAN,Florianópolis,ETUSC,,,,1.0,1.0,360.0,375.0,15.0,Lido,,107.4,,-11.35,,12.71,108.76,7,2017-07-20
