CODIGO,CATEGORIA,ANO,MES,MATRICULA,CAMPUS,N_HIDROMETRO,COD_HIDROMETRO,CONCESSIONARIA,CIDADE,LOCAL,ECON_PUB,ECON_RES,ECON_COM,ECON_IND,ECON_TOTAL,LEIT_ANT,LEIT_ATUAL,VOLUME_FATURADO,OCORRENCIA,ANORMALIDADE,VALOR_AGUA,VALOR_ESGOTO,DESCONTOS,OUTROS,MULTAS_JUROS,VALOR_TOTAL,MES_N,Dtime
H001 2018 Junho,Medidor faturado pela UFSC,2018.0,Junho,2297094.0,,A16S366817,H001,CASAN,Florianópolis,Almoxarifado,1.0,0.0,0.0,0.0,1.0,647.0,692.0,45.0,Lido,,423.93,0.0,-40.07,0.0,0.0,383.86,6,2018-06-20
H002 2018 Junho,Medidor faturado pela UFSC,2018.0,Junho,2297116.0,,A04S381708,H002,CASAN,Florianópolis,Patrimônio e oficinas,2.0,0.0,0.0,0.0,2.0,4790.0,4902.0,112.0,Lido,,1075.18,0.0,-101.61,0.0,0.0,973.57,6,2018-06-20
H003 2018 Junho,Medidor faturado pela UFSC,2018.0,Junho,2297124.0,,C11C010369,H003,CASAN,Florianópolis,Biotério Central,1.0,0.0,0.0,0.0,1.0,11904.0,12192.0,288.0,Lido,,2934.84,0.0,-277.35,0.0,0.0,2657.49,6,2018-06-20
H004 2018 Junho,Medidor faturado pela UFSC,2018.0,Junho,2297086.0,,B17C002619,H004,CASAN,Florianópolis,Almoxarifado Central,1.0,0.0,0.0,0.0,1.0,259.0,481.0,222.0,Informado,,2252.87,0.0,-212.9,0.0,0.0,2039.97,6,2018-06-20
H005 2018 Junho,Medidor faturado pela UFSC,2018.0,Junho,2297078.0,,B10C010667,H005,CASAN,Florianópolis,Engenharia Química,1.0,0.0,0.0,0.0,1.0,14219.0,15127.0,908.0,Informado,,9341.3,0.0,-882.75,0.0,0.0,8458.55,6,2018-06-20
H006 2018 Junho,Medidor faturado pela UFSC,2018.0,Junho,9185569.0,,A11C032611,H006,CASAN,Florianópolis,Eng. Civil Bloco T,1.0,0.0,0.0,0.0,1.0,2866.0,2866.0,10.0,Informado,,62.27,0.0,-5.88,0.0,0.0,56.39,6,2018-06-20
H007 2018 Junho,Medidor faturado pela UFSC,2018.0,Junho,9185550.0,,A11C047521,H007,CASAN,Florianópolis,Eng. Civil Bloco V,1.0,0.0,0.0,0.0,1.0,4211.0,4213.0,10.0,Informado,,62.27,0.0,-5.88,0.0,0.0,56.39,6,2018-06-20
H008 2018 Junho,Medidor faturado pela UFSC,2018.0,Junho,2297159.0,,C11C010187,H008,CASAN,Florianópolis,Prefeitura e Restaurante,1.0,0.0,0.0,0.0,1.0,14353.0,15324.0,971.0,Informado,,9992.28,0.0,-944.27,0.0,0.0,9048.01,6,2018-06-20
H009 2018 Junho,Medidor faturado pela UFSC,2018.0,Junho,2297140.0,,Y11C052787,H009,CASAN,Florianópolis,Prefeitura Universitária,1.0,0.0,0.0,0.0,1.0,2526.0,2530.0,10.0,Informado,,62.27,0.0,-5.88,0.0,0.0,56.39,6,2018-06-20
H010 2018 Junho,Medidor faturado pela UFSC,2018.0,Junho,2297132.0,,C11C010472,H010,CASAN,Florianópolis,ETUSC,1.0,0.0,0.0,0.0,1.0,754.0,806.0,52.0,Lido,,496.26,0.0,-46.9,0.0,0.0,449.36,6,2018-06-20
H011 2018 Junho,Medidor faturado pela UFSC,2018.0,Junho,8149615.0,,C11C005249,H011,CASAN,Florianópolis,CCB MIP 1,1.0,0.0,0.0,0.0,1.0,22540.0,23696.0,1156.0,Lido,,11903.89,0.0,-1124.93,0.0,0.0,10778.96,6,2018-06-20
H014 2018 Junho,Medidor faturado pela UFSC,2018.0,Junho,2296969.0,2018-06-23,J15AA00002,H014,CASAN,Florianópolis,Hospital Universitário,51.0,0.0,6.0,1.0,58.0,415242.0,426384.0,11142.0,Lido,,115021.2,115021.2,-21818.25,17107.67,,225331.82,6,2018-06-20
H015 2018 Junho,Medidor faturado pela UFSC,2018.0,Junho,2296918.0,,B10C013878,H015,CASAN,Florianópolis,Moradia Estudantil Pequena,1.0,0.0,0.0,0.0,1.0,1592.0,1646.0,54.0,Médio,,516.92,516.92,-97.7,0.0,0.0,936.14,6,2018-06-20
H017 2018 Junho,Medidor faturado pela UFSC,2018.0,Junho,2296950.0,,C11C001906,H017,CASAN,Florianópolis,Centro de Ciências da Saúde,1.0,0.0,0.0,0.0,1.0,26853.0,27715.0,862.0,Lido,,8865.99,8865.99,-1675.68,0.0,0.0,16056.3,6,2018-06-20
H018 2018 Junho,Medidor faturado pela UFSC,2018.0,Junho,2296640.0,,A13C043935,H018,CASAN,Florianópolis,DAE,1.0,0.0,0.0,0.0,1.0,1990.0,2050.0,60.0,Lido,,578.92,578.92,-109.43,0.0,0.0,1048.41,6,2018-06-20
H019 2018 Junho,Medidor faturado pela UFSC,2018.0,Junho,9097821.0,,C11C005250,H019,CASAN,Florianópolis,Centro Acadêmico Socioeconômico,1.0,0.0,1.0,0.0,2.0,3219.0,3396.0,177.0,Lido,,1849.43,1849.43,-349.55,0.0,0.0,3349.31,6,2018-06-20
H020 2018 Junho,Medidor faturado pela UFSC,2018.0,Junho,2296829.0,,C11C009540,H020,CASAN,Florianópolis,Centro Socioeconômico,1.0,0.0,0.0,0.0,1.0,23307.0,24057.0,750.0,Lido,,7708.69,7708.69,-1456.93,0.0,0.0,13960.45,6,2018-06-20
H021 2018 Junho,Medidor faturado pela UFSC,2018.0,Junho,2296632.0,,B10C001813,H021,CASAN,Florianópolis,Igrejinha UFSC,2.0,0.0,0.0,0.0,2.0,2761.0,2809.0,48.0,Médio,,413.86,413.86,-78.22,0.0,0.0,749.5,6,2018-06-20
H023 2018 Junho,Medidor faturado pela UFSC,2018.0,Junho,2296934.0,,B10C010114,H023,CASAN,Florianópolis,Associação Volantes 1,1.0,0.0,0.0,0.0,1.0,5515.0,5847.0,332.0,Lido,,3389.5,3389.5,-640.61,0.0,0.0,6138.39,6,2018-06-20
H024 2018 Junho,Medidor faturado pela UFSC,2018.0,Junho,2296926.0,,A96C161864,H024,CASAN,Florianópolis,Associação Volantes 2,1.0,0.0,1.0,0.0,2.0,297.0,272.0,20.0,Informado,,124.54,124.54,-23.54,0.0,0.0,225.54,6,2018-06-20
H025 2018 Junho,Medidor faturado pela UFSC,2018.0,Junho,2296900.0,,C11C001273,H025,CASAN,Florianópolis,CFM Bloco A,1.0,0.0,0.0,0.0,1.0,13603.0,14279.0,676.0,Lido,,6944.05,6944.05,-1312.42,0.0,0.0,12575.68,6,2018-06-20
H026 2018 Junho,Medidor faturado pela UFSC,2018.0,Junho,9912770.0,,A10C023447,H026,CASAN,Florianópolis,CFM Bloco B,1.0,0.0,0.0,0.0,1.0,2508.0,2548.0,40.0,Lido,,372.26,372.26,-70.37,0.0,0.0,674.15,6,2018-06-20
H027 2018 Junho,Medidor faturado pela UFSC,2018.0,Junho,2296888.0,,C11C009484,H027,CASAN,Florianópolis,Colégio Aplicação,1.0,0.0,0.0,0.0,1.0,30204.0,31415.0,1211.0,Lido,,12472.2,12472.2,-2357.24,0.0,0.0,22587.16,6,2018-06-20
H028 2018 Junho,Medidor faturado pela UFSC,2018.0,Junho,6205615.0,,B10C017964,H028,CASAN,Florianópolis,Nativas do Horto Botânico,1.0,0.0,0.0,0.0,1.0,121.0,131.0,10.0,Informado,,62.27,62.27,-11.78,0.0,0.0,112.76,6,2018-06-20
H029 2018 Junho,Medidor faturado pela UFSC,2018.0,Junho,7297220.0,,A08X051927,H029,CASAN,Florianópolis,Moradia Estudantil - Portaria,1.0,0.0,0.0,0.0,1.0,1985.0,1989.0,10.0,Mínimo,,62.27,62.27,-11.78,0.0,0.0,112.76,6,2018-06-20
H030 2018 Junho,Medidor faturado pela UFSC,2018.0,Junho,2296276.0,,E11C000101,H030,CASAN,Florianópolis,Moradia Estudantil,0.0,30.0,0.0,0.0,30.0,30619.0,31624.0,1005.0,Lido,,7510.82,7510.82,-1419.55,0.0,0.0,13602.09,6,2018-06-20
H032 2018 Junho,Medidor faturado pela UFSC,2018.0,Junho,2296659.0,,C11C001576,H032,CASAN,Florianópolis,Biblioteca Central,1.0,0.0,0.0,0.0,1.0,6649.0,7033.0,384.0,Lido,,3926.81,3926.81,-742.17,0.0,0.0,7111.45,6,2018-06-20
H033 2018 Junho,Medidor faturado pela UFSC,2018.0,Junho,2296667.0,,B10C014063,H033,CASAN,Florianópolis,CTC 1 - R. Delfino Conti,1.0,0.0,1.0,0.0,2.0,6002.0,6212.0,210.0,Lido,,2234.4,2234.4,-422.3,0.0,0.0,4046.5,6,2018-06-20
H034 2018 Junho,Medidor faturado pela UFSC,2018.0,Junho,8416621.0,,B10C014069,H034,CASAN,Florianópolis,CTC Bloco L - R. Delfino Conti,1.0,0.0,0.0,0.0,1.0,6232.0,6473.0,241.0,Lido,,2449.19,2449.19,-462.89,0.0,0.0,4435.49,6,2018-06-20
H035 2018 Junho,Medidor faturado pela UFSC,2018.0,Junho,2296845.0,,B10C022164,H035,CASAN,Florianópolis,CTC 2 - INEP,1.0,0.0,0.0,0.0,1.0,1396.0,1417.0,21.0,Lido,,175.93,175.93,-33.26,0.0,0.0,318.6,6,2018-06-20
