CODIGO,CATEGORIA,ANO,MES,MATRICULA,CAMPUS,N_HIDROMETRO,COD_HIDROMETRO,CONCESSIONARIA,CIDADE,LOCAL,ECON_PUB,ECON_RES,ECON_COM,ECON_IND,ECON_TOTAL,LEIT_ANT,LEIT_ATUAL,VOLUME_FATURADO,OCORRENCIA,ANORMALIDADE,VALOR_AGUA,VALOR_ESGOTO,DESCONTOS,OUTROS,MULTAS_JUROS,VALOR_TOTAL,MES_N,Dtime
H001 2019 Setembro,Medidor faturado pela UFSC,2019.0,Setembro,2297094.0,Trindade,A16S366817,H001,CASAN,Florianópolis - Trindade,Almoxarifado e Transportes (PU 11 e 06),1.0,0.0,0.0,0.0,1.0,1187.0,1210.0,23.0,Lido,ok,205.23,0.0,-19.39,0.0,0.0,185.84,9,2019-09-20
H002 2019 Setembro,Medidor faturado pela UFSC,2019.0,Setembro,2297116.0,Trindade,A04S381708,H002,CASAN,Florianópolis - Trindade,"Patrimônio e Digitalização (DAG08 e 06), LAMAQ (CCB20)",1.0,0.0,1.0,0.0,2.0,5723.0,5743.0,20.0,Informado,CONFIRMACAO LEITURA,130.01,0.0,-12.29,0.0,0.0,117.72,9,2019-09-20
H003 2019 Setembro,Medidor faturado pela UFSC,2019.0,Setembro,2297124.0,Trindade,C11C010369,H003,CASAN,Florianópolis - Trindade,Biotério Central (BIC 01 a 10),1.0,0.0,0.0,0.0,1.0,16818.0,17076.0,258.0,Lido,ok,2740.08,0.0,-258.93,0.0,0.0,2481.15,9,2019-09-20
H004 2019 Setembro,Medidor faturado pela UFSC,2019.0,Setembro,2297086.0,Trindade,B17C002619,H004,CASAN,Florianópolis - Trindade,"PU - Carpintaria e Serralheria (DAG01, 02 e 03)",1.0,0.0,0.0,0.0,1.0,2593.0,2618.0,25.0,Informado,CONFIRMACAO LEITURA,226.8,0.0,-21.43,0.0,0.0,205.37,9,2019-09-20
H005 2019 Setembro,Medidor faturado pela UFSC,2019.0,Setembro,2297078.0,Trindade,B10C010667,H005,CASAN,Florianópolis - Trindade,"Engenharia Química - (CTC 19, 20, 21, 24 e 46)",1.0,0.0,0.0,0.0,1.0,19434.0,19534.0,100.0,Informado,CONFIRMACAO LEITURA,1035.8,0.0,-97.88,0.0,0.0,937.92,9,2019-09-20
H006 2019 Setembro,Medidor faturado pela UFSC,2019.0,Setembro,9185569.0,Trindade,A11C032611,H006,CASAN,Florianópolis - Trindade,Eng. Civil Bloco D,1.0,0.0,0.0,0.0,1.0,2.0,2.0,10.0,Mínimo,HIDRÔMETRO PARADO.,65.0,0.0,-6.14,0.0,0.0,58.86,9,2019-09-20
H007 2019 Setembro,Medidor faturado pela UFSC,2019.0,Setembro,9185550.0,Trindade,A11C047521,H007,CASAN,Florianópolis - Trindade,"Eng. Civil Bloco A, B e C",1.0,0.0,0.0,0.0,1.0,158.0,517.0,359.0,Informado,ALTO CONSUMO: O VOLUME FORNECIDO ULTRAPASSOU 30% A SUA MÉDIA. VERIFIQUE AS INSTALAÇÕES INTERNAS E EVITE DESPERDÍCIOS.,3829.53,0.0,-361.9,0.0,0.0,3467.63,9,2019-09-20
H008 2019 Setembro,Medidor faturado pela UFSC,2019.0,Setembro,2297159.0,Trindade,C11C010187,H008,CASAN,Florianópolis - Trindade,"PU - Prefeitura Universitária (Hid., Elé., Vidra.) e Redondo",1.0,0.0,0.0,0.0,1.0,27078.0,27866.0,788.0,Lido,ok,8456.98,0.0,-799.19,0.0,0.0,7657.79,9,2019-09-20
H009 2019 Setembro,Medidor faturado pela UFSC,2019.0,Setembro,2297140.0,Trindade,Y11C052787,H009,CASAN,Florianópolis - Trindade,PU - Prefeitura Universitária (Edificação antiga da PU),1.0,0.0,0.0,0.0,1.0,22.0,27.0,10.0,Mínimo,ok,65.0,0.0,-6.14,0.0,0.0,58.86,9,2019-09-20
H010 2019 Setembro,Medidor faturado pela UFSC,2019.0,Setembro,2297132.0,Trindade,C11C010472,H010,CASAN,Florianópolis - Trindade,"PU - Prefeitura Universitária (DPAE, DFO, DMPI)",1.0,0.0,0.0,0.0,1.0,1429.0,1464.0,35.0,Lido,ok,334.67,0.0,-31.63,0.0,0.0,303.04,9,2019-09-20
