CODIGO,CATEGORIA,ANO,MES,MATRICULA,CAMPUS,N_HIDROMETRO,COD_HIDROMETRO,CONCESSIONARIA,CIDADE,LOCAL,ECON_PUB,ECON_RES,ECON_COM,ECON_IND,ECON_TOTAL,LEIT_ANT,LEIT_ATUAL,VOLUME_CONSUMIDO,VOLUME_FATURADO,OCORRENCIA,ANORMALIDADE,VALOR_AGUA,VALOR_ESGOTO,DESCONTOS,OUTROS,MULTAS_JUROS,VALOR_TOTAL,VERIFICACAO,DIFERENCA
H001 2016 Dezembro,1,2016,Dezembro,2297094,2016-12-19,A16S366817,H001,CASAN,Florianópolis,Almoxarifado,1.0,,,,1,1.0,39.0,38,38.0,Lido,,331.44,,-31.72,,4.24,303.96,303.96,0
H002 2016 Dezembro,2,2016,Dezembro,2297116,2016-12-19,A04S381708,H002,CASAN,Florianópolis,Patrimônio e oficinas,2.0,,,,2,3232.0,3249.0,17,20.0,Mínimo,,117.4,,-11.31,,2.13,108.22,108.22,0
H003 2016 Dezembro,3,2016,Dezembro,2297124,2016-12-19,C11C010369,H003,CASAN,Florianópolis,Biotério Central,1.0,,,,1,5483.0,5818.0,335,335.0,Lido,,3224.46,,-309.7,,52.75,2967.51,2967.51,0
H004 2016 Dezembro,4,2016,Dezembro,2297086,2016-12-19,Y11C059545,H004,CASAN,Florianópolis,Almoxarifado Central,1.0,,,,1,1460.0,1652.0,192,192.0,Lido,,1831.53,,-174.64,,16.59,1673.48,1673.48,0
H005 2016 Dezembro,5,2016,Dezembro,2297078,2016-12-19,B10C010667,H005,CASAN,Florianópolis,Engenharia Química,1.0,,,,1,7547.0,7877.0,330,330.0,Lido,,3175.76,,-303.53,,36.17,2908.4,2908.4,0
H006 2016 Dezembro,6,2016,Dezembro,9185569,2016-12-19,A11C032611,H006,CASAN,Florianópolis,Eng. Civil Bloco T,1.0,,,,1,2860.0,2860.0,0,10.0,Informado,,58.7,,-5.65,,1.06,54.11,54.11,0
H007 2016 Dezembro,7,2016,Dezembro,9185550,2016-12-19,A11C047521,H007,CASAN,Florianópolis,Eng. Civil Bloco V,1.0,,,,1,3424.0,3495.0,71,71.0,Lido,,652.89,,-64.36,,28.05,616.58,616.58,0
H008 2016 Dezembro,8,2016,Dezembro,2297159,2016-12-19,C11C010187,H008,CASAN,Florianópolis,Prefeitura e Restaurante,1.0,,,,1,5081.0,5651.0,570,570.0,Lido,,5513.55,,-530.42,,99.32,5082.45,5082.45,0
H009 2016 Dezembro,9,2016,Dezembro,2297140,2016-12-19,Y11C052787,H009,CASAN,Florianópolis,Prefeitura Universitária,1.0,,,,1,1926.0,1964.0,38,38.0,Lido,,331.44,,-31.97,,6.88,306.35,306.35,0
H010 2016 Dezembro,10,2016,Dezembro,2297132,2016-12-19,C11C010472,H010,CASAN,Florianópolis,ETUSC,1.0,,,,1,199.0,207.0,8,10.0,Mínimo,,58.7,,-5.65,,1.06,54.11,54.11,0
H011 2016 Dezembro,11,2016,Dezembro,8149615,2016-12-19,C11C005249,H011,CASAN,Florianópolis,CCB MIP 1,1.0,,,,1,7066.0,7838.0,772,772.0,Lido,,7481.19,,-719.33,,130.72,6892.58,6892.58,0
H014 2016 Dezembro,12,2016,Dezembro,2296969,2016-12-23,J15AA00002,H014,CASAN,Florianópolis,Hospital Universitário,51.0,,6.0,1.0,58,204299.0,216913.0,12614,12614.0,Informado,,123150.09,123150.09,-23275.37,,,223024.81,223024.81,0
H015 2016 Dezembro,13,2016,Dezembro,2296918,2016-12-20,B10C013878,H015,CASAN,Florianópolis,Moradia Estudantil Pequena,1.0,,,,1,926.0,939.0,13,13.0,Informado,,87.92,87.92,-17.48,,9.18,167.54,167.54,0
H017 2016 Dezembro,14,2016,Dezembro,2296950,2016-12-19,C11C001906,H017,CASAN,Florianópolis,Centro de Ciências da Saúde,1.0,,,,1,11605.0,12283.0,678,678.0,Lido,,6565.55,6565.55,-1265.57,,261.09,12126.62,12126.62,0
H018 2016 Dezembro,15,2016,Dezembro,2296640,2016-12-20,A13C043935,H018,CASAN,Florianópolis,DAE,1.0,,,,1,848.0,878.0,30,30.0,Lido,,253.52,253.52,-48.88,,10.24,468.4,468.4,0
H019 2016 Dezembro,16,2016,Dezembro,9097821,2016-12-20,C11C005250,H019,CASAN,Florianópolis,Centro Acadêmico Socioeconômico,1.0,,1.0,,2,508.0,562.0,54,54.0,Lido,,448.58,448.58,-86.49,,18.01,828.68,828.68,0
H020 2016 Dezembro,17,2016,Dezembro,2296829,2016-12-20,C11C009540,H020,CASAN,Florianópolis,Centro Socioeconômico,1.0,,,,1,10657.0,11529.0,872,872.0,Lido,,8455.27,8455.27,-1601.38,,35.29,15344.45,15344.45,0
H021 2016 Dezembro,18,2016,Dezembro,2296632,2016-12-20,B10C001813,H021,CASAN,Florianópolis,Igrejinha UFSC,2.0,,,,2,1958.0,2112.0,154,154.0,Médio,,1422.67,1422.67,-275.63,,71.29,2641.0,2641.0,0
