CODIGO,CATEGORIA,ANO,MES,MATRICULA,CAMPUS,N_HIDROMETRO,COD_HIDROMETRO,CONCESSIONARIA,CIDADE,LOCAL,ECON_PUB,ECON_RES,ECON_COM,ECON_IND,ECON_TOTAL,LEIT_ANT,LEIT_ATUAL,VOLUME_FATURADO,OCORRENCIA,ANORMALIDADE,VALOR_AGUA,VALOR_ESGOTO,DESCONTOS,OUTROS,MULTAS_JUROS,VALOR_TOTAL,MES_N,Dtime
H001 2022 Julho,Medidor faturado pela UFSC,2022.0,Julho,2297094.0,Trindade,A16S366817,H001,CASAN,Florianópolis - Trindade,Almoxarifado e Transportes (PU 11 e 06),1.0,0.0,0.0,0.0,1.0,603.0,621.0,18.0,LIDO,0,202.6,0.0,-19.15,0.0,0.0,183.45,7,2022-07-20
H002 2022 Julho,Medidor faturado pela UFSC,2022.0,Julho,2297116.0,Trindade,A04S381708,H002,CASAN,Florianópolis - Trindade,"Patrimônio e Digitalização (DAG08 e 06), LAMAQ (CCB20)",1.0,0.0,1.0,0.0,2.0,1788.0,1830.0,42.0,LIDO/REVISÃO,CONFIRMAÇÃO LEITURA,492.14,0.0,-46.5,0.0,0.0,445.64,7,2022-07-20
H003 2022 Julho,Medidor faturado pela UFSC,2022.0,Julho,2297124.0,Trindade,C11C010369,H003,CASAN,Florianópolis - Trindade,Biotério Central (BIC 01 a 10),1.0,0.0,0.0,0.0,1.0,938.0,1195.0,257.0,LIDO/REVISÃO,CONFIRMAÇÃO LEITURA,3665.71,0.0,-346.41,0.0,0.0,3319.3,7,2022-07-20
H004 2022 Julho,Medidor faturado pela UFSC,2022.0,Julho,2297086.0,Trindade,B17C002619,H004,CASAN,Florianópolis - Trindade,"PU - Carpintaria e Serralheria (DAG01, 02 e 03)",1.0,0.0,0.0,0.0,1.0,441.0,463.0,22.0,LIDO,0,260.56,0.0,-24.63,0.0,0.0,235.93,7,2022-07-20
H005 2022 Julho,Medidor faturado pela UFSC,2022.0,Julho,2297078.0,Trindade,B10C010667,H005,CASAN,Florianópolis - Trindade,"Engenharia Química - (CTC 19, 20, 21, 24 e 46)",1.0,0.0,0.0,0.0,1.0,1869.0,2237.0,368.0,LIDO/REVISÃO,ALTO CONSUMO: O VOLUME FORNECIDO ULTRAPASSOU 30% A SUA MÉDIA.,5274.1,0.0,-498.4,0.0,0.0,4775.7,7,2022-07-20
H006 2022 Julho,Medidor faturado pela UFSC,2022.0,Julho,9185569.0,Trindade,A11C032611,H006,CASAN,Florianópolis - Trindade,Eng. Civil Bloco D,1.0,0.0,0.0,0.0,1.0,14.0,15.0,1.0,LIDO,ALTO CONSUMO: O VOLUME FORNECIDO ULTRAPASSOU 30% A SUA MÉDIA.,40.24,0.0,-3.8,0.0,0.0,36.44,7,2022-07-20
H007 2022 Julho,Medidor faturado pela UFSC,2022.0,Julho,9185550.0,Trindade,A11C047521,H007,CASAN,Florianópolis - Trindade,"Eng. Civil Bloco A, B e C",1.0,0.0,0.0,0.0,1.0,4374.0,4497.0,123.0,LIDO,ALTO CONSUMO: O VOLUME FORNECIDO ULTRAPASSOU 30% A SUA MÉDIA.,1724.05,0.0,-162.92,0.0,0.0,1561.13,7,2022-07-20
H008 2022 Julho,Medidor faturado pela UFSC,2022.0,Julho,2297159.0,Trindade,C11C010187,H008,CASAN,Florianópolis - Trindade,"PU - Prefeitura Universitária (Hid., Elé., Vidra.) e Redondo",1.0,0.0,0.0,0.0,1.0,47204.0,48263.0,1059.0,LIDO,0,15286.69,0.0,-1444.59,0.0,0.0,13842.1,7,2022-07-20
H009 2022 Julho,Medidor faturado pela UFSC,2022.0,Julho,2297140.0,Trindade,Y11C052787,H009,CASAN,Florianópolis - Trindade,PU - Prefeitura Universitária (Edificação antiga da PU),1.0,0.0,0.0,0.0,1.0,109.0,112.0,3.0,MÉDIO,"FATURA EMITIDA PELA MÉDIA, ELIMINE A ANORMALIDADE CONSTRUINDO O ABRIGO PADRÃO NA TESTADA DO IMÓVEL.",50.56,0.0,-4.79,0.0,0.0,45.77,7,2022-07-20
H010 2022 Julho,Medidor faturado pela UFSC,2022.0,Julho,2297132.0,Trindade,C11C010472,H010,CASAN,Florianópolis - Trindade,"PU - Prefeitura Universitária (DPAE, DFO, DMPI)",1.0,0.0,0.0,0.0,1.0,1830.0,1877.0,47.0,LIDO/REVISÃO,ALTO CONSUMO: O VOLUME FORNECIDO ULTRAPASSOU 30% A SUA MÉDIA.,622.81,0.0,-58.85,0.0,0.0,563.96,7,2022-07-20
H011 2022 Julho,Medidor faturado pela UFSC,2022.0,Julho,8149615.0,Trindade,C11C005249,H011,CASAN,Florianópolis - Trindade,"CCB - Blocos A, B, C e D - 1 - Córrego Grande",1.0,0.0,0.0,0.0,1.0,37804.0,37898.0,94.0,LIDO,ALTO CONSUMO: O VOLUME FORNECIDO ULTRAPASSOU 30% A SUA MÉDIA.,1303.84,0.0,-123.21,0.0,0.0,1180.63,7,2022-07-20
H014 2022 Julho,Medidor não faturado pela UFSC,2022.0,Julho,17859999.0,Trindade,J15AA00002,H014,CASAN,Florianópolis  HU,Hospital Universitário - EBSERH,51.0,0.0,6.0,1.0,58.0,57174.0,63719.0,6545.0,0,0,92870.5,92870.5,-17552.53,0.0,0.0,168188.48,7,2022-07-20
H015 2022 Julho,Medidor faturado pela UFSC,2022.0,Julho,2296918.0,Trindade,B10C013878,H015,CASAN,Florianópolis - Trindade,Moradia Estudantil - Casa,1.0,0.0,0.0,0.0,1.0,99.0,153.0,54.0,LIDO/REVISÃO,ALTO CONSUMO: O VOLUME FORNECIDO ULTRAPASSOU 30% A SUA MÉDIA.,724.24,724.24,-136.88,0.0,0.0,1311.6,7,2022-07-20
H017 2022 Julho,Medidor faturado pela UFSC,2022.0,Julho,2296950.0,Trindade,C11C001906,H017,CASAN,Florianópolis - Trindade,CCS - Centro de Ciências da Saúde,1.0,0.0,0.0,0.0,1.0,10918.0,11315.0,397.0,LIDO/REVISÃO,ALTO CONSUMO: O VOLUME FORNECIDO ULTRAPASSOU 30% A SUA MÉDIA.,5694.31,5694.31,-1076.23,0.0,0.0,10312.39,7,2022-07-20
H018 2022 Julho,Medidor faturado pela UFSC,2022.0,Julho,2296640.0,Trindade,A13C043935,H018,CASAN,Florianópolis - Trindade,SSI - Secretaria de Assuntos Institucionais,1.0,0.0,0.0,0.0,1.0,4324.0,4365.0,41.0,LIDO,0,535.87,535.87,-101.28,0.0,0.0,970.46,7,2022-07-20
H019 2022 Julho,Medidor faturado pela UFSC,2022.0,Julho,9097821.0,Trindade,C11C005250,H019,CASAN,Florianópolis - Trindade,CSE 2 - CSE 9 e 10 (Bl F e G),1.0,0.0,1.0,0.0,2.0,7389.0,7502.0,113.0,LIDO,ALTO CONSUMO: O VOLUME FORNECIDO ULTRAPASSOU 30% A SUA MÉDIA.,1545.24,1545.24,-292.04,0.0,0.0,2798.44,7,2022-07-20
H020 2022 Julho,Medidor faturado pela UFSC,2022.0,Julho,2296829.0,Trindade,C11C009540,H020,CASAN,Florianópolis - Trindade,"CSE 1 - CSE 1 ao 4 (Bl A, B, C e D) e CCJ 1 e 2 (Bl E e F)",1.0,0.0,0.0,0.0,1.0,10542.0,10786.0,244.0,LIDO/REVISÃO,ALTO CONSUMO: O VOLUME FORNECIDO ULTRAPASSOU 30% A SUA MÉDIA.,3477.34,3477.34,-657.22,0.0,0.0,6297.46,7,2022-07-20
H021 2022 Julho,Medidor faturado pela UFSC,2022.0,Julho,2296632.0,Trindade,B10C001813,H021,CASAN,Florianópolis - Trindade,Igrejinha UFSC (DAC 01 a 03 e DEX01),2.0,0.0,0.0,0.0,2.0,5367.0,5640.0,273.0,LIDO/REVISÃO,ALTO CONSUMO: O VOLUME FORNECIDO ULTRAPASSOU 30% A SUA MÉDIA.,3839.33,3839.33,-7678.66,0.0,0.0,0.0,7,2022-07-20
