CODIGO,CATEGORIA,ANO,MES,MATRICULA,CAMPUS,N_HIDROMETRO,COD_HIDROMETRO,CONCESSIONARIA,CIDADE,LOCAL,ECON_PUB,ECON_RES,ECON_COM,ECON_IND,ECON_TOTAL,LEIT_ANT,LEIT_ATUAL,VOLUME_CONSUMIDO,VOLUME_FATURADO,OCORRENCIA,ANORMALIDADE,VALOR_AGUA,VALOR_ESGOTO,DESCONTOS,OUTROS,MULTAS_JUROS,VALOR_TOTAL,VERIFICACAO,DIFERENCA
H001 2014 Dezembro,1,2014,Dezembro,2297094,,A00S096899,H001,CASAN,Florianópolis,Almoxarifado,1.0,,,,1,2749,2782,33,33,,,227.94,,-21.91,,3.84,209.87,209.87,0
H002 2014 Dezembro,2,2014,Dezembro,2297116,,A04S381708,H002,CASAN,Florianópolis,Patrimônio e oficinas,2.0,,,,2,2884,2903,19,20,,,94.64,,-9.1,,1.71,87.25,87.25,0
H003 2014 Dezembro,3,2014,Dezembro,2297124,,,H003,CASAN,Florianópolis,Biotério Central,1.0,,,,1,5550,5857,307,307,,,2379.63,,-230.28,,57.17,2206.52,2206.52,0
H004 2014 Dezembro,4,2014,Dezembro,2297086,2014-12-18,A10C021011,H004,CASAN,Florianópolis,Almoxarifado Central,1.0,,,,1,1189,1287,98,98,Lido,,738.38,,-70.68,,9.53,677.23,677.23,0
H005 2014 Dezembro,5,2014,Dezembro,2297078,,B10C010667,H005,CASAN,Florianópolis,Engenharia Química,1.0,,,,1,2904,3039,135,135,,,1028.93,,-99.63,,25.46,954.76,954.76,0
H006 2014 Dezembro,6,2014,Dezembro,9185569,,A11C032611,H006,CASAN,Florianópolis,Eng. Civil Bloco T,1.0,,,,1,1795,1848,53,53,,,384.99,,-37.21,,8.68,356.46,356.46,0
H007 2014 Dezembro,7,2014,Dezembro,9185550,,A11C047521,H007,CASAN,Florianópolis,Eng. Civil Bloco V,1.0,,,,1,1812,1845,33,33,,,227.94,,-22.33,,8.39,214.0,214.0,0
H008 2014 Dezembro,8,2014,Dezembro,2297159,,B10C010670,H008,CASAN,Florianópolis,Prefeitura e Restaurante,1.0,,,,1,6968,7498,530,530,,,4130.83,,-398.95,,90.74,3822.62,3822.62,0
H009 2014 Dezembro,9,2014,Dezembro,2297140,,,H009,CASAN,Florianópolis,Prefeitura Universitária,1.0,,,,1,1077,1115,38,38,,,267.2,,-25.83,,6.12,247.49,247.49,0
H010 2014 Dezembro,10,2014,Dezembro,2297132,2014-12-18,,H010,CASAN,Florianópolis,ETUSC,1.0,,,,1,1707,1745,38,38,Médio,,267.2,,-25.55,,3.27,244.92,244.92,0
H011 2014 Dezembro,11,2014,Dezembro,8149615,,B10C010661,H011,CASAN,Florianópolis,CCB MIP 1,1.0,,,,1,9706,10902,1196,1196,,,9360.86,,-903.57,,200.67,8657.96,8657.96,0
H014 2014 Dezembro,12,2014,Dezembro,2296969,,,H014,CASAN,Florianópolis,Hospital Universitário,51.0,,6.0,1.0,58,92560,104115,11555,11555,,,90743.66,90743.66,-17449.45,,3162.92,167200.79,167200.79,0
H015 2014 Dezembro,13,2014,Dezembro,2296918,2014-12-16,B10C013878,H015,CASAN,Florianópolis,Moradia Estudantil Pequena,,1.0,,,1,5066,5525,459,459,Médio,,4366.55,4366.55,-872.48,,499.49,8360.11,8360.11,0
H017 2014 Dezembro,14,2014,Dezembro,2296950,2014-12-18,C11C000344,H017,CASAN,Florianópolis,Centro de Ciências da Saúde,1.0,,,,1,10593,11833,1240,1240,Lido,,9706.39,9706.39,-1863.03,,301.79,17851.54,17851.54,0
H018 2014 Dezembro,15,2014,Dezembro,2296640,2014-12-16,,H018,CASAN,Florianópolis,DAE,1.0,,,,1,917,938,21,21,Lido,,133.7,133.7,-25.58,,3.14,244.96,244.96,0
H019 2014 Dezembro,16,2014,Dezembro,9097821,2014-12-16,B10C012857,H019,CASAN,Florianópolis,Centro Acadêmico Socioeconômico,1.0,,1.0,,2,4276,5183,907,907,Lido,,7877.45,7877.45,-1512.34,,248.71,14491.27,14491.27,0
H020 2014 Dezembro,17,2014,Dezembro,2296829,2014-12-16,C11C004462,H020,CASAN,Florianópolis,Centro Socioeconômico,1.0,,,,1,10871,11462,591,591,Lido,,4609.85,4609.85,-886.98,,166.4,8499.12,8499.12,0
H021 2014 Dezembro,18,2014,Dezembro,2296632,2014-12-16,B10C001813,H021,CASAN,Florianópolis,Igrejinha UFSC,2.0,,,,2,926,936,10,20,Mínimo,,94.64,94.64,-18.21,,3.43,174.5,174.5,0
H023 2014 Dezembro,19,2014,Dezembro,2296934,2014-12-16,B10C013880,H023,CASAN,Florianópolis,Associação Volantes 1,2.0,,1.0,,3,4925,5181,256,256,Lido,,1988.28,1988.28,-383.08,,77.27,3670.75,3670.75,0
H024 2014 Dezembro,20,2014,Dezembro,2296926,2014-12-16,A96C161864,H024,CASAN,Florianópolis,Associação Volantes 2,1.0,,1.0,,2,171,173,2,20,Mínimo,,94.64,94.64,-18.21,,3.43,174.5,174.5,0
H025 2014 Dezembro,21,2014,Dezembro,2296900,2014-12-16,C11C002633,H025,CASAN,Florianópolis,CFM Bloco A,1.0,,,,1,8855,9298,443,443,Lido,,3447.63,3447.63,-669.05,,184.6,6410.81,6410.81,0
H026 2014 Dezembro,22,2014,Dezembro,9912770,2014-12-16,A10C023447,H026,CASAN,Florianópolis,CFM Bloco B,1.0,,,,1,622,654,32,32,Lido,,220.08,220.08,-41.86,,2.85,401.15,401.15,0
H027 2014 Dezembro,23,2014,Dezembro,2296888,2014-12-16,C11C000341,H027,CASAN,Florianópolis,Colégio Aplicação,1.0,,,,1,7108,7897,789,789,Lido,,6164.73,6164.73,-1190.61,,269.65,11408.5,11408.5,0
H028 2014 Dezembro,24,2014,Dezembro,6205615,2015-12-16,A05S578084,H028,CASAN,Florianópolis,Nativas do Horto Botânico,1.0,,,,1,7408,7408,0,10,Mínimo,,47.32,47.32,-9.1,,1.71,87.25,87.25,0
H029 2014 Dezembro,25,2014,Dezembro,7297220,,,H029,CASAN,Florianópolis,Moradia Estudantil - Portaria,1.0,,,,1,1900,1902,2,10,,,47.32,47.32,-9.1,,1.71,87.25,87.25,0
H030 2014 Dezembro,26,2014,Dezembro,2296276,,,H030,CASAN,Florianópolis,Moradia Estudantil,,,,,0,17857,18891,1034,1034,,,5947.02,5947.02,-1145.18,,224.36,10973.22,10973.22,0
H032 2014 Dezembro,27,2014,Dezembro,2296659,2014-12-16,C11C001977,H032,CASAN,Florianópolis,Biblioteca Central,1.0,,,,1,15268,15607,339,339,Lido,,2630.92,2630.92,-508.98,,124.3,4877.16,4877.16,0
H033 2014 Dezembro,28,2014,Dezembro,2296667,2014-12-16,C11C002632,H033,CASAN,Florianópolis,CTC 1 - R. Delfino Conti,1.0,,1.0,,2,3132,3312,180,180,Lido,,1432.12,1432.12,-276.82,,65.04,2652.46,2652.46,0
H034 2014 Dezembro,29,2014,Dezembro,8416621,2014-12-16,C10C005432,H034,CASAN,Florianópolis,CTC Bloco L - R. Delfino Conti,1.0,,,,1,7032,7155,123,123,Lido,,934.7,934.7,-180.42,,39.83,1728.81,1728.81,0
H035 2014 Dezembro,30,2014,Dezembro,2296845,2014-12-16,,H035,CASAN,Florianópolis,CTC 2 - INEP,1.0,,,,1,2549,87,-2462,87,Lido,,651.99,651.99,-123.39,,1.71,1182.3,1182.3,0
H037 2014 Dezembro,31,2014,Dezembro,6435548,2014-12-16,Y13F347112,H037,CASAN,Florianópolis,CTC Bloco A - POLO,1.0,,,1.0,2,1002,1112,110,110,Lido,,801.4,801.4,-154.82,,35.57,1483.55,1483.55,0
H038 2014 Dezembro,32,2014,Dezembro,2296683,2014-12-16,C11C005093,H038,CASAN,Florianópolis,Pavilhão Eng. Mecânica,1.0,,,,1,2996,3173,177,177,Lido,,1358.75,1358.75,-263.06,,66.28,2520.72,2520.72,0
H040 2014 Dezembro,33,2014,Dezembro,2296691,2014-12-16,C11C000642,H040,CASAN,Florianópolis,Reitoria I,1.0,,,,1,5583,6027,444,444,Lido,,3455.48,3455.48,-667.42,,151.61,6395.15,6395.15,0
H041 2014 Dezembro,34,2014,Dezembro,2296810,2014-12-16,C11C010608,H041,CASAN,Florianópolis,CCE 1 - Básico,1.0,,1.0,,2,1746,1946,200,200,Lido,,1609.44,1609.44,-317.01,,135.68,3037.55,3037.55,0
H042 2014 Dezembro,35,2014,Dezembro,2296802,2014-12-16,C11C007092,H042,CASAN,Florianópolis,CCE 2 - R. Eng. Andrey C. Ferreira,1.0,,,,1,11259,11610,351,351,Lido,,2725.16,2725.16,-528.9,,146.49,5067.91,5067.91,0
H043 2014 Dezembro,36,2014,Dezembro,6816860,2014-12-16,A94S171408,H043,CASAN,Florianópolis,Casa de Veg. - Depto. Microbiologia,1.0,,,,1,613,617,4,10,Mínimo,,47.32,47.32,-9.1,,1.71,87.25,87.25,0
H044 2014 Dezembro,37,2014,Dezembro,2296896,2014-12-16,C11C001100,H044,CASAN,Florianópolis,CCB Carvoeira 1 - Lab. de ensino e pesquisa,1.0,,,,1,8724,8940,216,216,Lido,,1665.02,1665.02,-328.73,,148.48,3149.79,3149.79,0
H045 2014 Dezembro,38,2014,Dezembro,2296772,2014-12-16,B11C039161,H045,CASAN,Florianópolis,Museu de Antropologia,1.0,,,,1,433,445,12,12,Lido,,63.03,63.03,-12.19,,2.85,116.72,116.72,0
H046 2014 Dezembro,39,2014,Dezembro,2296780,2014-12-16,B10C007949,H046,CASAN,Florianópolis,Horto Botânico,1.0,,,,1,3048,3306,258,258,Lido,,1994.84,1994.84,-384.69,,81.07,3686.06,3686.06,0
H047 2014 Dezembro,40,2014,Dezembro,2296837,2014-12-16,B10C013876,H047,CASAN,Florianópolis,Creche UFSC,1.0,,,,1,11862,12772,910,910,Lido,,7114.93,7114.93,-1387.83,,456.24,13298.27,13298.27,0
H048 2014 Dezembro,41,2014,Dezembro,2296764,2014-12-16,C11C004576,H048,CASAN,Florianópolis,Centro de Filosofia e Humanas 1,1.0,,,,1,11100,11690,590,590,Lido,,4602.0,4602.0,-882.22,,131.7,8453.48,8453.48,0
H049 2014 Dezembro,42,2014,Dezembro,9197478,2014-12-16,B10C002846,H049,CASAN,Florianópolis,Centro de Educação 1,1.0,,,,1,5409,5567,158,158,Lido,,1209.55,1209.55,-237.23,,91.31,2273.18,2273.18,0
H050 2014 Dezembro,43,2014,Dezembro,2296748,2014-12-16,C10C005435,H050,CASAN,Florianópolis,Centro de Educação 2,1.0,,,,1,3066,3066,0,28,Informado,,188.67,188.67,-36.4,,7.97,348.91,348.91,0
H051 2014 Dezembro,44,2014,Dezembro,2296756,2014-12-16,A10C021613,H051,CASAN,Florianópolis,Centro de Convivência,1.0,,5.0,,6,3316,3329,13,60,Mínimo,,283.92,283.92,-54.63,,10.28,523.49,523.49,0
H052 2014 Dezembro,45,2014,Dezembro,2296730,2014-12-16,A99S330478,H052,CASAN,Florianópolis,Restaurante Universitário 1,1.0,,,,1,9705,10259,554,554,Médio,,4319.3,4319.3,-831.13,,156.45,7963.92,7963.92,0
H053 2014 Dezembro,46,2014,Dezembro,2296713,2014-12-16,C11C001080,H053,CASAN,Florianópolis,Centro de Eventos,1.0,,,,1,1150,1791,641,641,Lido,,5002.5,5002.5,-978.48,,349.29,9375.81,9375.81,0
H054 2014 Dezembro,47,2014,Dezembro,6923020,2014-12-16,B10C002843,H054,CASAN,Florianópolis,Arquitetura e Urbanismo,1.0,,,,1,4967,5291,324,324,Lido,,2513.13,2513.13,-482.24,,76.8,4620.82,4620.82,0
H055 2014 Dezembro,48,2014,Dezembro,2296705,2014-12-16,F11C000663,H055,CASAN,Florianópolis,Centro de Desportos,1.0,,1.0,,2,23928,27329,3401,3401,Médio,,29988.39,,-2887.7,,569.26,27669.95,27669.95,0
H056 2014 Dezembro,49,2014,Dezembro,2296721,2014-12-16,F11C000547,H056,CASAN,Florianópolis,Restaurante Universitário 2,1.0,,1.0,,2,10361,11445,1084,1084,Lido,,9446.67,9446.67,-1829.05,,461.61,17525.9,17525.9,0
H057 2014 Dezembro,50,2014,Dezembro,2297108,,,H057,CASAN,Florianópolis,Setor da Hidráulica,1.0,,,,1,2126,2140,14,14,,,78.73,,-7.53,,0.86,72.06,72.06,0
H058 2014 Dezembro,51,2014,Dezembro,9611070,,,H058,CASAN,Florianópolis,CCB MIP 2,1.0,,,,1,11355,11758,403,403,,,3133.51,3133.51,-600.73,,89.89,5756.18,5756.18,0
H059 2014 Dezembro,52,2014,Dezembro,2296675,2014-12-16,C09B271069,H059,CASAN,Florianópolis,CTC 3,1.0,,,,1,8697,8734,37,37,Lido,,259.35,259.35,-51.78,,29.3,496.22,496.22,0
H060 2014 Dezembro,53,2014,Dezembro,5329663,2014-12-18,,H060,CASAN,Florianópolis,Reitoria II,1.0,,,,1,1391,1524,133,133,Lido,,1013.23,1013.23,-195.15,,38.69,1870.0,1870.0,0
H061 2014 Dezembro,54,2014,Dezembro,2296870,2014-12-16,B10C013871,H061,CASAN,Florianópolis,CCB Anatômico,1.0,,1.0,,2,3645,3962,317,317,Lido,,2646.72,2646.72,-506.43,,65.68,4852.69,4852.69,0
H062 2014 Dezembro,55,2014,Dezembro,15023672,2014-12-16,F11C000741,H062,CASAN,Florianópolis,CFM - Bloco EFI - R. Eng. Agr. Andrey C. Ferreira,1.0,,,,1,5297,5460,163,163,Lido,,1248.81,,-120.66,,28.02,1156.17,1156.17,0
H072 2014 Dezembro,56,2014,Dezembro,2297167,,,H072,CASAN,Florianópolis,CCA 1,,,,,0,3660,3897,237,237,,,1829.93,,-176.02,,32.57,1686.48,1686.48,0
H073 2014 Dezembro,57,2014,Dezembro,2297175,2014-12-16,,H073,CASAN,Florianópolis,Estação Experimental de Aquicultura,,,,,0,6205,6293,88,88,Lido,,659.85,,-63.39,,10.95,607.41,607.41,0
H074 2014 Dezembro,58,2014,Dezembro,2297183,,,H074,CASAN,Florianópolis,CCA 2,,,,,0,16834,17819,985,985,,,7703.9,,-742.8,,156.44,7117.54,7117.54,0
H076 2014 Dezembro,59,2014,Dezembro,2297361,,,H076,CASAN,Florianópolis,"Cidade das Abelhas - Rod. Virgílio Várzea, 2600",,,,,0,449,763,314,314,,,2434.6,,-230.43,,3.84,2208.01,2208.01,0
H081 2014 Dezembro,60,2014,Dezembro,2295652,,,H081,CASAN,Florianópolis,UFSC do MEC,,,,,0,791,876,85,85,,,636.29,636.29,-122.92,,28.17,1177.83,1177.83,0
H082 2014 Dezembro,61,2014,Dezembro,5716594,,,H082,CASAN,Florianópolis,CCA - Tapera,,,,,0,2604,3179,575,575,,,4484.21,,-426.74,,31.58,4089.05,4089.05,0
