CODIGO,CATEGORIA,ANO,MES,MATRICULA,CAMPUS,N_HIDROMETRO,COD_HIDROMETRO,CONCESSIONARIA,CIDADE,LOCAL,ECON_PUB,ECON_RES,ECON_COM,ECON_IND,ECON_TOTAL,LEIT_ANT,LEIT_ATUAL,VOLUME_CONSUMIDO,VOLUME_FATURADO,OCORRENCIA,ANORMALIDADE,VALOR_AGUA,VALOR_ESGOTO,DESCONTOS,OUTROS,MULTAS_JUROS,VALOR_TOTAL,VERIFICACAO,DIFERENCA
H001 2016 Março,1,2016,Março,2297094,2016-03-21,A00S096899,H001,CASAN,Florianópolis,Almoxarifado,1.0,,,,1,3174,3200,26,26,Lido,,193.62,,-18.45,,1.66,176.83,176.83,0
H002 2016 Março,2,2016,Março,2297116,2016-03-21,A04S381708,H002,CASAN,Florianópolis,Patrimônio e oficinas,2.0,,,,2,3106,3119,13,20,Mínimo,,105.94,,-10.2,,2.02,97.76,97.76,0
H003 2016 Março,3,2016,Março,2297124,2016-03-21,C11C010369,H003,CASAN,Florianópolis,Biotério Central,1.0,,,,1,2532,2921,389,389,Lido,,3384.57,,-325.57,,60.7,3119.7,3119.7,0
H004 2016 Março,4,2016,Março,2297086,2016-03-21,Y11C059545,H004,CASAN,Florianópolis,Almoxarifado Central,1.0,,,,1,670,772,102,102,Lido,,861.7,,-82.78,,14.38,793.3,793.3,0
H005 2016 Março,5,2016,Março,2297078,2016-03-21,B10C010667,H005,CASAN,Florianópolis,Engenharia Química,1.0,,,,1,5631,5792,161,161,Lido,,1380.34,,-132.11,,17.6,1265.83,1265.83,0
H006 2016 Março,6,2016,Março,9185569,2016-03-21,A11C032611,H006,CASAN,Florianópolis,Eng. Civil Bloco T,1.0,,,,1,2510,2547,37,37,Lido,,290.31,,-27.62,,1.89,264.58,264.58,0
H007 2016 Março,7,2016,Março,9185550,2016-03-21,A11C047521,H007,CASAN,Florianópolis,Eng. Civil Bloco V,1.0,,,,1,2620,2653,33,33,Lido,,255.15,,-24.49,,4.02,234.68,234.68,0
H008 2016 Março,8,2016,Março,2297159,2016-03-21,C11C010187,H008,CASAN,Florianópolis,Prefeitura e Restaurante,1.0,,,,1,15541,398,-15143,480,Informado,,4184.51,,-402.83,,78.19,3859.87,3859.87,0
H009 2016 Março,9,2016,Março,2297140,2016-03-21,Y11C052787,H009,CASAN,Florianópolis,Prefeitura Universitária,1.0,,,,1,1569,1602,33,33,Lido,,255.15,,-24.32,,2.34,233.17,233.17,0
H010 2016 Março,10,2016,Março,2297132,2016-03-21,C11C010472,H010,CASAN,Florianópolis,ETUSC,1.0,,,,1,149,156,7,10,Mínimo,,52.97,,-5.11,,1.14,49.0,49.0,0
H011 2016 Março,11,2016,Março,8149615,2016-03-21,C11C005249,H011,CASAN,Florianópolis,CCB MIP 1,1.0,,,,1,27466,937,-26529,1130,Lido,,9898.33,,-952.02,,175.98,9122.29,9122.29,0
H014 2016 Março,12,2016,Março,2296969,2016-03-22,J15AA00002,H014,CASAN,Florianópolis,Hospital Universitário,51.0,,6.0,1.0,58,90252,102356,12104,12104,Informado,,106532.86,106532.86,,,3728.91,216794.63,216794.63,0
H015 2016 Março,13,2016,Março,2296918,2016-03-21,B10C013878,H015,CASAN,Florianópolis,Moradia Estudantil Pequena,1.0,,,,1,532,594,62,62,Informado,,510.08,510.08,-97.5,,11.53,934.19,934.19,0
H017 2016 Março,14,2016,Março,2296950,2016-03-21,C11C001906,H017,CASAN,Florianópolis,Centro de Ciências da Saúde,1.0,,,,1,4948,5412,464,464,Informado,,4043.86,4043.86,-775.03,,113.65,7426.34,7426.34,0
H018 2016 Março,15,2016,Março,2296640,2016-03-21,A13C043935,H018,CASAN,Florianópolis,DAE,1.0,,,,1,465,519,54,54,Lido,,439.75,439.75,-84.14,,10.86,806.22,806.22,0
H019 2016 Março,16,2016,Março,9097821,2016-03-21,C11C005250,H019,CASAN,Florianópolis,Centro Acadêmico Socioeconômico,1.0,,1.0,,2,8439,42,-8397,44,Informado,,316.92,316.92,-60.57,,7.05,580.32,580.32,0
H020 2016 Março,17,2016,Março,2296829,2016-03-21,C11C009540,H020,CASAN,Florianópolis,Centro Socioeconômico,1.0,,,,1,3855,4264,409,409,Informado,,3560.38,3560.38,-683.27,,109.56,6547.05,6547.05,0
H021 2016 Março,18,2016,Março,2296632,2016-03-21,B10C001813,H021,CASAN,Florianópolis,Igrejinha UFSC,2.0,,,,2,1106,1140,34,34,Lido,,229.01,229.01,-43.66,,4.04,418.4,418.4,0
H023 2016 Março,19,2016,Março,2296934,2016-03-21,B10C013880,H023,CASAN,Florianópolis,Associação Volantes 1,1.0,,,,1,8337,8568,231,231,Lido,,1995.67,1995.67,-381.49,,45.58,3655.43,3655.43,0
H024 2016 Março,20,2016,Março,2296926,2016-03-21,A96C161864,H024,CASAN,Florianópolis,Associação Volantes 2,1.0,,1.0,,2,178,178,0,20,Mínimo,,105.94,105.94,-20.4,,4.04,195.52,195.52,0
H025 2016 Março,21,2016,Março,2296900,2016-03-21,C11C001273,H025,CASAN,Florianópolis,CFM Bloco A,1.0,,,,1,1546,1558,12,12,Informado,,70.55,70.55,-23.4,,106.41,224.11,224.11,0
H026 2016 Março,22,2016,Março,9912770,2016-03-21,A10C023447,H026,CASAN,Florianópolis,CFM Bloco B,1.0,,,,1,1280,1318,38,38,Lido,,299.1,299.1,-57.76,,13.12,553.56,553.56,0
H027 2016 Março,23,2016,Março,2296888,2016-03-21,C11C009484,H027,CASAN,Florianópolis,Colégio Aplicação,1.0,,,,1,3931,4557,626,626,Lido,,5467.92,5467.92,-1044.29,,114.87,10006.42,10006.42,0
H028 2016 Março,24,2016,Março,6205615,2016-03-21,B10C017964,H028,CASAN,Florianópolis,Nativas do Horto Botânico,1.0,,,,1,7429,2,-7427,10,Mínimo,,52.97,52.97,-10.2,,2.02,97.76,97.76,0
H029 2016 Março,25,2016,Março,7297220,2016-03-12,A08X051927,H029,CASAN,Florianópolis,Moradia Estudantil - Portaria,1.0,,,,1,1952,1954,2,10,Mínimo,,52.97,52.97,-10.2,,2.02,97.76,97.76,0
