CODIGO,CATEGORIA,ANO,MES,MATRICULA,CAMPUS,N_HIDROMETRO,COD_HIDROMETRO,CONCESSIONARIA,CIDADE,LOCAL,ECON_PUB,ECON_RES,ECON_COM,ECON_IND,ECON_TOTAL,LEIT_ANT,LEIT_ATUAL,VOLUME_FATURADO,OCORRENCIA,ANORMALIDADE,VALOR_AGUA,VALOR_ESGOTO,DESCONTOS,OUTROS,MULTAS_JUROS,VALOR_TOTAL,MES_N,Dtime
H001 2024 Agosto,Medidor faturado pela UFSC,2024.0,Agosto,2297094.0,Trindade,A16S366817,H001,CASAN,Florianópolis - Trindade,Almoxarifado e Transportes (PU 11 e 06),1.0,0.0,0.0,0.0,1.0,1289.0,1342.0,53.0,LIDO,Alto Consumo,876.28,876.28,-165.62,0.0,0.0,1586.94,8,2024-08-20
H002 2024 Agosto,Medidor faturado pela UFSC,2024.0,Agosto,2297116.0,Trindade,A04S381708,H002,CASAN,Florianópolis - Trindade,"Patrimônio e Digitalização (DAG08 e 06), LAMAQ (CCB20)",1.0,0.0,1.0,0.0,2.0,2957.0,3002.0,45.0,LIDO,Sem ocorrência,661.27,661.27,-124.99,0.0,0.0,1197.55,8,2024-08-20
H003 2024 Agosto,Medidor faturado pela UFSC,2024.0,Agosto,2297124.0,Trindade,C11C010369,H003,CASAN,Florianópolis - Trindade,Biotério Central (BIC 01 a 10),1.0,0.0,0.0,0.0,1.0,10319.0,10860.0,541.0,LIDO,Sem ocorrência,9606.6,9606.6,-1815.65,0.0,0.0,17397.55,8,2024-08-20
H004 2024 Agosto,Medidor faturado pela UFSC,2024.0,Agosto,2297086.0,Trindade,B17C002619,H004,CASAN,Florianópolis - Trindade,"PU - Carpintaria e Serralheria (DAG01, 02 e 03)",1.0,0.0,0.0,0.0,1.0,1964.0,2134.0,170.0,LIDO/REVISÃO,CONFIRMACAO LEITURA,2969.41,2969.41,-561.21,0.0,0.0,5377.61,8,2024-08-20
H005 2024 Agosto,Medidor faturado pela UFSC,2024.0,Agosto,2297078.0,Trindade,B10C010667,H005,CASAN,Florianópolis - Trindade,"Engenharia Química - (CTC 19, 20, 21, 24 e 46)",1.0,0.0,0.0,0.0,1.0,751.0,820.0,69.0,LIDO,Sem ocorrência,1162.52,1162.52,-219.71,0.0,0.0,2105.33,8,2024-08-20
H006 2024 Agosto,Medidor faturado pela UFSC,2024.0,Agosto,9185569.0,Trindade,A11C032611,H006,CASAN,Florianópolis - Trindade,Eng. Civil Bloco D,1.0,0.0,0.0,0.0,1.0,238.0,243.0,5.0,LIDO,Sem ocorrência,75.16,75.16,-14.21,0.0,0.0,136.11,8,2024-08-20
H007 2024 Agosto,Medidor faturado pela UFSC,2024.0,Agosto,9185550.0,Trindade,A11C047521,H007,CASAN,Florianópolis - Trindade,"Eng. Civil Bloco A, B e C",1.0,0.0,0.0,0.0,1.0,6839.0,6897.0,58.0,LIDO,Sem ocorrência,965.73,965.73,-182.51,0.0,0.0,1748.95,8,2024-08-20
H008 2024 Agosto,Medidor faturado pela UFSC,2024.0,Agosto,2297159.0,Trindade,C11C010187,H008,CASAN,Florianópolis - Trindade,"PU - Prefeitura Universitária (Hid., Elé., Vidra.) e Redondo",1.0,0.0,0.0,0.0,1.0,2459.0,2685.0,226.0,LIDO,Sem ocorrência,3971.25,3971.25,-750.58,0.0,0.0,7191.92,8,2024-08-20
H009 2024 Agosto,Medidor faturado pela UFSC,2024.0,Agosto,2297140.0,Trindade,Y11C052787,H009,CASAN,Florianópolis - Trindade,PU - Prefeitura Universitária (Edificação antiga da PU),1.0,0.0,0.0,0.0,1.0,26.0,26.0,0.0,LIDO,HIDRÔMETRO PARADO.,43.31,43.31,-8.19,0.0,0.0,78.43,8,2024-08-20
H010 2024 Agosto,Medidor faturado pela UFSC,2024.0,Agosto,2297132.0,Trindade,C11C010472,H010,CASAN,Florianópolis - Trindade,"PU - Prefeitura Universitária (DPAE, DFO, DMPI)",1.0,0.0,0.0,0.0,1.0,2658.0,2682.0,24.0,MÉDIO,Média,357.47,357.47,-67.57,0.0,0.0,647.37,8,2024-08-20
H011 2024 Agosto,Medidor faturado pela UFSC,2024.0,Agosto,8149615.0,Trindade,C11C005249,H011,CASAN,Florianópolis - Trindade,"CCB - Blocos A, B, C e D - 1 - Córrego Grande",1.0,0.0,0.0,0.0,1.0,46124.0,46168.0,44.0,LIDO/REVISÃO,CONFIRMACAO LEITURA,715.27,715.27,-135.2,0.0,0.0,1295.34,8,2024-08-20
H014 2024 Agosto,Medidor não faturado pela UFSC,2024.0,Agosto,17859999.0,Trindade,J15AA00002,H014,CASAN,Florianópolis  HU,Hospital Universitário - EBSERH,51.0,0.0,9.0,1.0,61.0,211287.0,217389.0,6102.0,MÉDIO,CONSTRUIR ABRIGO,106859.85,106859.85,-20196.52,0.0,0.0,193523.18,8,2024-08-20
H015 2024 Agosto,Medidor faturado pela UFSC,2024.0,Agosto,2296918.0,Trindade,B10C013878,H015,CASAN,Florianópolis - Trindade,Moradia Estudantil - Casa,1.0,0.0,0.0,0.0,1.0,212.0,212.0,0.0,MÉDIO,VIDRO DO HIDROMETRO SUADO,43.31,43.31,-8.19,0.0,0.0,78.43,8,2024-08-20
H017 2024 Agosto,Medidor faturado pela UFSC,2024.0,Agosto,2296950.0,Trindade,C11C001906,H017,CASAN,Florianópolis - Trindade,CCS - Centro de Ciências da Saúde,1.0,0.0,1.0,0.0,2.0,8356.0,8786.0,430.0,MÉDIO,Média,8311.22,8311.22,-1570.82,0.0,0.0,15051.62,8,2024-08-20
H018 2024 Agosto,Medidor faturado pela UFSC,2024.0,Agosto,2296640.0,Trindade,A13C043935,H018,CASAN,Florianópolis - Trindade,SSI - Secretaria de Assuntos Institucionais,1.0,0.0,0.0,0.0,1.0,259.0,301.0,42.0,LIDO,Alto Consumo,679.49,679.49,-128.42,0.0,0.0,1230.56,8,2024-08-20
H019 2024 Agosto,Medidor faturado pela UFSC,2024.0,Agosto,9097821.0,Trindade,C11C005250,H019,CASAN,Florianópolis - Trindade,CSE 2 - CSE 9 e 10 (Bl F e G),1.0,0.0,1.0,1.0,3.0,12979.0,13076.0,97.0,MÉDIO,VIDRO DO HIDROMETRO SUADO,1519.65,1519.65,-287.22,0.0,0.0,2752.08,8,2024-08-20
H020 2024 Agosto,Medidor faturado pela UFSC,2024.0,Agosto,2296829.0,Trindade,C11C009540,H020,CASAN,Florianópolis - Trindade,"CSE 1 - CSE 1 ao 4 (Bl A, B, C e D) e CCJ 1 e 2 (Bl E e F)",1.0,0.0,0.0,0.0,1.0,2317.0,2347.0,30.0,MÉDIO,VIDRO DO HIDROMETRO SUADO,464.81,464.81,-87.85,-841.77,0.0,0.0,8,2024-08-20
H021 2024 Agosto,Medidor faturado pela UFSC,2024.0,Agosto,2296632.0,Trindade,B10C001813,H021,CASAN,Florianópolis - Trindade,Igrejinha UFSC (DAC 01 a 03 e DEX01),2.0,0.0,0.0,0.0,2.0,661.0,734.0,73.0,MÉDIO,VIDRO DO HIDROMETRO SUADO,1162.19,1162.19,-219.65,0.0,0.0,2104.73,8,2024-08-20
H023 2024 Agosto,Medidor faturado pela UFSC,2024.0,Agosto,2296934.0,Trindade,B10C010114,H023,CASAN,Florianópolis - Trindade,Associação Volantes 1,1.0,0.0,1.0,0.0,2.0,16766.0,16840.0,74.0,MÉDIO,Média,1180.08,1180.08,-223.03,0.0,0.0,2137.13,8,2024-08-20
H024 2024 Agosto,Medidor faturado pela UFSC,2024.0,Agosto,2296926.0,Trindade,A96C161864,H024,CASAN,Florianópolis - Trindade,Associação Volantes 2,1.0,0.0,2.0,0.0,3.0,25.0,25.0,0.0,MÉDIO,Média,129.93,129.93,-24.56,0.0,0.0,235.3,8,2024-08-20
H025 2024 Agosto,Medidor faturado pela UFSC,2024.0,Agosto,2296900.0,Trindade,C11C001273,H025,CASAN,Florianópolis - Trindade,CFM  Bloco A,1.0,0.0,0.0,0.0,1.0,24956.0,25577.0,621.0,MÉDIO,VIDRO DO HIDROMETRO SUADO,11037.8,11037.8,-2086.15,0.0,0.0,19989.45,8,2024-08-20
H026 2024 Agosto,Medidor faturado pela UFSC,2024.0,Agosto,9912770.0,Trindade,A10C023447,H026,CASAN,Florianópolis - Trindade,CFM  Bloco B,1.0,0.0,0.0,0.0,1.0,3262.0,3296.0,34.0,MÉDIO,VIDRO DO HIDROMETRO SUADO,536.37,536.37,-101.37,0.0,0.0,971.37,8,2024-08-20
H027 2024 Agosto,Medidor faturado pela UFSC,2024.0,Agosto,16701186.0,Trindade,C11C009484,H027,CASAN,Florianópolis - Trindade,Colégio de Aplicação,1.0,0.0,0.0,0.0,1.0,67934.0,68130.0,196.0,LIDO/REVISÃO,CONFIRMACAO LEITURA,3434.55,3434.55,-649.13,0.0,0.0,6219.97,8,2024-08-20
H028 2024 Agosto,Medidor faturado pela UFSC,2024.0,Agosto,6205615.0,Trindade,B10C017964,H028,CASAN,Florianópolis - Trindade,Nativas do Horto Botânico,1.0,0.0,0.0,0.0,1.0,2005.0,2039.0,34.0,MÉDIO,Média,536.37,536.37,-101.37,0.0,0.0,971.37,8,2024-08-20
H029 2024 Agosto,Medidor faturado pela UFSC,2024.0,Agosto,7297220.0,Trindade,A08X051927,H029,CASAN,Florianópolis - Trindade,Moradia Estudantil - Portaria,1.0,0.0,0.0,0.0,1.0,304.0,309.0,5.0,LIDO,Sem ocorrência,75.16,75.16,-14.21,0.0,0.0,136.11,8,2024-08-20
H030 2024 Agosto,Medidor faturado pela UFSC,2024.0,Agosto,2296276.0,Trindade,E11C000101,H030,CASAN,Florianópolis - Trindade,Moradia Estudantil,0.0,30.0,0.0,0.0,30.0,4426.0,6394.0,1968.0,LIDO/REVISÃO,Alto Consumo,32136.48,32136.48,-6073.79,0.0,0.0,58199.17,8,2024-08-20
H032 2024 Agosto,Medidor faturado pela UFSC,2024.0,Agosto,2296659.0,Trindade,C11C001576,H032,CASAN,Florianópolis - Trindade,Biblioteca Central,1.0,0.0,0.0,0.0,1.0,1489.0,1766.0,277.0,LIDO,Alto Consumo,4883.64,4883.64,-923.01,0.0,0.0,8844.27,8,2024-08-20
H033 2024 Agosto,Medidor faturado pela UFSC,2024.0,Agosto,2296667.0,Trindade,B10C014063,H033,CASAN,Florianópolis - Trindade,"CTC - Salas de Aula, Eng. Elétrica, Produção - CTC 1 ao 5, ",1.0,0.0,1.0,0.0,2.0,4604.0,4704.0,100.0,LIDO,Sem ocorrência,1645.22,1645.22,-310.94,0.0,0.0,2979.5,8,2024-08-20
H034 2024 Agosto,Medidor faturado pela UFSC,2024.0,Agosto,8416621.0,Trindade,B10C014069,H034,CASAN,Florianópolis - Trindade,CTC - Eng. Sanitária e Amb. - CTC 12 e 37,1.0,0.0,0.0,0.0,1.0,5798.0,5883.0,85.0,LIDO/REVISÃO,CONFIRMACAO LEITURA,1448.76,1448.76,-273.82,0.0,0.0,2623.7,8,2024-08-20
H035 2024 Agosto,Medidor faturado pela UFSC,2024.0,Agosto,2296845.0,Trindade,B10C022164,H035,CASAN,Florianópolis - Trindade,CTC - Eng. Elétrica INEP - CTC 06,1.0,0.0,0.0,0.0,1.0,603.0,621.0,18.0,LIDO,Sem ocorrência,250.13,250.13,-47.27,0.0,0.0,452.99,8,2024-08-20
H037 2024 Agosto,Medidor faturado pela UFSC,2024.0,Agosto,6435548.0,Trindade,Y13F347112,H037,CASAN,Florianópolis - Trindade,"CTC - Eng. Mecânica - CTC 9, 10 e 37",1.0,0.0,0.0,0.0,1.0,3811.0,3972.0,161.0,LIDO,Sem ocorrência,2808.4,2808.4,-530.79,0.0,0.0,5086.01,8,2024-08-20
H038 2024 Agosto,Medidor faturado pela UFSC,2024.0,Agosto,2296683.0,Trindade,B10C014806,H038,CASAN,Florianópolis - Trindade,CTC - Eng. Mecânica CTC 11 Bloco B (Pavilhão) e CTC 31 INE,1.0,0.0,0.0,0.0,1.0,9751.0,9951.0,200.0,LIDO,Sem ocorrência,3506.11,3506.11,-662.66,0.0,0.0,6349.56,8,2024-08-20
H040 2024 Agosto,Medidor faturado pela UFSC,2024.0,Agosto,2296691.0,Trindade,C11C000642,H040,CASAN,Florianópolis - Trindade,Reitoria I,1.0,0.0,0.0,1.0,2.0,49157.0,49255.0,98.0,LIDO,Sem ocorrência,1609.44,1609.44,-304.19,0.0,0.0,2914.69,8,2024-08-20
H041 2024 Agosto,Medidor faturado pela UFSC,2024.0,Agosto,2296810.0,Trindade,C11C010608,H041,CASAN,Florianópolis - Trindade,CCE 1  Básico,1.0,0.0,1.0,0.0,2.0,4746.0,4810.0,64.0,LIDO/REVISÃO,CONFIRMACAO LEITURA,1001.18,1001.18,-189.22,0.0,0.0,1813.14,8,2024-08-20
H042 2024 Agosto,Medidor faturado pela UFSC,2024.0,Agosto,2296802.0,Trindade,C11C001909,H042,CASAN,Florianópolis - Trindade,CCE 2  R. Eng. Andrey C. Ferreira,1.0,0.0,0.0,0.0,1.0,1787.0,2876.0,1089.0,LIDO/REVISÃO,Alto Consumo,19410.32,19410.32,-3668.55,0.0,0.0,35152.09,8,2024-08-20
H043 2024 Agosto,Medidor faturado pela UFSC,2024.0,Agosto,6816860.0,Trindade,A94S171408,H043,CASAN,Florianópolis - Trindade,Casa de Veg.  Depto. de Microbiologia,1.0,0.0,0.0,0.0,1.0,99.0,105.0,6.0,LIDO,Alto Consumo,81.53,81.53,-15.41,0.0,0.0,147.65,8,2024-08-20
H044 2024 Agosto,Medidor faturado pela UFSC,2024.0,Agosto,2296896.0,Trindade,C11C001908,H044,CASAN,Florianópolis - Trindade,CFM Oceanografia e entorno,1.0,0.0,0.0,0.0,1.0,972.0,1010.0,38.0,LIDO,Sem ocorrência,607.93,607.93,-114.9,0.0,0.0,1100.96,8,2024-08-20
H045 2024 Agosto,Medidor faturado pela UFSC,2024.0,Agosto,2296772.0,Trindade,,H045,CASAN,Florianópolis - Trindade,"Museologia e MArquE (MU01, MU10 e CFH09)",1.0,0.0,0.0,0.0,1.0,5114.0,5347.0,233.0,LIDO,Sem ocorrência,4096.48,4096.48,-774.23,0.0,0.0,7418.73,8,2024-08-20
