CODIGO,CATEGORIA,ANO,MES,MATRICULA,CAMPUS,N_HIDROMETRO,COD_HIDROMETRO,CONCESSIONARIA,CIDADE,LOCAL,ECON_PUB,ECON_RES,ECON_COM,ECON_IND,ECON_TOTAL,LEIT_ANT,LEIT_ATUAL,VOLUME_CONSUMIDO,VOLUME_FATURADO,OCORRENCIA,ANORMALIDADE,VALOR_AGUA,VALOR_ESGOTO,DESCONTOS,OUTROS,MULTAS_JUROS,VALOR_TOTAL,VERIFICACAO,DIFERENCA
H001 2015 Março,1,2015,Março,2297094,,A00S096899,H001,CASAN,Florianópolis,Almoxarifado,1.0,,,,1,2809,2839,30,30,,,204.38,,-19.45,,1.43,186.36,186.36,0
H002 2015 Março,2,2015,Março,2297116,,A04S381708,H002,CASAN,Florianópolis,Patrimônio e oficinas,2.0,,,,2,2927,2948,21,21,,,102.49,,-9.85,,1.71,94.35,94.35,0
H003 2015 Março,3,2015,Março,2297124,,,H003,CASAN,Florianópolis,Biotério Central,1.0,,,,1,6626,6947,321,321,,,2489.57,,-240.81,,58.74,2307.5,2307.5,0
H004 2015 Março,4,2015,Março,2297086,2015-03-25,A10C021011,H004,CASAN,Florianópolis,Almoxarifado Central,1.0,,,,1,1475,1654,179,179,Informado,,1374.46,,-131.42,,16.07,1259.11,1259.11,0
H005 2015 Março,5,2015,Março,2297078,,B10C010667,H005,CASAN,Florianópolis,Engenharia Química,1.0,,,,1,3219,3367,148,148,,,1131.02,,-107.94,,11.24,1034.32,1034.32,0
H006 2015 Março,6,2015,Março,9185569,,A11C032611,H006,CASAN,Florianópolis,Eng. Civil Bloco T,1.0,,,,1,1910,1960,50,50,,,361.44,,-34.3,,1.57,328.71,328.71,0
H007 2015 Março,7,2015,Março,9185550,,A11C047521,H007,CASAN,Florianópolis,Eng. Civil Bloco V,1.0,,,,1,1868,1886,18,18,,,110.14,,-10.49,,0.86,100.51,100.51,0
H008 2015 Março,8,2015,Março,2297159,,B10C010670,H008,CASAN,Florianópolis,Prefeitura e Restaurante,1.0,,,,1,8361,9011,650,650,,,5073.18,,-483.55,,43.66,4633.29,4633.29,0
H009 2015 Março,9,2015,Março,2297140,,,H009,CASAN,Florianópolis,Prefeitura Universitária,1.0,,,,1,1169,1209,40,40,,,282.91,,-26.96,,2.42,258.37,258.37,0
H010 2015 Março,10,2015,Março,2297132,2015-03-25,C11C010472,H010,CASAN,Florianópolis,ETUSC,1.0,,,,1,1831,21,-1810,10,Informado,,47.32,,-4.97,,5.27,47.62,47.62,0
H011 2015 Março,11,2015,Março,8149615,,B10C010661,H011,CASAN,Florianópolis,CCB MIP 1,1.0,,,,1,13465,14538,1073,1073,,,8394.95,,-811.16,,188.72,7772.51,7772.51,0
H014 2015 Março,12,2015,Março,2296969,,,H014,CASAN,Florianópolis,Hospital Universitário,51.0,,6.0,1.0,58,129476,142078,12602,12602,,,99185.03,99185.03,-19083.72,,3574.08,182860.42,182860.42,0
H015 2015 Março,13,2015,Março,2296918,2015-03-25,B10C013878,H015,CASAN,Florianópolis,Moradia Estudantil Pequena,,1.0,,,1,6564,7158,594,594,Informado,,5700.13,5700.13,-1093.56,,171.75,10478.45,10478.45,0
H017 2015 Março,14,2015,Março,2296950,2015-03-19,C11C000344,H017,CASAN,Florianópolis,Centro de Ciências da Saúde,1.0,,,,1,12788,13746,958,958,Lido,,7491.87,7491.87,-1432.46,,174.65,13725.93,13725.93,0
H018 2015 Março,15,2015,Março,2296640,2015-03-19,A13C043935,H018,CASAN,Florianópolis,DAE,1.0,,,,1,48,60,12,12,Lido,,63.03,63.03,-12.59,,7.12,120.59,120.59,0
H019 2015 Março,16,2015,Março,9097821,2015-03-25,B10C012857,H019,CASAN,Florianópolis,Centro Acadêmico Socioeconômico,1.0,,1.0,,2,6372,6548,176,176,Informado,,1396.67,1396.67,-281.59,,186.42,2698.17,2698.17,0
H020 2015 Março,17,2015,Março,2296829,2015-03-19,C11C004462,H020,CASAN,Florianópolis,Centro Socioeconômico,1.0,,,,1,12280,12814,534,534,Lido,,4162.24,4162.24,-797.46,,114.35,7641.37,7641.37,0
H021 2015 Março,18,2015,Março,2296632,2015-03-25,B10C001813,H021,CASAN,Florianópolis,Igrejinha UFSC,2.0,,,,2,976,964,-12,20,Informado,,94.64,94.64,-18.21,,3.43,174.5,174.5,0
H023 2015 Março,19,2015,Março,2296934,2015-03-19,B10C013880,H023,CASAN,Florianópolis,Associação Volantes 1,2.0,,1.0,,3,5539,5778,239,239,Lido,,1843.31,1843.31,-352.55,,43.91,3377.98,3377.98,0
H024 2015 Março,20,2015,Março,2296926,2015-03-19,A96C161864,H024,CASAN,Florianópolis,Associação Volantes 2,1.0,,1.0,,2,174,175,1,20,Mínimo,,94.64,94.64,-18.21,,3.43,174.5,174.5,0
