CODIGO,CATEGORIA,ANO,MES,MATRICULA,CAMPUS,N_HIDROMETRO,COD_HIDROMETRO,CONCESSIONARIA,CIDADE,LOCAL,ECON_PUB,ECON_RES,ECON_COM,ECON_IND,ECON_TOTAL,LEIT_ANT,LEIT_ATUAL,VOLUME_CONSUMIDO,VOLUME_FATURADO,OCORRENCIA,ANORMALIDADE,VALOR_AGUA,VALOR_ESGOTO,DESCONTOS,OUTROS,MULTAS_JUROS,VALOR_TOTAL,VERIFICACAO,DIFERENCA
H001 2017 Maio,Medidor faturado pela UFSC,2017,Maio,2297094,2017-05-18,A16S366817,H001,CASAN,Florianópolis,Almoxarifado,1.0,,,,1,151.0,197.0,46,46.0,Lido,,409.37,,-38.68,,,370.69,370.69,0
H002 2017 Maio,Medidor faturado pela UFSC,2017,Maio,2297116,2017-05-18,A04S381708,H002,CASAN,Florianópolis,Patrimônio e oficinas,2.0,,,,2,3947.0,4141.0,194,194.0,Informado,,1812.3,,-171.26,,,1641.04,1641.04,0
H003 2017 Maio,Medidor faturado pela UFSC,2017,Maio,2297124,2017-05-18,C11C010369,H003,CASAN,Florianópolis,Biotério Central,1.0,,,,1,7314.0,7656.0,342,342.0,Lido,,3292.65,,-311.16,,,2981.49,2981.49,0
H004 2017 Maio,Medidor faturado pela UFSC,2017,Maio,2297086,2017-05-18,Y11C059545,H004,CASAN,Florianópolis,Almoxarifado Central,1.0,,,,1,2080.0,2131.0,51,51.0,Lido,,458.07,,-43.29,,,414.78,414.78,0
H005 2017 Maio,Medidor faturado pela UFSC,2017,Maio,2297078,2017-05-18,B10C010667,H005,CASAN,Florianópolis,Engenharia Química,1.0,,,,1,8565.0,8930.0,365,365.0,Lido,,3516.68,,-332.33,,,3184.35,3184.35,0
H006 2017 Maio,Medidor faturado pela UFSC,2017,Maio,9185569,2017-05-18,A11C032611,H006,CASAN,Florianópolis,Eng. Civil Bloco T,1.0,,,,1,2861.0,2861.0,0,10.0,Informado,,58.7,,-5.55,,,53.15,53.15,0
H007 2017 Maio,Medidor faturado pela UFSC,2017,Maio,9185550,2017-05-18,A11C047521,H007,CASAN,Florianópolis,Eng. Civil Bloco V,1.0,,,,1,3756.0,3817.0,61,61.0,Lido,,555.48,,-52.48,,,503.0,503.0,0
H008 2017 Maio,Medidor faturado pela UFSC,2017,Maio,2297159,2017-05-18,C11C010187,H008,CASAN,Florianópolis,Prefeitura e Restaurante,1.0,,,,1,7524.0,8004.0,480,480.0,Lido,,4636.88,,-438.19,,,4198.69,4198.69,0
H009 2017 Maio,Medidor faturado pela UFSC,2017,Maio,2297140,2017-05-18,Y11C052787,H009,CASAN,Florianópolis,Prefeitura Universitária,1.0,,,,1,2112.0,2161.0,49,49.0,Lido,,438.59,,-41.45,,,397.14,397.14,0
H010 2017 Maio,Medidor faturado pela UFSC,2017,Maio,2297132,2017-05-18,C11C010472,H010,CASAN,Florianópolis,ETUSC,1.0,,,,1,264.0,340.0,76,76.0,Informado,,701.59,,-66.31,,,635.28,635.28,0
