CODIGO,CATEGORIA,ANO,MES,MATRICULA,CAMPUS,N_HIDROMETRO,COD_HIDROMETRO,CONCESSIONARIA,CIDADE,LOCAL,ECON_PUB,ECON_RES,ECON_COM,ECON_IND,ECON_TOTAL,LEIT_ANT,LEIT_ATUAL,VOLUME_FATURADO,OCORRENCIA,ANORMALIDADE,VALOR_AGUA,VALOR_ESGOTO,DESCONTOS,OUTROS,MULTAS_JUROS,VALOR_TOTAL,MES_N,Dtime
H001 2021 Outubro,Medidor faturado pela UFSC,2021.0,Outubro,2297094.0,Trindade,A16S366817,H001,CASAN,Florianópolis - Trindade,Almoxarifado e Transportes (PU 11 e 06),1.0,0.0,0.0,0.0,1.0,148.0,153.0,5.0,LIDO,OK,52.49,0.0,-4.95,0.0,0.0,47.54,10,2021-10-20
H002 2021 Outubro,Medidor faturado pela UFSC,2021.0,Outubro,2297116.0,Trindade,A04S381708,H002,CASAN,Florianópolis - Trindade,"Patrimônio e Digitalização (DAG08 e 06), LAMAQ (CCB20)",1.0,0.0,1.0,0.0,2.0,653.0,699.0,46.0,LIDO,OK,474.22,0.0,-44.81,0.0,0.0,429.41,10,2021-10-20
H003 2021 Outubro,Medidor faturado pela UFSC,2021.0,Outubro,2297124.0,Trindade,C11C010369,H003,CASAN,Florianópolis - Trindade,Biotério Central (BIC 01 a 10),1.0,0.0,0.0,0.0,1.0,24057.0,24201.0,144.0,LIDO,OK,1748.4,0.0,-165.21,0.0,0.0,1583.19,10,2021-10-20
H004 2021 Outubro,Medidor faturado pela UFSC,2021.0,Outubro,2297086.0,Trindade,B17C002619,H004,CASAN,Florianópolis - Trindade,"PU - Carpintaria e Serralheria (DAG01, 02 e 03)",1.0,0.0,0.0,0.0,1.0,105.0,131.0,26.0,LIDO/REVISÃO,CONFIRMAÇÃO DE LEITURA,274.58,0.0,-25.95,0.0,0.0,248.63,10,2021-10-20
H005 2021 Outubro,Medidor faturado pela UFSC,2021.0,Outubro,2297078.0,Trindade,B10C010667,H005,CASAN,Florianópolis - Trindade,"Engenharia Química - (CTC 19, 20, 21, 24 e 46)",1.0,0.0,0.0,0.0,1.0,647.0,747.0,100.0,LIDO,ALTO CONSUMO,1198.84,0.0,-113.29,0.0,0.0,1085.55,10,2021-10-20
H006 2021 Outubro,Medidor faturado pela UFSC,2021.0,Outubro,9185569.0,Trindade,A11C032611,H006,CASAN,Florianópolis - Trindade,Eng. Civil Bloco D,1.0,0.0,0.0,0.0,1.0,11.0,11.0,0.0,LIDO,HIDRÔMETRO PARADO,30.24,0.0,-2.86,0.0,0.0,27.38,10,2021-10-20
H007 2021 Outubro,Medidor faturado pela UFSC,2021.0,Outubro,9185550.0,Trindade,A11C047521,H007,CASAN,Florianópolis - Trindade,"Eng. Civil Bloco A, B e C",1.0,0.0,0.0,0.0,1.0,3808.0,3848.0,40.0,LIDO/REVISÃO,CONFIRMAÇÃO DE LEITURA,449.44,0.0,-42.46,0.0,0.0,406.98,10,2021-10-20
H008 2021 Outubro,Medidor faturado pela UFSC,2021.0,Outubro,2297159.0,Trindade,C11C010187,H008,CASAN,Florianópolis - Trindade,"PU - Prefeitura Universitária (Hid., Elé., Vidra.) e Redondo",1.0,0.0,0.0,0.0,1.0,37860.0,39183.0,1323.0,LIDO/REVISÃO,ALTO CONSUMO,16474.11,0.0,-1556.8,0.0,0.0,14917.31,10,2021-10-20
H009 2021 Outubro,Medidor faturado pela UFSC,2021.0,Outubro,2297140.0,Trindade,Y11C052787,H009,CASAN,Florianópolis - Trindade,PU - Prefeitura Universitária (Edificação antiga da PU),1.0,0.0,0.0,0.0,1.0,82.0,84.0,2.0,LIDO,OK,39.14,0.0,-3.69,0.0,0.0,35.45,10,2021-10-20
H010 2021 Outubro,Medidor faturado pela UFSC,2021.0,Outubro,2297132.0,Trindade,C11C010472,H010,CASAN,Florianópolis - Trindade,"PU - Prefeitura Universitária (DPAE, DFO, DMPI)",1.0,0.0,0.0,0.0,1.0,1727.0,1732.0,5.0,LIDO,OK,52.49,0.0,-4.95,0.0,0.0,47.54,10,2021-10-20
H011 2021 Outubro,Medidor faturado pela UFSC,2021.0,Outubro,8149615.0,Trindade,C11C005249,H011,CASAN,Florianópolis - Trindade,"CCB - Blocos A, B, C e D - 1 - Córrego Grande",1.0,0.0,0.0,0.0,1.0,37205.0,37259.0,54.0,LIDO,OK,624.3,0.0,-59.0,0.0,0.0,565.3,10,2021-10-20
