CODIGO,CATEGORIA,ANO,MES,MATRICULA,CAMPUS,N_HIDROMETRO,COD_HIDROMETRO,CONCESSIONARIA,CIDADE,LOCAL,ECON_PUB,ECON_RES,ECON_COM,ECON_IND,ECON_TOTAL,LEIT_ANT,LEIT_ATUAL,VOLUME_CONSUMIDO,VOLUME_FATURADO,OCORRENCIA,ANORMALIDADE,VALOR_AGUA,VALOR_ESGOTO,DESCONTOS,OUTROS,MULTAS_JUROS,VALOR_TOTAL,VERIFICACAO,DIFERENCA
H001 2018 Maio,Medidor faturado pela UFSC,2018,Maio,2297094.0,2018-05-17,A16S366817,H001,CASAN,Florianópolis,Almoxarifado,1.0,,,,1,608.0,647.0,39.0,39.0,Lido,,361.93,,-34.2,,,327.73,327.73,0
H002 2018 Maio,Medidor faturado pela UFSC,2018,Maio,2297116.0,2018-05-17,A04S381708,H002,CASAN,Florianópolis,Patrimônio e oficinas,2.0,,,,2,4681.0,4790.0,109.0,109.0,Lido,,1044.18,,-98.68,,,945.5,945.5,0
H003 2018 Maio,Medidor faturado pela UFSC,2018,Maio,2297124.0,2018-05-17,C11C010369,H003,CASAN,Florianópolis,Biotério Central,1.0,,,,1,11571.0,11904.0,333.0,333.0,Lido,,3399.83,,-321.28,,,3078.55,3078.55,0
H004 2018 Maio,Medidor faturado pela UFSC,2018,Maio,2297086.0,2018-05-17,B17C002619,H004,CASAN,Florianópolis,Almoxarifado Central,1.0,,,,1,174.0,259.0,85.0,85.0,Lido,,837.25,,-79.12,,,758.13,758.13,0
H005 2018 Maio,Medidor faturado pela UFSC,2018,Maio,2297078.0,2018-05-17,B10C010667,H005,CASAN,Florianópolis,Engenharia Química,1.0,,,,1,13854.0,14219.0,365.0,365.0,Lido,,3730.49,,-352.52,,,3377.97,3377.97,0
H006 2018 Maio,Medidor faturado pela UFSC,2018,Maio,9185569.0,2018-05-17,A11C032611,H006,CASAN,Florianópolis,Eng. Civil Bloco T,1.0,,,,1,2866.0,2866.0,0.0,10.0,Mínimo,,62.27,,-5.88,,,56.39,56.39,0
H007 2018 Maio,Medidor faturado pela UFSC,2018,Maio,9185550.0,2018-05-17,A11C047521,H007,CASAN,Florianópolis,Eng. Civil Bloco V,1.0,,,,1,4210.0,4211.0,1.0,10.0,Informado,,62.27,,-5.88,,,56.39,56.39,0
H008 2018 Maio,Medidor faturado pela UFSC,2018,Maio,2297159.0,2018-05-17,C11C010187,H008,CASAN,Florianópolis,Prefeitura e Restaurante,1.0,,,,1,13657.0,14353.0,696.0,696.0,Lido,,7150.71,,-675.74,,,6474.97,6474.97,0
H009 2018 Maio,Medidor faturado pela UFSC,2018,Maio,2297140.0,2018-05-17,Y11C052787,H009,CASAN,Florianópolis,Prefeitura Universitária,1.0,,,,1,2521.0,2526.0,5.0,10.0,Informado,,62.27,,-5.88,,,56.39,56.39,0
H010 2018 Maio,Medidor faturado pela UFSC,2018,Maio,2297132.0,2018-05-17,C11C010472,H010,CASAN,Florianópolis,ETUSC,1.0,,,,1,714.0,754.0,40.0,40.0,Lido,,372.26,,-35.18,,,337.08,337.08,0
H011 2018 Maio,Medidor faturado pela UFSC,2018,Maio,8149615.0,2018-05-17,C11C005249,H011,CASAN,Florianópolis,CCB MIP 1,1.0,,,,1,21582.0,22540.0,958.0,958.0,Lido,,9857.95,,-931.58,,,8926.37,8926.37,0
H014 2018 Maio,Medidor faturado pela UFSC,2018,Maio,2296969.0,2018-05-24,J15AA00002,H014,CASAN,Florianópolis,Hospital Universitário,51.0,,6.0,1.0,58,403541.0,415242.0,11701.0,11701.0,Lido,,120951.48,120951.48,-22930.989999999998,17022.399999999998,,235994.37,235994.37,0
H015 2018 Maio,Medidor faturado pela UFSC,2018,Maio,2296918.0,2018-05-18,B10C013878,H015,CASAN,Florianópolis,Moradia Estudantil Pequena,1.0,,,,1,1519.0,1592.0,73.0,73.0,Lido,,713.25,713.25,-134.81,,,1291.69,1291.69,0
H017 2018 Maio,Medidor faturado pela UFSC,2018,Maio,2296950.0,2018-05-17,C11C001906,H017,CASAN,Florianópolis,Centro de Ciências da Saúde,1.0,,,,1,26225.0,26853.0,628.0,628.0,Informado,,6448.06,6448.06,-1218.67,,,11677.45,11677.45,0
H018 2018 Maio,Medidor faturado pela UFSC,2018,Maio,2296640.0,2018-05-18,A13C043935,H018,CASAN,Florianópolis,DAE,1.0,,,,1,1932.0,1990.0,58.0,58.0,Lido,,558.25,558.25,-105.52,,,1010.98,1010.98,0
H019 2018 Maio,Medidor faturado pela UFSC,2018,Maio,9097821.0,2018-05-18,C11C005250,H019,CASAN,Florianópolis,Centro Acadêmico Socioeconômico,1.0,,1.0,,2,3087.0,3219.0,132.0,132.0,Lido,,1324.48,1324.48,-250.33,,,2398.63,2398.63,0
H020 2018 Maio,Medidor faturado pela UFSC,2018,Maio,2296829.0,2018-05-18,C11C009540,H020,CASAN,Florianópolis,Centro Socioeconômico,1.0,,,,1,22668.0,23307.0,639.0,639.0,Lido,,6561.73,6561.73,-1240.16,,,11883.3,11883.3,0
H021 2018 Maio,Medidor faturado pela UFSC,2018,Maio,2296632.0,2018-05-18,B10C001813,H021,CASAN,Florianópolis,Igrejinha UFSC,2.0,,,,2,2711.0,2761.0,50.0,50.0,Médio,,434.53,434.53,-82.12,,,786.94,786.9399999999999,0
H023 2018 Maio,Medidor faturado pela UFSC,2018,Maio,2296934.0,2018-05-18,B10C010114,H023,CASAN,Florianópolis,Associação Volantes 1,1.0,,,,1,5215.0,5515.0,300.0,300.0,Lido,,3058.84,3058.84,-578.12,,,5539.56,5539.56,0
H024 2018 Maio,Medidor faturado pela UFSC,2018,Maio,2296926.0,2018-05-18,A96C161864,H024,CASAN,Florianópolis,Associação Volantes 2,1.0,,1.0,,2,277.0,297.0,20.0,20.0,Médio,,124.54,124.54,-23.54,,,225.54,225.54000000000002,0
H025 2018 Maio,Medidor faturado pela UFSC,2018,Maio,2296900.0,2018-05-18,C11C001273,H025,CASAN,Florianópolis,CFM Bloco A,1.0,,,,1,12520.0,13603.0,1083.0,1083.0,Informado,,11149.58,11149.58,-2107.26,,,20191.9,20191.9,0
H026 2018 Maio,Medidor faturado pela UFSC,2018,Maio,9912770.0,2018-05-18,A10C023447,H026,CASAN,Florianópolis,CFM Bloco B,1.0,,,,1,2454.0,2508.0,54.0,54.0,Lido,,516.92,516.92,-97.7,,,936.14,936.1399999999999,0
H027 2018 Maio,Medidor faturado pela UFSC,2018,Maio,2296888.0,2018-05-18,C11C009484,H027,CASAN,Florianópolis,Colégio Aplicação,1.0,,,,1,29019.0,30204.0,1185.0,1185.0,Informado,,12203.55,12203.55,-2306.47,,,22100.63,22100.629999999997,0
H028 2018 Maio,Medidor faturado pela UFSC,2018,Maio,6205615.0,2018-05-18,B10C017964,H028,CASAN,Florianópolis,Nativas do Horto Botânico,1.0,,,,1,111.0,121.0,10.0,10.0,Informado,,62.27,62.27,-11.78,,,112.76,112.76,0
H029 2018 Maio,Medidor faturado pela UFSC,2018,Maio,7297220.0,2018-05-11,A08X051927,H029,CASAN,Florianópolis,Moradia Estudantil - Portaria,1.0,,,,1,1981.0,1985.0,4.0,10.0,Mínimo,,62.27,62.27,-11.78,,,112.76,112.76,0
H030 2018 Maio,Medidor faturado pela UFSC,2018,Maio,2296276.0,2018-05-11,E11C000101,H030,CASAN,Florianópolis,Moradia Estudantil,,30.0,,,30,29626.0,30619.0,993.0,993.0,Lido,,7380.65,7380.65,-1394.94,,,13366.36,13366.359999999999,0
H032 2018 Maio,Medidor faturado pela UFSC,2018,Maio,2296659.0,2018-05-18,C11C001576,H032,CASAN,Florianópolis,Biblioteca Central,1.0,,,,1,6142.0,6649.0,507.0,507.0,Lido,,5197.77,5197.77,-982.39,,,9413.15,9413.150000000001,0
H033 2018 Maio,Medidor faturado pela UFSC,2018,Maio,2296667.0,2018-05-18,B10C014063,H033,CASAN,Florianópolis,CTC 1 - R. Delfino Conti,1.0,,1.0,,2,5796.0,6002.0,206.0,206.0,Lido,,2187.73,2187.73,-413.47,,,3961.99,3961.99,0
H034 2018 Maio,Medidor faturado pela UFSC,2018,Maio,8416621.0,2018-05-18,B10C014069,H034,CASAN,Florianópolis,CTC Bloco L - R. Delfino Conti,1.0,,,,1,5988.0,6232.0,244.0,244.0,Lido,,2480.19,2480.19,-468.75,,,4491.63,4491.63,0
H035 2018 Maio,Medidor faturado pela UFSC,2018,Maio,2296845.0,2018-05-18,B10C022164,H035,CASAN,Florianópolis,CTC 2 - INEP,1.0,,,,1,1221.0,1396.0,175.0,175.0,Informado,,1767.22,1767.22,-333.99,,,3200.45,3200.45,0
H037 2018 Maio,Medidor faturado pela UFSC,2018,Maio,6435548.0,2018-05-18,Y13F347112,H037,CASAN,Florianópolis,CTC Bloco A - POLO,1.0,,,1.0,2,6011.0,6115.0,104.0,104.0,Lido,,992.52,992.52,-187.58,,,1797.46,1797.46,0
H038 2018 Maio,Medidor faturado pela UFSC,2018,Maio,2296683.0,2018-05-18,B10C014806,H038,CASAN,Florianópolis,Pavilhão Eng. Mecânica,1.0,,,,1,7948.0,8290.0,342.0,342.0,Lido,,3492.83,3492.83,-660.15,,,6325.51,6325.51,0
H040 2018 Maio,Medidor faturado pela UFSC,2018,Maio,2296691.0,2018-05-18,C11C000642,H040,CASAN,Florianópolis,Reitoria I,1.0,,,,1,22438.0,23050.0,612.0,612.0,Lido,,6282.74,6282.74,-1187.43,,,11378.05,11378.05,0
H041 2018 Maio,Medidor faturado pela UFSC,2018,Maio,2296810.0,2018-05-18,C11C010608,H041,CASAN,Florianópolis,CCE 1 - Básico,1.0,,1.0,,2,10984.0,11116.0,132.0,132.0,Informado,,1324.48,1324.48,-250.33,,,2398.63,2398.63,0
H042 2018 Maio,Medidor faturado pela UFSC,2018,Maio,2296802.0,2018-05-18,C11C001909,H042,CASAN,Florianópolis,CCE 2 - R. Eng. Andrey C. Ferreira,1.0,,,,1,7645.0,7789.0,144.0,144.0,Informado,,1446.89,1446.89,-273.46,,,2620.32,2620.32,0
H043 2018 Maio,Medidor faturado pela UFSC,2018,Maio,6816860.0,2018-05-18,A94S171408,H043,CASAN,Florianópolis,Casa de Veg. - Depto. Microbiologia,1.0,,,,1,813.0,821.0,8.0,10.0,Mínimo,,62.27,62.27,-11.78,,,112.76,112.76,0
H044 2018 Maio,Medidor faturado pela UFSC,2018,Maio,2296896.0,2018-05-18,C11C001908,H044,CASAN,Florianópolis,CCB Carvoeira 1 - Lab. de ensino e pesquisa,1.0,,,,1,8742.0,8904.0,162.0,162.0,Informado,,1632.89,1632.89,-308.62,,,2957.16,2957.1600000000003,0
H045 2018 Maio,Medidor faturado pela UFSC,2018,Maio,2296772.0,2018-05-18,B11C039161,H045,CASAN,Florianópolis,Museu de Antropologia,1.0,,,,1,974.0,991.0,17.0,17.0,Lido,,134.6,134.6,-25.44,,,243.76,243.76,0
H046 2018 Maio,Medidor faturado pela UFSC,2018,Maio,2296780.0,2018-05-18,B10C017966,H046,CASAN,Florianópolis,Horto Botânico,1.0,,,,1,2593.0,2692.0,99.0,99.0,Lido,,981.91,981.91,-185.57,,,1778.25,1778.25,0
