CODIGO,CATEGORIA,ANO,MES,MATRICULA,CAMPUS,N_HIDROMETRO,COD_HIDROMETRO,CONCESSIONARIA,CIDADE,LOCAL,ECON_PUB,ECON_RES,ECON_COM,ECON_IND,ECON_TOTAL,LEIT_ANT,LEIT_ATUAL,VOLUME_FATURADO,OCORRENCIA,ANORMALIDADE,VALOR_AGUA,VALOR_ESGOTO,DESCONTOS,OUTROS,MULTAS_JUROS,VALOR_TOTAL,MES_N,Dtime
H001 2024 Março,Medidor faturado pela UFSC,2024.0,Março,2297094.0,Florianópolis - Trindade,A16S366817,H001,CASAN,Florianópolis - Trindade,Almoxarifado e Transportes (PU 11 e 06),1.0,0.0,0.0,0.0,1.0,1173.0,1192.0,19.0,LIDO,OK,230.9,230.9,-43.639999999999986,0.0,0.0,418.16,3,2024-03-20
H002 2024 Março,Medidor faturado pela UFSC,2024.0,Março,2297116.0,Florianópolis - Trindade,A04S381708,H002,CASAN,Florianópolis - Trindade,"Patrimônio e Digitalização (DAG08 e 06), LAMAQ (CCB20)",1.0,0.0,1.0,0.0,2.0,2708.0,2764.0,56.0,LIDO,OK,739.18,739.18,-139.69999999999982,0.0,0.0,1338.66,3,2024-03-20
H003 2024 Março,Medidor faturado pela UFSC,2024.0,Março,2297124.0,Florianópolis - Trindade,C11C010369,H003,CASAN,Florianópolis - Trindade,Biotério Central (BIC 01 a 10),1.0,0.0,0.0,0.0,1.0,8280.0,8784.0,504.0,LIDO,OK,7704.75,7704.75,-1456.2099999999991,0.0,0.0,13953.29,3,2024-03-20
H004 2024 Março,Medidor faturado pela UFSC,2024.0,Março,2297086.0,Florianópolis - Trindade,B17C002619,H004,CASAN,Florianópolis - Trindade,"PU - Carpintaria e Serralheria (DAG01, 02 e 03)",1.0,0.0,0.0,0.0,1.0,1236.0,1369.0,133.0,LIDO/REVISÃO,ALTO CONSUMO,1987.64,1987.64,-375.6600000000003,0.0,0.0,3599.62,3,2024-03-20
H005 2024 Março,Medidor faturado pela UFSC,2024.0,Março,2297078.0,Florianópolis - Trindade,B10C010667,H005,CASAN,Florianópolis - Trindade,"Engenharia Química - (CTC 19, 20, 21, 24 e 46)",1.0,0.0,0.0,0.0,1.0,189.0,244.0,55.0,LIDO,OK,785.66,785.66,-148.48000000000002,0.0,0.0,1422.84,3,2024-03-20
H006 2024 Março,Medidor faturado pela UFSC,2024.0,Março,9185569.0,Florianópolis - Trindade,A11C032611,H006,CASAN,Florianópolis - Trindade,Eng. Civil Bloco D,1.0,0.0,0.0,0.0,1.0,210.0,219.0,9.0,LIDO,ALTO CONSUMO,86.72,86.72,-16.389999999999986,0.0,0.0,157.05,3,2024-03-20
H007 2024 Março,Medidor faturado pela UFSC,2024.0,Março,9185550.0,Florianópolis - Trindade,A11C047521,H007,CASAN,Florianópolis - Trindade,"Eng. Civil Bloco A, B e C",1.0,0.0,0.0,0.0,1.0,6356.0,6436.0,80.0,LIDO,OK,1170.91,1170.91,-221.30000000000018,0.0,0.0,2120.52,3,2024-03-20
H008 2024 Março,Medidor faturado pela UFSC,2024.0,Março,2297159.0,Florianópolis - Trindade,C11C010187,H008,CASAN,Florianópolis - Trindade,"PU - Prefeitura Universitária (Hid., Elé., Vidra.) e Redondo",1.0,0.0,0.0,0.0,1.0,442.0,821.0,379.0,LIDO/REVISÃO,ALTO CONSUMO,5778.5,5778.5,-1092.1399999999994,0.0,0.0,10464.86,3,2024-03-20
H009 2024 Março,Medidor faturado pela UFSC,2024.0,Março,2297140.0,Florianópolis - Trindade,Y11C052787,H009,CASAN,Florianópolis - Trindade,PU - Prefeitura Universitária (Edificação antiga da PU),1.0,0.0,0.0,0.0,1.0,22.0,23.0,1.0,LIDO,ALTO CONSUMO,42.8,42.8,-8.099999999999994,0.0,0.0,77.5,3,2024-03-20
H010 2024 Março,Medidor faturado pela UFSC,2024.0,Março,2297132.0,Florianópolis - Trindade,C11C010472,H010,CASAN,Florianópolis - Trindade,"PU - Prefeitura Universitária (DPAE, DFO, DMPI)",1.0,0.0,0.0,0.0,1.0,2525.0,2547.0,22.0,LIDO,OK,277.13,277.13,-52.370000000000005,0.0,0.0,501.89,3,2024-03-20
H011 2024 Março,Medidor faturado pela UFSC,2024.0,Março,8149615.0,Florianópolis - Trindade,C11C005249,H011,CASAN,Florianópolis - Trindade,"CCB - Blocos A, B, C e D - 1 - Córrego Grande",1.0,0.0,0.0,0.0,1.0,44399.0,44761.0,362.0,LIDO,OK,5516.53,5516.53,-1042.619999999999,0.0,0.0,9990.44,3,2024-03-20
H014 2024 Março,Medidor não faturado pela UFSC,2024.0,Março,17859999.0,Florianópolis  HU,J15AA00002,H014,CASAN,Florianópolis  HU,Hospital Universitário - EBSERH,51.0,0.0,6.0,1.0,58.0,180813.0,186453.0,5640.0,LIDO,OK,84657.99,84657.99,-16000.359999999999,0.0,0.0,153315.62,3,2024-03-20
H015 2024 Março,Medidor faturado pela UFSC,2024.0,Março,2296918.0,Florianópolis - Trindade,B10C013878,H015,CASAN,Florianópolis - Trindade,Moradia Estudantil - Casa,1.0,0.0,0.0,0.0,1.0,212.0,212.0,0.0,LIDO/REVISÃO,HIDRÔMETRO RETIRADO,37.31,37.31,-7.060000000000002,0.0,0.0,67.56,3,2024-03-20
