CODIGO,CATEGORIA,ANO,MES,MATRICULA,CAMPUS,N_HIDROMETRO,COD_HIDROMETRO,CONCESSIONARIA,CIDADE,LOCAL,ECON_PUB,ECON_RES,ECON_COM,ECON_IND,ECON_TOTAL,LEIT_ANT,LEIT_ATUAL,VOLUME_FATURADO,OCORRENCIA,ANORMALIDADE,VALOR_AGUA,VALOR_ESGOTO,DESCONTOS,OUTROS,MULTAS_JUROS,VALOR_TOTAL,MES_N,Dtime
H001 2019 maio,Medidor faturado pela UFSC,2019.0,Maio,2297094.0,Trindade,A16S366817,H001,CASAN,Florianópolis - Trindade,Almoxarifado e Transportes (PU 11 e 06),1.0,0.0,0.0,0.0,1.0,1265.0,1087.0,37.0,Lido,0.0,356.24,0.0,-33.67,0.0,0.0,322.57,5,2019-05-20
H002 2019 maio,Medidor faturado pela UFSC,2019.0,Maio,2297116.0,Trindade,A04S381708,H002,CASAN,Florianópolis - Trindade,"Patrimônio e Digitalização (DAG08 e 06), LAMAQ (CCB20)",1.0,0.0,1.0,0.0,2.0,5834.0,5608.0,38.0,Lido,0.0,324.17,0.0,-30.64,0.0,0.0,293.53,5,2019-05-20
H003 2019 maio,Medidor faturado pela UFSC,2019.0,Maio,2297124.0,Trindade,C11C010369,H003,CASAN,Florianópolis - Trindade,Biotério Central (BIC 01 a 10),1.0,0.0,0.0,0.0,1.0,17800.0,15875.0,305.0,Lido,0.0,3247.05,0.0,-306.85,0.0,0.0,2940.2,5,2019-05-20
H004 2019 maio,Medidor faturado pela UFSC,2019.0,Maio,2297086.0,Trindade,B17C002619,H004,CASAN,Florianópolis - Trindade,"PU - Carpintaria e Serralheria (DAG01, 02 e 03)",1.0,0.0,0.0,0.0,1.0,2706.0,2003.0,201.0,Lido,0.0,2125.24,0.0,-200.83,0.0,0.0,1924.41,5,2019-05-20
H005 2019 maio,Medidor faturado pela UFSC,2019.0,Maio,2297078.0,Trindade,B10C010667,H005,CASAN,Florianópolis - Trindade,"Engenharia Química - (CTC 19, 20, 21, 24 e 46)",1.0,0.0,0.0,0.0,1.0,19716.0,19218.0,145.0,Informado,0.0,1521.2,0.0,-143.76,0.0,0.0,1377.44,5,2019-05-20
H006 2019 maio,Medidor faturado pela UFSC,2019.0,Maio,9185569.0,Trindade,A11C032611,H006,CASAN,Florianópolis - Trindade,Eng. Civil Bloco D,1.0,0.0,0.0,0.0,1.0,7.0,1.0,10.0,Mínimo,0.0,65.0,0.0,-6.14,0.0,0.0,58.86,5,2019-05-20
H007 2019 maio,Medidor faturado pela UFSC,2019.0,Maio,9185550.0,Trindade,A11C047521,H007,CASAN,Florianópolis - Trindade,"Eng. Civil Bloco A, B e C",1.0,0.0,0.0,0.0,1.0,953.0,4214.0,10.0,Mínimo,0.0,65.0,0.0,-6.14,0.0,0.0,58.86,5,2019-05-20
H008 2019 maio,Medidor faturado pela UFSC,2019.0,Maio,2297159.0,Trindade,C11C010187,H008,CASAN,Florianópolis - Trindade,"PU - Prefeitura Universitária (Hid., Elé., Vidra.) e Redondo",1.0,0.0,0.0,0.0,1.0,29687.0,24715.0,974.0,Lido,0.0,10463.29,0.0,-988.78,0.0,0.0,9474.51,5,2019-05-20
H009 2019 maio,Medidor faturado pela UFSC,2019.0,Maio,2297140.0,Trindade,Y11C052787,H009,CASAN,Florianópolis - Trindade,PU - Prefeitura Universitária (Edificação antiga da PU),1.0,0.0,0.0,0.0,1.0,36.0,10.0,10.0,Mínimo,0.0,65.0,0.0,-6.14,0.0,0.0,58.86,5,2019-05-20
H010 2019 maio,Medidor faturado pela UFSC,2019.0,Maio,2297132.0,Trindade,C11C010472,H010,CASAN,Florianópolis - Trindade,"PU - Prefeitura Universitária (DPAE, DFO, DMPI)",1.0,0.0,0.0,0.0,1.0,1542.0,1289.0,43.0,Lido,0.0,420.96,0.0,-39.79,0.0,0.0,381.17,5,2019-05-20
H011 2019 maio,Medidor faturado pela UFSC,2019.0,Maio,8149615.0,Trindade,C11C005249,H011,CASAN,Florianópolis - Trindade,"CCB - Blocos A, B, C e D - 1 - Córrego Grande",1.0,0.0,0.0,0.0,1.0,35520.0,32911.0,816.0,Lido,0.0,8759.0,0.0,-827.72,0.0,0.0,7931.28,5,2019-05-20
H014 2019 maio,Medidor faturado pela UFSC,2019.0,Maio,17859999.0,Trindade,J15AA00002,H014,CASAN,Florianópolis  HU,Hospital Universitário - EBSERH,51.0,0.0,6.0,1.0,58.0,619833.0,552289.0,11039.0,Lido,0.0,118929.8,118929.8,-22650.800000000003,18100.72,0.0,233309.52,5,2019-05-20
H015 2019 maio,Medidor faturado pela UFSC,2019.0,Maio,2296918.0,Trindade,B10C013878,H015,CASAN,Florianópolis - Trindade,Moradia Estudantil - Casa,1.0,0.0,0.0,0.0,1.0,72.0,2079.0,45.0,Médio,0.0,442.54,442.54,-83.63,0.0,0.0,801.45,5,2019-05-20
H017 2019 maio,Medidor faturado pela UFSC,2019.0,Maio,2296950.0,Trindade,C11C001906,H017,CASAN,Florianópolis - Trindade,CCS - Centro de Ciências da Saúde,1.0,0.0,0.0,0.0,1.0,5516.0,2043.0,764.0,Informado,0.0,8198.1,8198.1,-1549.45,0.0,0.0,14846.75,5,2019-05-20
H018 2019 maio,Medidor faturado pela UFSC,2019.0,Maio,2296640.0,Trindade,A13C043935,H018,CASAN,Florianópolis - Trindade,SSI - Secretaria de Assuntos Institucionais,1.0,0.0,0.0,0.0,1.0,2807.0,2541.0,45.0,Lido,0.0,442.54,442.54,-83.63,0.0,0.0,801.45,5,2019-05-20
H019 2019 maio,Medidor faturado pela UFSC,2019.0,Maio,9097821.0,Trindade,C11C005250,H019,CASAN,Florianópolis - Trindade,CSE 2 - CSE 9 e 10 (Bl F e G),1.0,0.0,1.0,0.0,2.0,5325.0,4803.0,140.0,Lido,0.0,1480.04,1480.04,-279.72,0.0,0.0,2680.36,5,2019-05-20
H020 2019 maio,Medidor faturado pela UFSC,2019.0,Maio,2296829.0,Trindade,C11C009540,H020,CASAN,Florianópolis - Trindade,"CSE 1 - CSE 1 ao 4 (Bl A, B, C e D) e CCJ 1 e 2 (Bl E e F)",1.0,0.0,0.0,0.0,1.0,9212.0,7097.0,857.0,Lido,0.0,9201.25,9201.25,-1739.05,0.0,0.0,16663.45,5,2019-05-20
H021 2019 maio,Medidor faturado pela UFSC,2019.0,Maio,2296632.0,Trindade,B10C001813,H021,CASAN,Florianópolis - Trindade,Igrejinha UFSC (DAC 01 a 03 e DEX01),2.0,0.0,0.0,0.0,2.0,4436.0,3539.0,165.0,Informado,0.0,1694.07,1694.07,-320.17,0.0,0.0,3067.97,5,2019-05-20
