CODIGO,CATEGORIA,ANO,MES,MATRICULA,CAMPUS,N_HIDROMETRO,COD_HIDROMETRO,CONCESSIONARIA,CIDADE,LOCAL,ECON_PUB,ECON_RES,ECON_COM,ECON_IND,ECON_TOTAL,LEIT_ANT,LEIT_ATUAL,VOLUME_CONSUMIDO,VOLUME_FATURADO,OCORRENCIA,ANORMALIDADE,VALOR_AGUA,VALOR_ESGOTO,DESCONTOS,OUTROS,MULTAS_JUROS,VALOR_TOTAL,VERIFICACAO,DIFERENCA
H001 2023 Setembro,Medidor faturado pela UFSC,2023,Setembro,2297094,Trindade,A16S366817,H001,CASAN,Florianópolis - Trindade,Almoxarifado e Transportes (PU 11 e 06),1,0,0,0,1,1024.0,1053.0,29.0,29.0,LIDO,OK,385.0,0.0,-36.379999999999995,0.0,0,348.62,348.62,0
H002 2023 Setembro,Medidor faturado pela UFSC,2023,Setembro,2297116,Trindade,A04S381708,H002,CASAN,Florianópolis - Trindade,"Patrimônio e Digitalização (DAG08 e 06), LAMAQ (CCB20)",1,0,1,0,2,2443.0,2484.0,41.0,41.0,LIDO,OK,508.03,0.0,-48.00999999999999,0.0,0,460.02,460.02,0
H003 2023 Setembro,Medidor faturado pela UFSC,2023,Setembro,2297124,Trindade,C11C010369,H003,CASAN,Florianópolis - Trindade,Biotério Central (BIC 01 a 10),1,0,0,0,1,4975.0,5317.0,342.0,342.0,LIDO,OK,5208.33,0.0,-492.1800000000003,0.0,0,4716.15,4716.15,0
H004 2023 Setembro,Medidor faturado pela UFSC,2023,Setembro,2297086,Trindade,B17C002619,H004,CASAN,Florianópolis - Trindade,"PU - Carpintaria e Serralheria (DAG01, 02 e 03)",1,0,0,0,1,872.0,889.0,17.0,17.0,LIDO,OK,200.08,0.0,-18.900000000000006,0.0,0,181.18,181.18,0
H005 2023 Setembro,Medidor faturado pela UFSC,2023,Setembro,2297078,Trindade,B10C010667,H005,CASAN,Florianópolis - Trindade,"Engenharia Química - (CTC 19, 20, 21, 24 e 46)",1,0,0,0,1,4327.0,4470.0,143.0,143.0,LIDO,ALTO CONSUMO,2141.74,0.0,-202.38999999999987,0.0,0,1939.35,1939.35,0
H006 2023 Setembro,Medidor faturado pela UFSC,2023,Setembro,9185569,Trindade,A11C032611,H006,CASAN,Florianópolis - Trindade,Eng. Civil Bloco D,1,0,0,0,1,177.0,185.0,8.0,8.0,LIDO,ALTO CONSUMO,81.23,81.23,-15.349999999999994,0.0,0,147.11,147.11,0
H007 2023 Setembro,Medidor faturado pela UFSC,2023,Setembro,9185550,Trindade,A11C047521,H007,CASAN,Florianópolis - Trindade,"Eng. Civil Bloco A, B e C",1,0,0,0,1,5769.0,5865.0,96.0,96.0,LIDO,OK,1417.47,0.0,-133.94000000000005,0.0,0,1283.53,1283.53,0
H008 2023 Setembro,Medidor faturado pela UFSC,2023,Setembro,2297159,Trindade,C11C010187,H008,CASAN,Florianópolis - Trindade,"PU - Prefeitura Universitária (Hid., Elé., Vidra.) e Redondo",1,0,0,0,1,52189.0,52655.0,466.0,466.0,LIDO/REVISÃO,ALTO CONSUMO,7119.17,0.0,-672.7600000000002,0.0,0,6446.41,6446.41,0
H009 2023 Setembro,Medidor faturado pela UFSC,2023,Setembro,2297140,Trindade,Y11C052787,H009,CASAN,Florianópolis - Trindade,PU - Prefeitura Universitária (Edificação antiga da PU),1,0,0,0,1,20.0,20.0,0.0,0.0,LIDO,HIDROMETRO PARADO,37.31,37.31,-7.060000000000002,0.0,0,67.56,67.56,0
H010 2023 Setembro,Medidor faturado pela UFSC,2023,Setembro,2297132,Trindade,C11C010472,H010,CASAN,Florianópolis - Trindade,"PU - Prefeitura Universitária (DPAE, DFO, DMPI)",1,0,0,0,1,2432.0,2408.0,-24.0,0.0,LIDO/REVISÃO,CONFIRMAÇÃO LEITURA,37.31,0.0,-3.520000000000003,0.0,0,33.79,33.79,0
