CODIGO,CATEGORIA,ANO,MES,MATRICULA,CAMPUS,N_HIDROMETRO,COD_HIDROMETRO,CONCESSIONARIA,CIDADE,LOCAL,ECON_PUB,ECON_RES,ECON_COM,ECON_IND,ECON_TOTAL,LEIT_ANT,LEIT_ATUAL,VOLUME_FATURADO,OCORRENCIA,ANORMALIDADE,VALOR_AGUA,VALOR_ESGOTO,DESCONTOS,OUTROS,MULTAS_JUROS,VALOR_TOTAL,MES_N,Dtime
H001 2023 Fevereiro,Medidor faturado pela UFSC,2023.0,Fevereiro,2297094.0,Trindade,A16S366817,H001,CASAN,Florianópolis - Trindade,Almoxarifado e Transportes (PU 11 e 06),1.0,0.0,0.0,0.0,1.0,769.0,786.0,17.0,LIDO,0,188.11,0.0,-19.92,0.0,22.65,190.84,2,2023-02-20
H002 2023 Fevereiro,Medidor faturado pela UFSC,2023.0,Fevereiro,2297116.0,Trindade,A04S381708,H002,CASAN,Florianópolis - Trindade,"Patrimônio e Digitalização (DAG08 e 06), LAMAQ (CCB20)",1.0,0.0,1.0,0.0,2.0,2172.0,2200.0,28.0,LIDO,0,289.28,0.0,-34.85,0.0,79.47,333.9,2,2023-02-20
H003 2023 Fevereiro,Medidor faturado pela UFSC,2023.0,Fevereiro,2297124.0,Trindade,C11C010369,H003,CASAN,Florianópolis - Trindade,Biotério Central (BIC 01 a 10),1.0,0.0,0.0,0.0,1.0,3010.0,3258.0,248.0,LIDO/REVISÃO,CONFIRMAÇÃO LEITURA,3535.3,0.0,-375.26,0.0,435.73,3595.77,2,2023-02-20
H004 2023 Fevereiro,Medidor faturado pela UFSC,2023.0,Fevereiro,2297086.0,Trindade,B17C002619,H004,CASAN,Florianópolis - Trindade,"PU - Carpintaria e Serralheria (DAG01, 02 e 03)",1.0,0.0,0.0,0.0,1.0,588.0,608.0,20.0,LIDO,0,231.58,0.0,-23.56,0.0,17.73,225.75,2,2023-02-20
H005 2023 Fevereiro,Medidor faturado pela UFSC,2023.0,Fevereiro,2297078.0,Trindade,B10C010667,H005,CASAN,Florianópolis - Trindade,"Engenharia Química - (CTC 19, 20, 21, 24 e 46)",1.0,0.0,0.0,0.0,1.0,3942.0,3702.0,0.0,LIDO/REVISÃO,CONFIRMAÇÃO LEITURA,35.08,0.0,-45.36,0.0,444.98,434.7,2,2023-02-20
H006 2023 Fevereiro,Medidor faturado pela UFSC,2023.0,Fevereiro,9185569.0,Trindade,A11C032611,H006,CASAN,Florianópolis - Trindade,Eng. Civil Bloco D,1.0,0.0,0.0,0.0,1.0,16.0,17.0,1.0,LIDO/REVISÃO,ALTO CONSUMO,40.24,0.0,-4.13,0.0,3.5,39.61,2,2023-02-20
H007 2023 Fevereiro,Medidor faturado pela UFSC,2023.0,Fevereiro,9185550.0,Trindade,A11C047521,H007,CASAN,Florianópolis - Trindade,"Eng. Civil Bloco A, B e C",1.0,0.0,0.0,0.0,1.0,5260.0,5222.0,0.0,LIDO/REVISÃO,CONFIRMAÇÃO LEITURA,35.08,0.0,-23.74,0.0,216.13,227.47,2,2023-02-20
H008 2023 Fevereiro,Medidor faturado pela UFSC,2023.0,Fevereiro,2297159.0,Trindade,C11C010187,H008,CASAN,Florianópolis - Trindade,"PU - Prefeitura Universitária (Hid., Elé., Vidra.) e Redondo",1.0,0.0,0.0,0.0,1.0,50546.0,50750.0,204.0,LIDO/REVISÃO,CONFIRMAÇÃO LEITURA,2897.74,0.0,-316.46,0.0,450.96,3032.24,2,2023-02-20
H009 2023 Fevereiro,Medidor faturado pela UFSC,2023.0,Fevereiro,2297140.0,Trindade,Y11C052787,H009,CASAN,Florianópolis - Trindade,PU - Prefeitura Universitária (Edificação antiga da PU),1.0,0.0,0.0,0.0,1.0,141.0,142.0,1.0,LIDO/REVISÃO,CONFIRMAÇÃO LEITURA,40.24,0.0,-4.25,0.0,4.8,40.79,2,2023-02-20
H010 2023 Fevereiro,Medidor faturado pela UFSC,2023.0,Fevereiro,2297132.0,Trindade,C11C010472,H010,CASAN,Florianópolis - Trindade,"PU - Prefeitura Universitária (DPAE, DFO, DMPI)",1.0,0.0,0.0,0.0,1.0,2094.0,2130.0,36.0,MÉDIO,Eliminar problema de testada,463.42,0.0,-48.73,0.0,52.11,466.8,2,2023-02-20
H011 2023 Fevereiro,Medidor faturado pela UFSC,2023.0,Fevereiro,8149615.0,Trindade,C11C005249,H011,CASAN,Florianópolis - Trindade,"CCB - Blocos A, B, C e D - 1 - Córrego Grande",1.0,0.0,0.0,0.0,1.0,39314.0,39693.0,379.0,LIDO/REVISÃO,ALTO CONSUMO,5433.49,0.0,-550.48,0.0,391.78,5274.79,2,2023-02-20
H014 2023 Fevereiro,Medidor não faturado pela UFSC,2023.0,Fevereiro,17859999.0,Trindade,J15AA00002,H014,CASAN,Florianópolis  HU,Hospital Universitário - EBSERH,51.0,0.0,6.0,1.0,58.0,98362.0,104829.0,6467.0,LIDO/REVISÃO,CONFIRMAÇÃO LEITURA,91710.14,91710.14,-17333.21,0.0,0.0,166087.06,2,2023-02-20
H015 2023 Fevereiro,Medidor faturado pela UFSC,2023.0,Fevereiro,2296918.0,Trindade,B10C013878,H015,CASAN,Florianópolis - Trindade,Moradia Estudantil - Casa,1.0,0.0,0.0,0.0,1.0,205.0,213.0,8.0,MÉDIO,Eliminar problema de testada,76.36,76.36,-17.36,0.0,31.05,166.41,2,2023-02-20
H017 2023 Fevereiro,Medidor faturado pela UFSC,2023.0,Fevereiro,2296950.0,Trindade,C11C001906,H017,CASAN,Florianópolis - Trindade,CCS - Centro de Ciências da Saúde,1.0,0.0,0.0,0.0,1.0,0.0,166.0,166.0,LIDO/REVISÃO,CONFIRMAÇÃO LEITURA,2347.12,2347.12,-548.84,0.0,1113.59,5258.99,2,2023-02-20
H018 2023 Fevereiro,Medidor faturado pela UFSC,2023.0,Fevereiro,2296640.0,Trindade,A13C043935,H018,CASAN,Florianópolis - Trindade,SSI - Secretaria de Assuntos Institucionais,1.0,0.0,0.0,0.0,1.0,4557.0,4589.0,32.0,MÉDIO,Eliminar problema de testada,405.46,405.46,-83.92,0.0,77.16,804.16,2,2023-02-20
H019 2023 Fevereiro,Medidor faturado pela UFSC,2023.0,Fevereiro,9097821.0,Trindade,C11C005250,H019,CASAN,Florianópolis - Trindade,CSE 2 - CSE 9 e 10 (Bl F e G),1.0,0.0,1.0,0.0,2.0,9871.0,10553.0,682.0,LIDO/REVISÃO,ALTO CONSUMO,10854.08,10854.08,-2137.8,0.0,914.1,20484.46,2,2023-02-20
H020 2023 Fevereiro,Medidor faturado pela UFSC,2023.0,Fevereiro,2296829.0,Trindade,C11C009540,H020,CASAN,Florianópolis - Trindade,"CSE 1 - CSE 1 ao 4 (Bl A, B, C e D) e CCJ 1 e 2 (Bl E e F)",1.0,0.0,0.0,0.0,1.0,11845.0,12021.0,176.0,MÉDIO,Eliminar problema de testada,2492.02,2492.02,-526.48,0.0,587.17,5044.73,2,2023-02-20
H021 2023 Fevereiro,Medidor faturado pela UFSC,2023.0,Fevereiro,2296632.0,Trindade,B10C001813,H021,CASAN,Florianópolis - Trindade,Igrejinha UFSC (DAC 01 a 03 e DEX01),2.0,0.0,0.0,0.0,2.0,6205.0,6299.0,94.0,MÉDIO,Eliminar problema de testada,1245.62,1245.62,-2491.24,0.0,0.0,0.0,2,2023-02-20
H023 2023 Fevereiro,Medidor faturado pela UFSC,2023.0,Fevereiro,2296934.0,Trindade,B10C010114,H023,CASAN,Florianópolis - Trindade,Associação Volantes 1,1.0,0.0,0.0,0.0,1.0,14625.0,14779.0,154.0,MÉDIO,Eliminar problema de testada,2173.24,2173.24,-443.13,0.0,342.76,4246.11,2,2023-02-20
H024 2023 Fevereiro,Medidor faturado pela UFSC,2023.0,Fevereiro,2296926.0,Trindade,A96C161864,H024,CASAN,Florianópolis - Trindade,Associação Volantes 2,1.0,0.0,1.0,0.0,2.0,24.0,24.0,0.0,MÉDIO,Eliminar problema de testada,70.16,70.16,-14.54,0.0,13.53,139.31,2,2023-02-20
H025 2023 Fevereiro,Medidor faturado pela UFSC,2023.0,Fevereiro,2296900.0,Trindade,C11C001273,H025,CASAN,Florianópolis - Trindade,CFM  Bloco A,1.0,0.0,0.0,0.0,1.0,17478.0,17849.0,371.0,MÉDIO,Eliminar problema de testada,5317.57,5317.57,-1102.34,0.0,1029.92,10562.72,2,2023-02-20
H026 2023 Fevereiro,Medidor faturado pela UFSC,2023.0,Fevereiro,9912770.0,Trindade,A10C023447,H026,CASAN,Florianópolis - Trindade,CFM  Bloco B,1.0,0.0,0.0,0.0,1.0,2580.0,2631.0,51.0,MÉDIO,Eliminar problema de testada,680.77,680.77,-143.8,0.0,160.05,1377.79,2,2023-02-20
H027 2023 Fevereiro,Medidor faturado pela UFSC,2023.0,Fevereiro,16701186.0,Trindade,C11C009484,H027,CASAN,Florianópolis - Trindade,Colégio de Aplicação,1.0,0.0,0.0,0.0,1.0,60559.0,61095.0,536.0,MÉDIO,Eliminar problema de testada,7708.42,7708.42,-1616.68,0.0,1690.77,15490.93,2,2023-02-20
H028 2023 Fevereiro,Medidor faturado pela UFSC,2023.0,Fevereiro,6205615.0,Trindade,B10C017964,H028,CASAN,Florianópolis - Trindade,Nativas do Horto Botânico,1.0,0.0,0.0,0.0,1.0,1533.0,1612.0,79.0,MÉDIO,Eliminar problema de testada,1086.49,1086.49,-208.66,0.0,35.05,1999.37,2,2023-02-20
H029 2023 Fevereiro,Medidor faturado pela UFSC,2023.0,Fevereiro,7297220.0,Trindade,A08X051927,H029,CASAN,Florianópolis - Trindade,Moradia Estudantil - Portaria,1.0,0.0,0.0,0.0,1.0,230.0,234.0,4.0,LIDO,0,55.72,55.72,-11.72,0.0,12.5,112.22,2,2023-02-20
H030 2023 Fevereiro,Medidor faturado pela UFSC,2023.0,Fevereiro,2296276.0,Trindade,E11C000101,H030,CASAN,Florianópolis - Trindade,Moradia Estudantil,0.0,30.0,0.0,0.0,30.0,3433.0,3494.0,130.0,LIDO/REVISÃO,ALTO CONSUMO,1355.3,1355.3,-276.39,0.0,214.2,2648.41,2,2023-02-20
H032 2023 Fevereiro,Medidor faturado pela UFSC,2023.0,Fevereiro,2296659.0,Trindade,C11C001576,H032,CASAN,Florianópolis - Trindade,Biblioteca Central,1.0,0.0,0.0,0.0,1.0,28431.0,29061.0,630.0,LIDO/REVISÃO,0,9070.48,9070.48,-1962.04,0.0,2621.43,18800.35,2,2023-02-20
H033 2023 Fevereiro,Medidor faturado pela UFSC,2023.0,Fevereiro,2296667.0,Trindade,B10C014063,H033,CASAN,Florianópolis - Trindade,"CTC - Salas de Aula, Eng. Elétrica, Produção - CTC 1 ao 5, ",1.0,0.0,1.0,0.0,2.0,1984.0,2170.0,186.0,MÉDIO,Eliminar problema de testada,2739.52,2739.52,-574.81,0.0,603.56,5507.79,2,2023-02-20
H034 2023 Fevereiro,Medidor faturado pela UFSC,2023.0,Fevereiro,8416621.0,Trindade,B10C014069,H034,CASAN,Florianópolis - Trindade,CTC - Eng. Sanitária e Amb. - CTC 12 e 37,1.0,0.0,0.0,0.0,1.0,2813.0,2706.0,107.0,LIDO/REVISÃO,HIDROMETRO INVERTIDO,1492.21,1492.21,-325.75,0.0,462.68,3121.35,2,2023-02-20
H035 2023 Fevereiro,Medidor faturado pela UFSC,2023.0,Fevereiro,2296845.0,Trindade,B10C022164,H035,CASAN,Florianópolis - Trindade,CTC - Eng. Elétrica INEP - CTC 06,1.0,0.0,0.0,0.0,1.0,162.0,221.0,59.0,LIDO/REVISÃO,ALTO CONSUMO,796.69,796.69,-153.59,0.0,31.95,1471.74,2,2023-02-20
H037 2023 Fevereiro,Medidor faturado pela UFSC,2023.0,Fevereiro,6435548.0,Trindade,Y13F347112,H037,CASAN,Florianópolis - Trindade,"CTC - Eng. Mecânica - CTC 9, 10 e 37",1.0,0.0,0.0,1.0,2.0,1610.0,1676.0,66.0,LIDO,0,839.9,839.9,-179.96,0.0,224.63,1724.47,2,2023-02-20
