CODIGO,CATEGORIA,ANO,MES,MATRICULA,CAMPUS,N_HIDROMETRO,COD_HIDROMETRO,CONCESSIONARIA,CIDADE,LOCAL,ECON_PUB,ECON_RES,ECON_COM,ECON_IND,ECON_TOTAL,LEIT_ANT,LEIT_ATUAL,VOLUME_FATURADO,OCORRENCIA,ANORMALIDADE,VALOR_AGUA,VALOR_ESGOTO,DESCONTOS,OUTROS,MULTAS_JUROS,VALOR_TOTAL,MES_N,Dtime
H001 2018 Julho,Medidor faturado pela UFSC,2018.0,Julho,2297094.0,,A16S366817,H001,CASAN,Florianópolis,Almoxarifado,1.0,0.0,0.0,0.0,1.0,692.0,728.0,36.0,Lido,,330.93,0.0,-31.27,0.0,0.0,299.66,7,2018-07-20
H002 2018 Julho,Medidor faturado pela UFSC,2018.0,Julho,2297116.0,,A04S381708,H002,CASAN,Florianópolis,Patrimônio e oficinas,2.0,0.0,0.0,0.0,2.0,4902.0,4977.0,75.0,Lido,,692.86,0.0,-65.48,0.0,0.0,627.38,7,2018-07-20
H003 2018 Julho,Medidor faturado pela UFSC,2018.0,Julho,2297124.0,,C11C010369,H003,CASAN,Florianópolis,Biotério Central,1.0,0.0,0.0,0.0,1.0,12192.0,12509.0,317.0,Lido,,3234.5,0.0,-305.67,0.0,0.0,2928.83,7,2018-07-20
H004 2018 Julho,Medidor faturado pela UFSC,2018.0,Julho,2297086.0,,B17C002619,H004,CASAN,Florianópolis,Almoxarifado Central,1.0,0.0,0.0,0.0,1.0,481.0,698.0,217.0,Informado,,2201.2,0.0,-208.02,0.0,0.0,1993.18,7,2018-07-20
H005 2018 Julho,Medidor faturado pela UFSC,2018.0,Julho,2297078.0,,B10C010667,H005,CASAN,Florianópolis,Engenharia Química,1.0,0.0,0.0,0.0,1.0,15127.0,16114.0,987.0,Informado,,10157.61,0.0,-959.9,0.0,0.0,9197.71,7,2018-07-20
H006 2018 Julho,Medidor faturado pela UFSC,2018.0,Julho,9185569.0,,A11C032611,H006,CASAN,Florianópolis,Eng. Civil Bloco T,1.0,0.0,0.0,0.0,1.0,2866.0,2866.0,10.0,Mínimo,,62.27,0.0,-5.88,0.0,0.0,56.39,7,2018-07-20
H007 2018 Julho,Medidor faturado pela UFSC,2018.0,Julho,9185550.0,,A11C047521,H007,CASAN,Florianópolis,Eng. Civil Bloco V,1.0,0.0,0.0,0.0,1.0,4213.0,4213.0,10.0,Informado,,62.27,0.0,-5.88,0.0,0.0,56.39,7,2018-07-20
H008 2018 Julho,Medidor faturado pela UFSC,2018.0,Julho,2297159.0,,C11C010187,H008,CASAN,Florianópolis,Prefeitura e Restaurante,1.0,0.0,0.0,0.0,1.0,15324.0,16069.0,745.0,Informado,,7657.03,0.0,-723.59,0.0,0.0,6933.44,7,2018-07-20
H009 2018 Julho,Medidor faturado pela UFSC,2018.0,Julho,2297140.0,,Y11C052787,H009,CASAN,Florianópolis,Prefeitura Universitária,1.0,0.0,0.0,0.0,1.0,2530.0,2535.0,10.0,Mínimo,,62.27,0.0,-5.88,0.0,0.0,56.39,7,2018-07-20
H010 2018 Julho,Medidor faturado pela UFSC,2018.0,Julho,2297132.0,,C11C010472,H010,CASAN,Florianópolis,ETUSC,1.0,0.0,0.0,0.0,1.0,806.0,853.0,47.0,Lido,,444.59,0.0,-42.02,0.0,0.0,402.57,7,2018-07-20
H011 2018 Julho,Medidor faturado pela UFSC,2018.0,Julho,8149615.0,,C11C005249,H011,CASAN,Florianópolis,CCB MIP 1,1.0,0.0,0.0,0.0,1.0,23696.0,24796.0,1100.0,Informado,,11325.24,0.0,-1070.23,0.0,0.0,10255.01,7,2018-07-20
H014 2018 Julho,Medidor faturado pela UFSC,2018.0,Julho,2296969.0,2018-07-23,J15AA00002,H014,CASAN,Florianópolis,Hospital Universitário,51.0,0.0,6.0,1.0,58.0,426384.0,438225.0,11841.0,Lido,,122436.71,122436.71,-23228.100000000002,17195.75,,238841.07,7,2018-07-20
H015 2018 Julho,Medidor faturado pela UFSC,2018.0,Julho,2296918.0,,B10C013878,H015,CASAN,Florianópolis,Moradia Estudantil Pequena,1.0,0.0,0.0,0.0,1.0,1646.0,1702.0,56.0,Médio,,537.59,537.59,-101.61,0.0,0.0,973.57,7,2018-07-20
