CODIGO,CATEGORIA,ANO,MES,MATRICULA,CAMPUS,N_HIDROMETRO,COD_HIDROMETRO,CONCESSIONARIA,CIDADE,LOCAL,ECON_PUB,ECON_RES,ECON_COM,ECON_IND,ECON_TOTAL,LEIT_ANT,LEIT_ATUAL,VOLUME_CONSUMIDO,VOLUME_FATURADO,OCORRENCIA,ANORMALIDADE,VALOR_AGUA,VALOR_ESGOTO,DESCONTOS,OUTROS,MULTAS_JUROS,VALOR_TOTAL,VERIFICACAO,DIFERENCA
H001 2024 Setembro,Medidor faturado pela UFSC,2024,Setembro,2297094,Trindade,A16S366817,H001,CASAN,Florianópolis - Trindade,Almoxarifado e Transportes (PU 11 e 06),1,0,0,0,1,1342.0,1376,34.0,34.0,LIDO,Sem ocorrência,536.37,536.37,-101.37,0.0,0,971.37,971.37,0
H002 2024 Setembro,Medidor faturado pela UFSC,2024,Setembro,2297116,Trindade,A04S381708,H002,CASAN,Florianópolis - Trindade,"Patrimônio e Digitalização (DAG08 e 06), LAMAQ (CCB20)",1,0,1,0,2,3002.0,3062,60.0,60.0,LIDO,Sem ocorrência,929.62,929.62,-175.7,0.0,0,1683.54,1683.54,0
H003 2024 Setembro,Medidor faturado pela UFSC,2024,Setembro,2297124,Trindade,C11C010369,H003,CASAN,Florianópolis - Trindade,Biotério Central (BIC 01 a 10),1,0,0,0,1,10860.0,10922,62.0,62.0,LIDO/REVISÃO,CONFIRMACAO LEITURA,1037.29,1037.29,-196.05,0.0,0,1878.53,1878.53,0
H004 2024 Setembro,Medidor faturado pela UFSC,2024,Setembro,2297086,Trindade,B17C002619,H004,CASAN,Florianópolis - Trindade,"PU - Carpintaria e Serralheria (DAG01, 02 e 03)",1,0,0,0,1,2134.0,2312,178.0,178.0,LIDO,Sem ocorrência,3112.53,3112.53,-588.26,0.0,0,5636.8,5636.8,0
H005 2024 Setembro,Medidor faturado pela UFSC,2024,Setembro,2297078,Trindade,B10C010667,H005,CASAN,Florianópolis - Trindade,"Engenharia Química - (CTC 19, 20, 21, 24 e 46)",1,0,0,0,1,820.0,944,124.0,124.0,LIDO,Sem ocorrência,2146.47,2146.47,-405.68,0.0,0,3887.26,3887.2599999999998,0
H006 2024 Setembro,Medidor faturado pela UFSC,2024,Setembro,9185569,Trindade,A11C032611,H006,CASAN,Florianópolis - Trindade,Eng. Civil Bloco D,1,0,0,0,1,243.0,249,6.0,6.0,LIDO,Sem ocorrência,81.53,81.53,-15.41,0.0,0,147.65,147.65,0
H007 2024 Setembro,Medidor faturado pela UFSC,2024,Setembro,9185550,Trindade,A11C047521,H007,CASAN,Florianópolis - Trindade,"Eng. Civil Bloco A, B e C",1,0,0,0,1,6897.0,7002,105.0,105.0,LIDO,Sem ocorrência,1806.56,1806.56,-341.44,0.0,0,3271.68,3271.68,0
H008 2024 Setembro,Medidor faturado pela UFSC,2024,Setembro,2297159,Trindade,C11C010187,H008,CASAN,Florianópolis - Trindade,"PU - Prefeitura Universitária (Hid., Elé., Vidra.) e Redondo",1,0,0,0,1,2685.0,3031,346.0,346.0,LIDO,Sem ocorrência,6118.05,6118.05,-1156.3,0.0,0,11079.8,11079.800000000001,0
H009 2024 Setembro,Medidor faturado pela UFSC,2024,Setembro,2297140,Trindade,Y11C052787,H009,CASAN,Florianópolis - Trindade,PU - Prefeitura Universitária (Edificação antiga da PU),1,0,0,0,1,26.0,27,1.0,1.0,LIDO,Alto Consumo,49.68,49.68,-9.39,0.0,0,89.97,89.97,0
H010 2024 Setembro,Medidor faturado pela UFSC,2024,Setembro,2297132,Trindade,C11C010472,H010,CASAN,Florianópolis - Trindade,"PU - Prefeitura Universitária (DPAE, DFO, DMPI)",1,0,0,0,1,2682.0,2708,26.0,26.0,MÉDIO,Média,393.25,393.25,-74.33,0.0,0,712.17,712.17,0
