CODIGO,CATEGORIA,ANO,MES,MATRICULA,CAMPUS,N_HIDROMETRO,COD_HIDROMETRO,CONCESSIONARIA,CIDADE,LOCAL,ECON_PUB,ECON_RES,ECON_COM,ECON_IND,ECON_TOTAL,LEIT_ANT,LEIT_ATUAL,VOLUME_FATURADO,OCORRENCIA,ANORMALIDADE,VALOR_AGUA,VALOR_ESGOTO,DESCONTOS,OUTROS,MULTAS_JUROS,VALOR_TOTAL,MES_N,Dtime
H001 2020 Dezembro,Medidor faturado pela UFSC,2020.0,Dezembro,2297094.0,Trindade,A16S366817,H001,CASAN,Florianópolis - Trindade,Almoxarifado e Transportes (PU 11 e 06),1.0,0.0,0.0,0.0,1.0,1398.0,13.0,13.0,LIDO/REVISÃO,0,109.43,0.0,-10.33,0.0,0.0,99.1,12,2020-12-20
H002 2020 Dezembro,Medidor faturado pela UFSC,2020.0,Dezembro,2297116.0,Trindade,A04S381708,H002,CASAN,Florianópolis - Trindade,"Patrimônio e Digitalização (DAG08 e 06), LAMAQ (CCB20)",1.0,0.0,1.0,0.0,2.0,65.0,112.0,47.0,LIDO,0,474.64,0.0,-44.86,0.0,0.0,429.78,12,2020-12-20
H003 2020 Dezembro,Medidor faturado pela UFSC,2020.0,Dezembro,2297124.0,Trindade,C11C010369,H003,CASAN,Florianópolis - Trindade,Biotério Central (BIC 01 a 10),1.0,0.0,0.0,0.0,1.0,22728.0,22906.0,178.0,LIDO,0,2119.13,0.0,-200.25,0.0,0.0,1918.88,12,2020-12-20
H004 2020 Dezembro,Medidor faturado pela UFSC,2020.0,Dezembro,2297086.0,Trindade,B17C002619,H004,CASAN,Florianópolis - Trindade,"PU - Carpintaria e Serralheria (DAG01, 02 e 03)",1.0,0.0,0.0,0.0,1.0,3322.0,3453.0,131.0,LIDO/REVISÃO,0,1546.67,0.0,-146.16,0.0,0.0,1400.51,12,2020-12-20
H005 2020 Dezembro,Medidor faturado pela UFSC,2020.0,Dezembro,2297078.0,Trindade,B10C010667,H005,CASAN,Florianópolis - Trindade,"Engenharia Química - (CTC 19, 20, 21, 24 e 46)",1.0,0.0,0.0,0.0,1.0,19984.0,54.0,54.0,LIDO,0,608.81,0.0,-57.53,0.0,0.0,551.28,12,2020-12-20
H006 2020 Dezembro,Medidor faturado pela UFSC,2020.0,Dezembro,9185569.0,Trindade,A11C032611,H006,CASAN,Florianópolis - Trindade,Eng. Civil Bloco D,1.0,0.0,0.0,0.0,1.0,9.0,9.0,0.0,LIDO,0,29.49,0.0,-2.78,0.0,0.0,26.71,12,2020-12-20
H007 2020 Dezembro,Medidor faturado pela UFSC,2020.0,Dezembro,9185550.0,Trindade,A11C047521,H007,CASAN,Florianópolis - Trindade,"Eng. Civil Bloco A, B e C",1.0,0.0,0.0,0.0,1.0,2875.0,2928.0,53.0,LIDO/REVISÃO,0,596.63,0.0,-56.39,0.0,0.0,540.24,12,2020-12-20
H008 2020 Dezembro,Medidor faturado pela UFSC,2020.0,Dezembro,2297159.0,Trindade,C11C010187,H008,CASAN,Florianópolis - Trindade,"PU - Prefeitura Universitária (Hid., Elé., Vidra.) e Redondo",1.0,0.0,0.0,0.0,1.0,33504.0,33919.0,415.0,LIDO/REVISÃO,0,5005.79,0.0,-473.05,0.0,0.0,4532.74,12,2020-12-20
H009 2020 Dezembro,Medidor faturado pela UFSC,2020.0,Dezembro,2297140.0,Trindade,Y11C052787,H009,CASAN,Florianópolis - Trindade,PU - Prefeitura Universitária (Edificação antiga da PU),1.0,0.0,0.0,0.0,1.0,65.0,66.0,1.0,LIDO,0,33.83,0.0,-3.19,0.0,0.0,30.64,12,2020-12-20
H010 2020 Dezembro,Medidor faturado pela UFSC,2020.0,Dezembro,2297132.0,Trindade,C11C010472,H010,CASAN,Florianópolis - Trindade,"PU - Prefeitura Universitária (DPAE, DFO, DMPI)",1.0,0.0,0.0,0.0,1.0,1699.0,1700.0,1.0,LIDO,0,33.83,0.0,-3.19,0.0,0.0,30.64,12,2020-12-20
H011 2020 Dezembro,Medidor faturado pela UFSC,2020.0,Dezembro,8149615.0,Trindade,C11C005249,H011,CASAN,Florianópolis - Trindade,"CCB - Blocos A, B, C e D - 1 - Córrego Grande",1.0,0.0,0.0,0.0,1.0,36331.0,36527.0,196.0,LIDO,0,2338.37,0.0,-220.97,0.0,0.0,2117.4,12,2020-12-20
H014 2020 Dezembro,Medidor não faturado pela UFSC,2020.0,Dezembro,17859999.0,Trindade,J15AA00002,H014,CASAN,Florianópolis  HU,Hospital Universitário - EBSERH,51.0,0.0,6.0,1.0,58.0,705078.0,710431.0,5353.0,LIDO,0,63159.56,63159.56,-11937.15,0.0,0.0,114381.97,12,2020-12-20
H015 2020 Dezembro,Medidor faturado pela UFSC,2020.0,Dezembro,2296918.0,Trindade,B10C013878,H015,CASAN,Florianópolis - Trindade,Moradia Estudantil - Casa,1.0,0.0,0.0,0.0,1.0,340.0,358.0,18.0,LIDO,0,170.33,170.33,-32.19,0.0,0.0,308.47,12,2020-12-20
H017 2020 Dezembro,Medidor faturado pela UFSC,2020.0,Dezembro,2296950.0,Trindade,C11C001906,H017,CASAN,Florianópolis - Trindade,CCS - Centro de Ciências da Saúde,1.0,0.0,0.0,0.0,1.0,7610.0,7651.0,41.0,LIDO/REVISÃO,0,450.47,450.47,-85.15,0.0,0.0,815.79,12,2020-12-20
H018 2020 Dezembro,Medidor faturado pela UFSC,2020.0,Dezembro,2296640.0,Trindade,A13C043935,H018,CASAN,Florianópolis - Trindade,SSI - Secretaria de Assuntos Institucionais,1.0,0.0,0.0,0.0,1.0,3379.0,3399.0,20.0,LIDO,0,194.69,194.69,-36.79,0.0,0.0,352.59,12,2020-12-20
H019 2020 Dezembro,Medidor faturado pela UFSC,2020.0,Dezembro,9097821.0,Trindade,C11C005250,H019,CASAN,Florianópolis - Trindade,CSE 2 - CSE 9 e 10 (Bl F e G),1.0,0.0,1.0,0.0,2.0,5954.0,6000.0,46.0,LIDO,0,462.46,462.46,-87.41,0.0,0.0,837.51,12,2020-12-20
