CODIGO,CATEGORIA,ANO,MES,MATRICULA,CAMPUS,N_HIDROMETRO,COD_HIDROMETRO,CONCESSIONARIA,CIDADE,LOCAL,ECON_PUB,ECON_RES,ECON_COM,ECON_IND,ECON_TOTAL,LEIT_ANT,LEIT_ATUAL,VOLUME_FATURADO,OCORRENCIA,ANORMALIDADE,VALOR_AGUA,VALOR_ESGOTO,DESCONTOS,OUTROS,MULTAS_JUROS,VALOR_TOTAL,MES_N,Dtime
H001 2024 Fevereiro,Medidor faturado pela UFSC,2024.0,Fevereiro,2297094.0,Florianópolis - Trindade,A16S366817,H001,CASAN,Florianópolis - Trindade,Almoxarifado e Transportes (PU 11 e 06),1.0,0.0,0.0,0.0,1.0,1155.0,1173.0,18.0,LIDO,OK,215.49,215.49,-48.59999999999997,0.0,83.31,465.69,2,2024-02-20
H002 2024 Fevereiro,Medidor faturado pela UFSC,2024.0,Fevereiro,2297116.0,Florianópolis - Trindade,A04S381708,H002,CASAN,Florianópolis - Trindade,"Patrimônio e Digitalização (DAG08 e 06), LAMAQ (CCB20)",1.0,0.0,1.0,0.0,2.0,2644.0,2708.0,64.0,LIDO,ALTO CONSUMO,862.46,862.46,-169.9400000000001,0.0,73.36,1628.34,2,2024-02-20
H003 2024 Fevereiro,Medidor faturado pela UFSC,2024.0,Fevereiro,2297124.0,Florianópolis - Trindade,C11C010369,H003,CASAN,Florianópolis - Trindade,Biotério Central (BIC 01 a 10),1.0,0.0,0.0,0.0,1.0,7505.0,8280.0,775.0,LIDO/REVISÃO,ALTO CONSUMO,11880.86,11880.86,-2336.330000000002,0.0,961.38,22386.77,2,2024-02-20
H004 2024 Fevereiro,Medidor faturado pela UFSC,2024.0,Fevereiro,2297086.0,Florianópolis - Trindade,B17C002619,H004,CASAN,Florianópolis - Trindade,"PU - Carpintaria e Serralheria (DAG01, 02 e 03)",1.0,0.0,0.0,0.0,1.0,1145.0,1236.0,91.0,LIDO,ALTO CONSUMO,1340.42,1340.42,-259.2400000000002,0.0,62.4,2484.0,2,2024-02-20
H005 2024 Fevereiro,Medidor faturado pela UFSC,2024.0,Fevereiro,2297078.0,Florianópolis - Trindade,B10C010667,H005,CASAN,Florianópolis - Trindade,"Engenharia Química - (CTC 19, 20, 21, 24 e 46)",1.0,0.0,0.0,0.0,1.0,150.0,189.0,39.0,LIDO/REVISÃO,CONFIRMAÇÃO LEITURA,539.1,539.1,-131.71,0.0,315.54,1262.03,2,2024-02-20
H006 2024 Fevereiro,Medidor faturado pela UFSC,2024.0,Fevereiro,9185569.0,Florianópolis - Trindade,A11C032611,H006,CASAN,Florianópolis - Trindade,Eng. Civil Bloco D,1.0,0.0,0.0,0.0,1.0,205.0,210.0,5.0,LIDO,OK,64.76,64.76,-15.03,0.0,29.62,144.11,2,2024-02-20
H007 2024 Fevereiro,Medidor faturado pela UFSC,2024.0,Fevereiro,9185550.0,Florianópolis - Trindade,A11C047521,H007,CASAN,Florianópolis - Trindade,"Eng. Civil Bloco A, B e C",1.0,0.0,0.0,0.0,1.0,6360.0,6356.0,0.0,LIDO/REVISÃO,CONFIRMAÇÃO LEITURA,37.31,37.31,-29.27000000000004,0.0,235.1,280.45,2,2024-02-20
H008 2024 Fevereiro,Medidor faturado pela UFSC,2024.0,Fevereiro,2297159.0,Florianópolis - Trindade,C11C010187,H008,CASAN,Florianópolis - Trindade,"PU - Prefeitura Universitária (Hid., Elé., Vidra.) e Redondo",1.0,0.0,0.0,0.0,1.0,177.0,442.0,265.0,LIDO,OK,4021.76,4021.76,-830.9800000000014,0.0,749.94,7962.48,2,2024-02-20
H009 2024 Fevereiro,Medidor faturado pela UFSC,2024.0,Fevereiro,2297140.0,Florianópolis - Trindade,Y11C052787,H009,CASAN,Florianópolis - Trindade,PU - Prefeitura Universitária (Edificação antiga da PU),1.0,0.0,0.0,0.0,1.0,22.0,22.0,0.0,LIDO,HIDROMETRO PARADO,37.31,37.31,-8.200000000000003,0.0,12.2,78.62,2,2024-02-20
H010 2024 Fevereiro,Medidor faturado pela UFSC,2024.0,Fevereiro,2297132.0,Florianópolis - Trindade,C11C010472,H010,CASAN,Florianópolis - Trindade,"PU - Prefeitura Universitária (DPAE, DFO, DMPI)",1.0,0.0,0.0,0.0,1.0,2512.0,2525.0,13.0,LIDO,OK,138.44,138.44,-31.72000000000003,0.0,58.79,303.95,2,2024-02-20
H011 2024 Fevereiro,Medidor faturado pela UFSC,2024.0,Fevereiro,8149615.0,Florianópolis - Trindade,C11C005249,H011,CASAN,Florianópolis - Trindade,"CCB - Blocos A, B, C e D - 1 - Córrego Grande",1.0,0.0,0.0,0.0,1.0,44005.0,44399.0,394.0,LIDO,OK,6009.65,6009.65,-1229.919999999998,0.0,995.71,11785.09,2,2024-02-20
H014 2024 Fevereiro,Medidor não faturado pela UFSC,2024.0,Fevereiro,17859999.0,Florianópolis  HU,J15AA00002,H014,CASAN,Florianópolis  HU,Hospital Universitário - EBSERH,51.0,0.0,6.0,1.0,58.0,174673.0,180813.0,6140.0,MÉDIO,CONSTRUIR ABRIGO,92656.59,92656.59,-17512.100000000002,0.0,0.0,167801.08,2,2024-02-20
H015 2024 Fevereiro,Medidor faturado pela UFSC,2024.0,Fevereiro,2296918.0,Florianópolis - Trindade,B10C013878,H015,CASAN,Florianópolis - Trindade,Moradia Estudantil - Casa,1.0,0.0,0.0,0.0,1.0,211.0,212.0,1.0,LIDO,ALTO CONSUMO,42.8,42.8,-8.89,0.0,8.48,85.19,2,2024-02-20
H017 2024 Fevereiro,Medidor faturado pela UFSC,2024.0,Fevereiro,2296950.0,Florianópolis - Trindade,C11C001906,H017,CASAN,Florianópolis - Trindade,CCS - Centro de Ciências da Saúde,1.0,0.0,1.0,0.0,2.0,5775.0,5972.0,197.0,LIDO/REVISÃO,CONFIRMAÇÃO LEITURA,3105.03,3105.03,-869.2800000000007,0.0,2988.66,8329.44,2,2024-02-20
H018 2024 Fevereiro,Medidor faturado pela UFSC,2024.0,Fevereiro,2296640.0,Florianópolis - Trindade,A13C043935,H018,CASAN,Florianópolis - Trindade,SSI - Secretaria de Assuntos Institucionais,1.0,0.0,0.0,0.0,1.0,4850.0,4869.0,19.0,MÉDIO,VIDRO DO HIDROMETRO SUADO,230.9,230.9,-52.67000000000007,0.0,95.64,504.77,2,2024-02-20
H019 2024 Fevereiro,Medidor faturado pela UFSC,2024.0,Fevereiro,9097821.0,Florianópolis - Trindade,C11C005250,H019,CASAN,Florianópolis - Trindade,CSE 2 - CSE 9 e 10 (Bl F e G),1.0,0.0,1.0,1.0,3.0,12647.0,12397.0,0.0,LIDO/REVISÃO,CONFIRMAÇÃO LEITURA,111.93,111.93,-146.8499999999999,0.0,1330.01,1407.02,2,2024-02-20
H020 2024 Fevereiro,Medidor faturado pela UFSC,2024.0,Fevereiro,2296829.0,Florianópolis - Trindade,C11C009540,H020,CASAN,Florianópolis - Trindade,"CSE 1 - CSE 1 ao 4 (Bl A, B, C e D) e CCJ 1 e 2 (Bl E e F)",1.0,0.0,0.0,0.0,1.0,2249.0,2253.0,4.0,LIDO/REVISÃO,CONFIRMAÇÃO LEITURA,59.27,59.27,-127.4200000000001,0.0,1229.9,1221.02,2,2024-02-20
H021 2024 Fevereiro,Medidor faturado pela UFSC,2024.0,Fevereiro,2296632.0,Florianópolis - Trindade,B10C001813,H021,CASAN,Florianópolis - Trindade,Igrejinha UFSC (DAC 01 a 03 e DEX01),2.0,0.0,0.0,0.0,2.0,221.0,296.0,75.0,MÉDIO,VIDRO DO HIDROMETRO SUADO,1031.97,1031.97,-226.02,0.0,327.81,2165.73,2,2024-02-20
H023 2024 Fevereiro,Medidor faturado pela UFSC,2024.0,Fevereiro,2296934.0,Florianópolis - Trindade,B10C010114,H023,CASAN,Florianópolis - Trindade,Associação Volantes 1,1.0,0.0,1.0,0.0,2.0,16502.0,16635.0,133.0,MÉDIO,CONSTRUIR ABRIGO,1991.43,1991.43,-433.5,0.0,604.4,4153.76,2,2024-02-20
H024 2024 Fevereiro,Medidor faturado pela UFSC,2024.0,Fevereiro,2296926.0,Florianópolis - Trindade,A96C161864,H024,CASAN,Florianópolis - Trindade,Associação Volantes 2,1.0,0.0,2.0,0.0,3.0,24.0,24.0,0.0,MÉDIO,VIDRO DO HIDROMETRO SUADO,111.93,111.93,-24.45000000000002,0.0,34.94,234.35,2,2024-02-20
H025 2024 Fevereiro,Medidor faturado pela UFSC,2024.0,Fevereiro,2296900.0,Florianópolis - Trindade,C11C001273,H025,CASAN,Florianópolis - Trindade,CFM  Bloco A,1.0,0.0,0.0,0.0,1.0,21225.0,21778.0,553.0,LIDO/REVISÃO,ALTO CONSUMO,8459.84,8459.84,-1743.350000000002,0.0,1528.52,16704.85,2,2024-02-20
H026 2024 Fevereiro,Medidor faturado pela UFSC,2024.0,Fevereiro,9912770.0,Florianópolis - Trindade,A10C023447,H026,CASAN,Florianópolis - Trindade,CFM  Bloco B,1.0,0.0,0.0,0.0,1.0,3081.0,3058.0,0.0,LIDO/REVISÃO,CONFIRMAÇÃO LEITURA,37.31,37.31,-29.50999999999999,0.0,237.76,282.87,2,2024-02-20
H027 2024 Fevereiro,Medidor faturado pela UFSC,2024.0,Fevereiro,16701186.0,Florianópolis - Trindade,C11C009484,H027,CASAN,Florianópolis - Trindade,Colégio de Aplicação,1.0,0.0,0.0,0.0,1.0,65602.0,65670.0,68.0,LIDO/REVISÃO,CONFIRMAÇÃO LEITURA,985.99,985.99,-378.6300000000001,0.0,2034.75,3628.1,2,2024-02-20
H028 2024 Fevereiro,Medidor faturado pela UFSC,2024.0,Fevereiro,6205615.0,Florianópolis - Trindade,B10C017964,H028,CASAN,Florianópolis - Trindade,Nativas do Horto Botânico,1.0,0.0,0.0,0.0,1.0,1796.0,1831.0,35.0,MÉDIO,VIDRO DO HIDROMETRO SUADO,477.46,477.46,-91.74999999999989,0.0,15.93,879.1,2,2024-02-20
H029 2024 Fevereiro,Medidor faturado pela UFSC,2024.0,Fevereiro,7297220.0,Florianópolis - Trindade,A08X051927,H029,CASAN,Florianópolis - Trindade,Moradia Estudantil - Portaria,1.0,0.0,0.0,0.0,1.0,269.0,274.0,5.0,LIDO,ALTO CONSUMO,64.76,64.76,-14.00999999999999,0.0,18.76,134.27,2,2024-02-20
H030 2024 Fevereiro,Medidor faturado pela UFSC,2024.0,Fevereiro,2296276.0,Florianópolis - Trindade,E11C000101,H030,CASAN,Florianópolis - Trindade,Moradia Estudantil,0.0,30.0,0.0,0.0,30.0,7475.0,8561.0,1086.0,LIDO,OK,12229.56,12229.56,-2721.630000000001,0.0,4341.31,26078.8,2,2024-02-20
H032 2024 Fevereiro,Medidor faturado pela UFSC,2024.0,Fevereiro,2296659.0,Florianópolis - Trindade,C11C001576,H032,CASAN,Florianópolis - Trindade,Biblioteca Central,1.0,0.0,0.0,0.0,1.0,34871.0,34433.0,0.0,LIDO/REVISÃO,CONFIRMAÇÃO LEITURA,37.31,37.31,-213.45,0.0,2184.05,2045.22,2,2024-02-20
