CODIGO,CATEGORIA,ANO,MES,MATRICULA,CAMPUS,N_HIDROMETRO,COD_HIDROMETRO,CONCESSIONARIA,CIDADE,LOCAL,ECON_PUB,ECON_RES,ECON_COM,ECON_IND,ECON_TOTAL,LEIT_ANT,LEIT_ATUAL,VOLUME_FATURADO,OCORRENCIA,ANORMALIDADE,VALOR_AGUA,VALOR_ESGOTO,DESCONTOS,OUTROS,MULTAS_JUROS,VALOR_TOTAL,MES_N,Dtime
H001 2018 Janeiro,Medidor faturado pela UFSC,2018.0,Janeiro,2297094.0,2018-01-18,A16S366817,H001,CASAN,Florianópolis,Almoxarifado,1.0,0.0,0.0,0.0,1.0,492.0,510.0,18.0,Lido,,144.93,,-13.7,,,131.23,1,2018-01-20
H002 2018 Janeiro,Medidor faturado pela UFSC,2018.0,Janeiro,2297116.0,2018-01-18,A04S381708,H002,CASAN,Florianópolis,Patrimônio e oficinas,2.0,0.0,0.0,0.0,2.0,4440.0,4468.0,28.0,Informado,,207.2,,-19.59,,,187.61,1,2018-01-20
H003 2018 Janeiro,Medidor faturado pela UFSC,2018.0,Janeiro,2297124.0,2018-01-18,C11C010369,H003,CASAN,Florianópolis,Biotério Central,1.0,0.0,0.0,0.0,1.0,10198.0,10527.0,329.0,Lido,,3358.5,,-317.39,,,3041.11,1,2018-01-20
H004 2018 Janeiro,Medidor faturado pela UFSC,2018.0,Janeiro,2297086.0,2018-01-18,Y11C059545,H004,CASAN,Florianópolis,Almoxarifado Central,1.0,0.0,0.0,0.0,1.0,2806.0,2861.0,55.0,Lido,,527.26,,-49.83,,,477.43,1,2018-01-20
H005 2018 Janeiro,Medidor faturado pela UFSC,2018.0,Janeiro,2297078.0,2018-01-18,B10C010667,H005,CASAN,Florianópolis,Engenharia Química,1.0,0.0,0.0,0.0,1.0,11976.0,12378.0,402.0,Lido,,4112.81,,-388.65,,,3724.16,1,2018-01-20
H006 2018 Janeiro,Medidor faturado pela UFSC,2018.0,Janeiro,9185569.0,2018-01-18,A11C032611,H006,CASAN,Florianópolis,Eng. Civil Bloco T,1.0,0.0,0.0,0.0,1.0,2865.0,2865.0,10.0,Mínimo,,62.27,,-5.88,,,56.39,1,2018-01-20
H007 2018 Janeiro,Medidor faturado pela UFSC,2018.0,Janeiro,9185550.0,2018-01-18,A11C047521,H007,CASAN,Florianópolis,Eng. Civil Bloco V,1.0,0.0,0.0,0.0,1.0,4171.0,4185.0,14.0,Informado,,103.6,,-9.79,,,93.81,1,2018-01-20
H008 2018 Janeiro,Medidor faturado pela UFSC,2018.0,Janeiro,2297159.0,2018-01-18,C11C010187,H008,CASAN,Florianópolis,Prefeitura e Restaurante,1.0,0.0,0.0,0.0,1.0,11531.0,11766.0,235.0,Informado,,2387.2,,-225.6,,,2161.6,1,2018-01-20
H009 2018 Janeiro,Medidor faturado pela UFSC,2018.0,Janeiro,2297140.0,2018-01-18,Y11C052787,H009,CASAN,Florianópolis,Prefeitura Universitária,1.0,0.0,0.0,0.0,1.0,2506.0,2508.0,10.0,Informado,,62.27,,-5.88,,,56.39,1,2018-01-20
H010 2018 Janeiro,Medidor faturado pela UFSC,2018.0,Janeiro,2297132.0,2018-01-18,C11C010472,H010,CASAN,Florianópolis,ETUSC,1.0,0.0,0.0,0.0,1.0,543.0,573.0,30.0,Lido,,268.93,,-25.42,,,243.51,1,2018-01-20
