CODIGO,CATEGORIA,ANO,MES,MATRICULA,CAMPUS,N_HIDROMETRO,COD_HIDROMETRO,CONCESSIONARIA,CIDADE,LOCAL,ECON_PUB,ECON_RES,ECON_COM,ECON_IND,ECON_TOTAL,LEIT_ANT,LEIT_ATUAL,VOLUME_FATURADO,OCORRENCIA,ANORMALIDADE,VALOR_AGUA,VALOR_ESGOTO,DESCONTOS,OUTROS,MULTAS_JUROS,VALOR_TOTAL,MES_N,Dtime
H001 2021 Julho,Medidor faturado pela UFSC,2021.0,Julho,2297094.0,Trindade,A16S366817,H001,CASAN,Florianópolis - Trindade,Almoxarifado e Transportes (PU 11 e 06),1.0,0.0,0.0,0.0,1.0,123.0,131.0,8.0,LIDO,0,65.84,0.0,-6.23,0.0,0.0,59.61,7,2021-07-20
H002 2021 Julho,Medidor faturado pela UFSC,2021.0,Julho,2297116.0,Trindade,A04S381708,H002,CASAN,Florianópolis - Trindade,"Patrimônio e Digitalização (DAG08 e 06), LAMAQ (CCB20)",1.0,0.0,1.0,0.0,2.0,449.0,510.0,61.0,LIDO,0,661.57,0.0,-62.53,0.0,0.0,599.04,7,2021-07-20
H003 2021 Julho,Medidor faturado pela UFSC,2021.0,Julho,2297124.0,Trindade,C11C010369,H003,CASAN,Florianópolis - Trindade,Biotério Central (BIC 01 a 10),1.0,0.0,0.0,0.0,1.0,23636.0,23765.0,129.0,LIDO/Revisão,0,1561.05,0.0,-147.52,0.0,0.0,1413.53,7,2021-07-20
H004 2021 Julho,Medidor faturado pela UFSC,2021.0,Julho,2297086.0,Trindade,B17C002619,H004,CASAN,Florianópolis - Trindade,"PU - Carpintaria e Serralheria (DAG01, 02 e 03)",1.0,0.0,0.0,0.0,1.0,0.0,20.0,49.0,LIDO/Revisão,0,561.85,0.0,-53.1,0.0,0.0,508.75,7,2021-07-20
H005 2021 Julho,Medidor faturado pela UFSC,2021.0,Julho,2297078.0,Trindade,B10C010667,H005,CASAN,Florianópolis - Trindade,"Engenharia Química - (CTC 19, 20, 21, 24 e 46)",1.0,0.0,0.0,0.0,1.0,406.0,506.0,100.0,LIDO,ALTO CONSUMO,1198.84,0.0,-113.29,0.0,0.0,1085.55,7,2021-07-20
H006 2021 Julho,Medidor faturado pela UFSC,2021.0,Julho,9185569.0,Trindade,A11C032611,H006,CASAN,Florianópolis - Trindade,Eng. Civil Bloco D,1.0,0.0,0.0,0.0,1.0,10.0,10.0,0.0,LIDO,HIDROMETRO PARADO,30.24,0.0,-2.86,0.0,0.0,27.38,7,2021-07-20
H007 2021 Julho,Medidor faturado pela UFSC,2021.0,Julho,9185550.0,Trindade,A11C047521,H007,CASAN,Florianópolis - Trindade,"Eng. Civil Bloco A, B e C",1.0,0.0,0.0,0.0,1.0,3599.0,3723.0,124.0,LIDO,0,1498.6,0.0,-141.62,0.0,0.0,1356.98,7,2021-07-20
H008 2021 Julho,Medidor faturado pela UFSC,2021.0,Julho,2297159.0,Trindade,C11C010187,H008,CASAN,Florianópolis - Trindade,"PU - Prefeitura Universitária (Hid., Elé., Vidra.) e Redondo",1.0,0.0,0.0,0.0,1.0,36446.0,36681.0,235.0,LIDO,0,2884.99,0.0,-272.63,0.0,0.0,2612.36,7,2021-07-20
H009 2021 Julho,Medidor faturado pela UFSC,2021.0,Julho,2297140.0,Trindade,Y11C052787,H009,CASAN,Florianópolis - Trindade,PU - Prefeitura Universitária (Edificação antiga da PU),1.0,0.0,0.0,0.0,1.0,76.0,78.0,2.0,LIDO,0,39.14,0.0,-3.69,0.0,0.0,35.45,7,2021-07-20
H010 2021 Julho,Medidor faturado pela UFSC,2021.0,Julho,2297132.0,Trindade,C11C010472,H010,CASAN,Florianópolis - Trindade,"PU - Prefeitura Universitária (DPAE, DFO, DMPI)",1.0,0.0,0.0,0.0,1.0,1714.0,1718.0,4.0,LIDO,0,48.04,0.0,-4.54,0.0,0.0,43.5,7,2021-07-20
