CODIGO,CATEGORIA,ANO,MES,MATRICULA,CAMPUS,N_HIDROMETRO,COD_HIDROMETRO,CONCESSIONARIA,CIDADE,LOCAL,ECON_PUB,ECON_RES,ECON_COM,ECON_IND,ECON_TOTAL,LEIT_ANT,LEIT_ATUAL,VOLUME_FATURADO,OCORRENCIA,ANORMALIDADE,VALOR_AGUA,VALOR_ESGOTO,DESCONTOS,OUTROS,MULTAS_JUROS,VALOR_TOTAL,MES_N,Dtime
H001 2023 Janeiro,Medidor faturado pela UFSC,2023.0,Janeiro,2297094.0,Trindade,A16S366817,H001,CASAN,Florianópolis - Trindade,Almoxarifado e Transportes (PU 11 e 06),1.0,0.0,0.0,0.0,1.0,735.0,769.0,34.0,LIDO,ALTO CONSUMO,434.44,0.0,-41.04,0.0,0.0,393.4,1,2023-01-20
H002 2023 Janeiro,Medidor faturado pela UFSC,2023.0,Janeiro,2297116.0,Trindade,A04S381708,H002,CASAN,Florianópolis - Trindade,"Patrimônio e Digitalização (DAG08 e 06), LAMAQ (CCB20)",1.0,0.0,1.0,0.0,2.0,2123.0,2172.0,49.0,LIDO/REVISÃO,CONFIRMACAO LEITURA,593.57,0.0,-56.1,0.0,0.0,537.47,1,2023-01-20
H003 2023 Janeiro,Medidor faturado pela UFSC,2023.0,Janeiro,2297124.0,Trindade,C11C010369,H003,CASAN,Florianópolis - Trindade,Biotério Central (BIC 01 a 10),1.0,0.0,0.0,0.0,1.0,2714.0,3010.0,296.0,MÉDIO,Eliminar problema de testada,4230.82,0.0,-399.81,0.0,0.0,3831.01,1,2023-01-20
H004 2023 Janeiro,Medidor faturado pela UFSC,2023.0,Janeiro,2297086.0,Trindade,B17C002619,H004,CASAN,Florianópolis - Trindade,"PU - Carpintaria e Serralheria (DAG01, 02 e 03)",1.0,0.0,0.0,0.0,1.0,570.0,588.0,18.0,LIDO,Vencido,202.6,0.0,-19.15,0.0,0.0,183.45,1,2023-01-20
H005 2023 Janeiro,Medidor faturado pela UFSC,2023.0,Janeiro,2297078.0,Trindade,B10C010667,H005,CASAN,Florianópolis - Trindade,"Engenharia Química - (CTC 19, 20, 21, 24 e 46)",1.0,0.0,0.0,0.0,1.0,3646.0,3942.0,296.0,MÉDIO,Eliminar problema de testada,4230.82,0.0,-399.81,0.0,0.0,3831.01,1,2023-01-20
H006 2023 Janeiro,Medidor faturado pela UFSC,2023.0,Janeiro,9185569.0,Trindade,A11C032611,H006,CASAN,Florianópolis - Trindade,Eng. Civil Bloco D,1.0,0.0,0.0,0.0,1.0,16.0,16.0,0.0,MÉDIO,Vidro Suado,35.08,0.0,-3.31,0.0,0.0,31.77,1,2023-01-20
H007 2023 Janeiro,Medidor faturado pela UFSC,2023.0,Janeiro,9185550.0,Trindade,A11C047521,H007,CASAN,Florianópolis - Trindade,"Eng. Civil Bloco A, B e C",1.0,0.0,0.0,0.0,1.0,5134.0,5260.0,126.0,MÉDIO,Vidro Suado,1767.52,0.0,-167.04,0.0,0.0,1600.48,1,2023-01-20
H008 2023 Janeiro,Medidor faturado pela UFSC,2023.0,Janeiro,2297159.0,Trindade,C11C010187,H008,CASAN,Florianópolis - Trindade,"PU - Prefeitura Universitária (Hid., Elé., Vidra.) e Redondo",1.0,0.0,0.0,0.0,1.0,50476.0,50546.0,70.0,LIDO/REVISÃO,CONFIRMACAO LEITURA,956.08,0.0,-90.34,0.0,0.0,865.74,1,2023-01-20
H009 2023 Janeiro,Medidor faturado pela UFSC,2023.0,Janeiro,2297140.0,Trindade,Y11C052787,H009,CASAN,Florianópolis - Trindade,PU - Prefeitura Universitária (Edificação antiga da PU),1.0,0.0,0.0,0.0,1.0,137.0,141.0,4.0,MÉDIO,Vidro Suado,55.72,0.0,-5.26,0.0,0.0,50.46,1,2023-01-20
H010 2023 Janeiro,Medidor faturado pela UFSC,2023.0,Janeiro,2297132.0,Trindade,C11C010472,H010,CASAN,Florianópolis - Trindade,"PU - Prefeitura Universitária (DPAE, DFO, DMPI)",1.0,0.0,0.0,0.0,1.0,2057.0,2094.0,37.0,MÉDIO,Eliminar problema de testada,477.91,0.0,-45.17,0.0,0.0,432.74,1,2023-01-20
H011 2023 Janeiro,Medidor faturado pela UFSC,2023.0,Janeiro,8149615.0,Trindade,C11C005249,H011,CASAN,Florianópolis - Trindade,"CCB - Blocos A, B, C e D - 1 - Córrego Grande",1.0,0.0,0.0,0.0,1.0,39133.0,39314.0,181.0,LIDO,Fatura vencida,2564.47,0.0,-242.33,0.0,0.0,2322.14,1,2023-01-20
H014 2023 Janeiro,Medidor não faturado pela UFSC,2023.0,Janeiro,17859999.0,Trindade,J15AA00002,H014,CASAN,Florianópolis  HU,Hospital Universitário - EBSERH,51.0,0.0,6.0,1.0,58.0,92878.0,98362.0,5484.0,LIDO/REVISÃO,CONFIRMAÇÃO LEITURA,77086.12,77086.12,-14569.28,0.0,0.0,139602.96,1,2023-01-20
H015 2023 Janeiro,Medidor faturado pela UFSC,2023.0,Janeiro,2296918.0,Trindade,B10C013878,H015,CASAN,Florianópolis - Trindade,Moradia Estudantil - Casa,1.0,0.0,0.0,0.0,1.0,190.0,205.0,15.0,MÉDIO,Eliminar problema de testada,159.13,159.13,-30.08,0.0,0.0,288.18,1,2023-01-20
H017 2023 Janeiro,Medidor faturado pela UFSC,2023.0,Janeiro,2296950.0,Trindade,C11C001906,H017,CASAN,Florianópolis - Trindade,CCS - Centro de Ciências da Saúde,1.0,0.0,0.0,0.0,1.0,1448.0,13646.0,389.0,MÉDIO,Eliminar problema de testada,5578.39,5578.39,-1054.32,0.0,0.0,10102.46,1,2023-01-20
H018 2023 Janeiro,Medidor faturado pela UFSC,2023.0,Janeiro,2296640.0,Trindade,A13C043935,H018,CASAN,Florianópolis - Trindade,SSI - Secretaria de Assuntos Institucionais,1.0,0.0,0.0,0.0,1.0,4524.0,4557.0,33.0,MÉDIO,Eliminar problema de testada,419.95,419.95,-79.38,0.0,0.0,760.52,1,2023-01-20
