CODIGO,CATEGORIA,ANO,MÊS,MATRICULA,CAMPUS,N_HIDROMETRO,COD_HIDROMETRO,CONCESSIONARIA,CIDADE,LOCAL,ECON_PUB,ECON_RES,ECON_COM,ECON_IND,ECON_TOTAL,LEIT_ANT,LEIT_ATUAL,VOLUME_CONSUMIDO,VOLUME_FATURADO,OCORRENCIA,ANORMALIDADE,VALOR_AGUA,VALOR_ESGOTO,DESCONTOS,OUTROS,MULTAS_JUROS,VALOR_TOTAL,VERIFICACAO,DIFERENCA
H001 2019 Agosto,Medidor faturado pela UFSC,2019,Agosto,2297094,Trindade,A16S366817,H001,CASAN,Florianópolis - Trindade,Almoxarifado e Transportes (PU 11 e 06),1,0,0,0,1,1152.0,1187.0,35.0,35.0,Lido,ok,334.67,0.0,-31.63,0,0.0,303.04,303.04,0
H002 2019 Agosto,Medidor faturado pela UFSC,2019,Agosto,2297116,Trindade,A04S381708,H002,CASAN,Florianópolis - Trindade,"Patrimônio e Digitalização (DAG08 e 06), LAMAQ (CCB20)",1,0,1,0,2,5695.0,5723.0,28.0,28.0,Lido,ok,216.3,0.0,-20.44,0,0.0,195.86,195.86,0
H003 2019 Agosto,Medidor faturado pela UFSC,2019,Agosto,2297124,Trindade,C11C010369,H003,CASAN,Florianópolis - Trindade,Biotério Central (BIC 01 a 10),1,0,0,0,1,16492.0,16818.0,326.0,326.0,Lido,ok,3473.57,0.0,-328.26,0,0.0,3145.31,3145.3100000000004,0
H004 2019 Agosto,Medidor faturado pela UFSC,2019,Agosto,2297086,Trindade,B17C002619,H004,CASAN,Florianópolis - Trindade,"PU - Carpintaria e Serralheria (DAG01, 02 e 03)",1,0,0,0,1,2313.0,2593.0,280.0,280.0,Informado,ALTO CONSUMO: O VOLUME FORNECIDO ULTRAPASSOU 30% A SUA MÉDIA.,2977.39,0.0,-281.35,0,0.0,2696.04,2696.04,0
H005 2019 Agosto,Medidor faturado pela UFSC,2019,Agosto,2297078,Trindade,B10C010667,H005,CASAN,Florianópolis - Trindade,"Engenharia Química - (CTC 19, 20, 21, 24 e 46)",1,0,0,0,1,19353.0,19434.0,81.0,81.0,Informado,Confirmação de leitura,830.85,0.0,-78.52,0,0.0,752.33,752.33,0
H006 2019 Agosto,Medidor faturado pela UFSC,2019,Agosto,9185569,Trindade,A11C032611,H006,CASAN,Florianópolis - Trindade,Eng. Civil Bloco D,1,0,0,0,1,2.0,2.0,0.0,10.0,Mínimo,Hidrômetro parado,65.0,0.0,-6.14,0,0.0,58.86,58.86,0
H007 2019 Agosto,Medidor faturado pela UFSC,2019,Agosto,9185550,Trindade,A11C047521,H007,CASAN,Florianópolis - Trindade,"Eng. Civil Bloco A, B e C",1,0,0,0,1,64.0,158.0,94.0,94.0,Informado,ALTO CONSUMO: O VOLUME FORNECIDO ULTRAPASSOU 30% A SUA MÉDIA.,971.08,0.0,-91.76,0,0.0,879.32,879.32,0
H008 2019 Agosto,Medidor faturado pela UFSC,2019,Agosto,2297159,Trindade,C11C010187,H008,CASAN,Florianópolis - Trindade,"PU - Prefeitura Universitária (Hid., Elé., Vidra.) e Redondo",1,0,0,0,1,26327.0,27078.0,751.0,751.0,Lido,ok,8057.87,0.0,-761.48,0,0.0,7296.39,7296.389999999999,0
H009 2019 Agosto,Medidor faturado pela UFSC,2019,Agosto,2297140,Trindade,Y11C052787,H009,CASAN,Florianópolis - Trindade,PU - Prefeitura Universitária (Edificação antiga da PU),1,0,0,0,1,18.0,22.0,4.0,10.0,Mínimo,ok,65.0,0.0,-6.14,0,0.0,58.86,58.86,0
H010 2019 Agosto,Medidor faturado pela UFSC,2019,Agosto,2297132,Trindade,C11C010472,H010,CASAN,Florianópolis - Trindade,"PU - Prefeitura Universitária (DPAE, DFO, DMPI)",1,0,0,0,1,1391.0,1429.0,38.0,38.0,Lido,ok,367.03,0.0,-34.69,0,0.0,332.34,332.34,0
H011 2019 Agosto,Medidor faturado pela UFSC,2019,Agosto,8149615,Trindade,C11C005249,H011,CASAN,Florianópolis - Trindade,"CCB - Blocos A, B, C e D - 1 - Córrego Grande",1,0,0,0,1,34093.0,34541.0,448.0,448.0,Informado,Confirmação de leitura,4789.53,0.0,-452.62,0,0.0,4336.91,4336.91,0
H014 2019 Agosto,Medidor faturado pela UFSC,2019,Agosto,2296969,Trindade,J15AA00002,H014,CASAN,Florianópolis  HU,Hospital Universitário - EBSERH,51,0,6,1,58,575068.0,586003.0,10935.0,10935.0,Lido,ok,117778.06,117778.06,-22438.75,0,18160.13,231277.5,231277.5,0
H015 2019 Agosto,Medidor faturado pela UFSC,2019,Agosto,2296918,Trindade,B10C013878,H015,CASAN,Florianópolis - Trindade,Moradia Estudantil - Casa,1,0,0,0,1,14.0,20.0,6.0,10.0,Informado,Confirmação de leitura,65.0,65.0,-12.29,0,0.0,117.71,117.71000000000001,0
H017 2019 Agosto,Medidor faturado pela UFSC,2019,Agosto,2296950,Trindade,C11C001906,H017,CASAN,Florianópolis - Trindade,CCS - Centro de Ciências da Saúde,1,0,0,0,1,3131.0,3718.0,587.0,587.0,Lido,ok,6288.87,6288.87,-1188.6,0,0.0,11389.14,11389.14,0
H018 2019 Agosto,Medidor faturado pela UFSC,2019,Agosto,2296640,Trindade,A13C043935,H018,CASAN,Florianópolis - Trindade,SSI - Secretaria de Assuntos Institucionais,1,0,0,0,1,2615.0,2660.0,45.0,45.0,Lido,ok,442.54,442.54,-83.63,0,0.0,801.45,801.45,0
H019 2019 Agosto,Medidor faturado pela UFSC,2019,Agosto,9097821,Trindade,C11C005250,H019,CASAN,Florianópolis - Trindade,CSE 2 - CSE 9 e 10 (Bl F e G),1,0,1,0,2,4982.0,5050.0,68.0,68.0,Lido,ok,647.76,647.76,-122.43,0,0.0,1173.09,1173.09,0
H020 2019 Agosto,Medidor faturado pela UFSC,2019,Agosto,2296829,Trindade,C11C009540,H020,CASAN,Florianópolis - Trindade,"CSE 1 - CSE 1 ao 4 (Bl A, B, C e D) e CCJ 1 e 2 (Bl E e F)",1,0,0,0,1,8250.0,8426.0,176.0,176.0,Informado,Confirmação de leitura,1855.58,1855.58,-350.7,0,0.0,3360.46,3360.46,0
H021 2019 Agosto,Medidor faturado pela UFSC,2019,Agosto,2296632,Trindade,B10C001813,H021,CASAN,Florianópolis - Trindade,Igrejinha UFSC (DAC 01 a 03 e DEX01),2,0,0,0,2,3848.0,3997.0,149.0,149.0,Lido,ALTO CONSUMO: O VOLUME FORNECIDO ULTRAPASSOU 30% A SUA MÉDIA.,1521.48,1521.48,-287.56,0,0.0,2755.4,2755.4,0
H023 2019 Agosto,Medidor faturado pela UFSC,2019,Agosto,2296934,Trindade,B10C010114,H023,CASAN,Florianópolis - Trindade,Associação Volantes 1,1,0,0,0,1,9229.0,9420.0,191.0,191.0,Lido,ok,2017.38,2017.38,-381.29,0,0.0,3653.47,3653.4700000000003,0
H024 2019 Agosto,Medidor faturado pela UFSC,2019,Agosto,2296926,Trindade,A96C161864,H024,CASAN,Florianópolis - Trindade,Associação Volantes 2,1,0,1,0,2,358.0,278.0,-80.0,20.0,Mínimo,Confirmação de leitura,130.0,130.0,-24.57,0,0.0,235.43,235.43,0
H025 2019 Agosto,Medidor faturado pela UFSC,2019,Agosto,2296900,Trindade,C11C001273,H025,CASAN,Florianópolis - Trindade,CFM  Bloco A,1,0,0,0,1,24153.0,24778.0,625.0,625.0,Informado,Hidrômetro invertido,6698.76,6698.76,-1266.07,0,0.0,12131.45,12131.45,0
H026 2019 Agosto,Medidor faturado pela UFSC,2019,Agosto,9912770,Trindade,A10C023447,H026,CASAN,Florianópolis - Trindade,CFM  Bloco B,1,0,0,0,1,256.0,282.0,26.0,26.0,Lido,ok,237.59,237.59,-44.91,0,0.0,430.27,430.27,0
H027 2019 Agosto,Medidor faturado pela UFSC,2019,Agosto,16701186,Trindade,C11C009484,H027,CASAN,Florianópolis - Trindade,Colégio de Aplicação,1,0,0,0,1,46770.0,47301.0,531.0,531.0,Informado,Confirmação de leitura,5684.82,5684.82,-1074.43,0,0.0,10295.21,10295.21,0
H028 2019 Agosto,Medidor faturado pela UFSC,2019,Agosto,6205615,Trindade,B10C017964,H028,CASAN,Florianópolis - Trindade,Nativas do Horto Botânico,1,0,0,0,1,114.0,124.0,10.0,10.0,Média,"FATURA EMITIDA PELA MÉDIA, ELIMINE A ANORMALIDADE CONSTRUINDO O ABRIGO PADRÃO NA TESTADA DO IMÓVEL.",65.0,65.0,-12.29,0,0.0,117.71,117.71000000000001,0
H029 2019 Agosto,Medidor faturado pela UFSC,2019,Agosto,7297220,Trindade,A08X051927,H029,CASAN,Florianópolis - Trindade,Moradia Estudantil - Portaria,1,0,0,0,1,2040.0,2043.0,3.0,10.0,Mínimo,ok,65.0,65.0,-12.29,0,0.0,117.71,117.71000000000001,0
