CODIGO,CATEGORIA,ANO,MÊS,MATRICULA,CAMPUS,N_HIDROMETRO,COD_HIDROMETRO,CONCESSIONARIA,CIDADE,LOCAL,ECON_PUB,ECON_RES,ECON_COM,ECON_IND,ECON_TOTAL,LEIT_ANT,LEIT_ATUAL,VOLUME_CONSUMIDO,VOLUME_FATURADO,OCORRENCIA,ANORMALIDADE,VALOR_AGUA,VALOR_ESGOTO,DESCONTOS,OUTROS,MULTAS_JUROS,VALOR_TOTAL,VERIFICACAO,DIFERENCA
H001 2017 Dezembro,Medidor faturado pela UFSC,2017,Dezembro,2297094,2017-12-19,A16S366817,H001,CASAN,Florianópolis,Almoxarifado,1.0,,,,1,457,492.0,35,35.0,Lido,,320.6,,-30.3,,,290.3,290.3,0
H002 2017 Dezembro,Medidor faturado pela UFSC,2017,Dezembro,2297116,2017-12-19,A04S381708,H002,CASAN,Florianópolis,Patrimônio e oficinas,2.0,,,,2,4370,4440.0,70,70.0,Lido,,641.19,,-60.6,,,580.59,580.59,0
H003 2017 Dezembro,Medidor faturado pela UFSC,2017,Dezembro,2297124,2017-12-19,C11C010369,H003,CASAN,Florianópolis,Biotério Central,1.0,,,,1,9833,10198.0,365,365.0,Lido,,3730.49,,-352.52,,,3377.97,3377.97,0
H004 2017 Dezembro,Medidor faturado pela UFSC,2017,Dezembro,2297086,2017-12-19,Y11C059545,H004,CASAN,Florianópolis,Almoxarifado Central,1.0,,,,1,2722,2806.0,84,84.0,Lido,,826.91,,-78.14,,,748.77,748.77,0
H005 2017 Dezembro,Medidor faturado pela UFSC,2017,Dezembro,2297078,2017-12-19,B10C010667,H005,CASAN,Florianópolis,Engenharia Química,1.0,,,,1,11616,11976.0,360,360.0,Lido,,3678.82,,-347.64,,,3331.18,3331.1800000000003,0
H006 2017 Dezembro,Medidor faturado pela UFSC,2017,Dezembro,9185569,2017-12-19,A11C032611,H006,CASAN,Florianópolis,Eng. Civil Bloco T,1.0,,,,1,2864,2865.0,1,10.0,Mínimo,,62.27,,-5.88,,,56.39,56.39,0
H007 2017 Dezembro,Medidor faturado pela UFSC,2017,Dezembro,9185550,2017-12-19,A11C047521,H007,CASAN,Florianópolis,Eng. Civil Bloco V,1.0,,,,1,4142,4171.0,29,29.0,Lido,,258.6,,-24.44,,,234.16,234.16000000000003,0
H008 2017 Dezembro,Medidor faturado pela UFSC,2017,Dezembro,2297159,2017-12-19,C11C010187,H008,CASAN,Florianópolis,Prefeitura e Restaurante,1.0,,,,1,10982,11531.0,549,549.0,Lido,,5631.76,,-532.2,,,5099.56,5099.56,0
H009 2017 Dezembro,Medidor faturado pela UFSC,2017,Dezembro,2297140,2017-12-19,Y11C052787,H009,CASAN,Florianópolis,Prefeitura Universitária,1.0,,,,1,2502,2506.0,4,10.0,Informado,,62.27,,-5.88,,,56.39,56.39,0
H010 2017 Dezembro,Medidor faturado pela UFSC,2017,Dezembro,2297132,2017-12-19,C11C010472,H010,CASAN,Florianópolis,ETUSC,1.0,,,,1,498,543.0,45,45.0,Lido,,423.93,,-40.07,,,383.86,383.86,0
H011 2017 Dezembro,Medidor faturado pela UFSC,2017,Dezembro,8149615,2017-12-19,C11C005249,H011,CASAN,Florianópolis,CCB MIP 1,1.0,,,,1,17133,17698.0,565,565.0,Informado,,5797.09,,-547.82,,,5249.27,5249.27,0
H014 2017 Dezembro,Medidor faturado pela UFSC,2017,Dezembro,2296969,2017-12-22,J15AA00002,H014,CASAN,Florianópolis,Hospital Universitário,51.0,,6.0,1.0,58,347370,358476.0,11106,11106.0,Lido,,114639.3,114639.3,-21697.46,16593.3,,224174.44,224174.44,0
H015 2017 Dezembro,Medidor faturado pela UFSC,2017,Dezembro,2296918,2017-12-20,B10C013878,H015,CASAN,Florianópolis,Moradia Estudantil Pequena,1.0,,,,1,1265,1308.0,43,43.0,Lido,,403.26,403.26,-76.22,,,730.3,730.3,0
H017 2017 Dezembro,Medidor faturado pela UFSC,2017,Dezembro,2296950,2017-12-19,C11C001906,H017,CASAN,Florianópolis,Centro de Ciências da Saúde,1.0,,,,1,21942,22724.0,782,782.0,Lido,,8039.35,8039.35,-1519.44,,,14559.26,14559.26,0
H018 2017 Dezembro,Medidor faturado pela UFSC,2017,Dezembro,2296640,2017-12-20,A13C043935,H018,CASAN,Florianópolis,DAE,1.0,,,,1,1359,1454.0,95,95.0,Lido,,940.58,940.58,-177.77,,,1703.39,1703.39,0
