CODIGO,CATEGORIA,ANO,MÊS,MATRICULA,CAMPUS,N_HIDROMETRO,COD_HIDROMETRO,CONCESSIONARIA,CIDADE,LOCAL,ECON_PUB,ECON_RES,ECON_COM,ECON_IND,ECON_TOTAL,LEIT_ANT,LEIT_ATUAL,VOLUME_CONSUMIDO,VOLUME_FATURADO,OCORRENCIA,ANORMALIDADE,VALOR_AGUA,VALOR_ESGOTO,DESCONTOS,OUTROS,MULTAS_JUROS,VALOR_TOTAL,VERIFICACAO,DIFERENCA
H001 2016 Novembro,1,2016,Novembro,2297094,2016-11-18,A00S096899,H001,CASAN,Florianópolis,Almoxarifado,1.0,,,,1,3464.0,1.0,-3463,39.0,Informado,,341.18,,-32.79,,5.75,314.14,314.14,0
H002 2016 Novembro,2,2016,Novembro,2297116,2016-11-18,A04S381708,H002,CASAN,Florianópolis,Patrimônio e oficinas,2.0,,,,2,3217.0,3232.0,15,20.0,Mínimo,,117.4,,-11.34,,2.69,108.75,108.75,0
H003 2016 Novembro,3,2016,Novembro,2297124,2016-11-18,C11C010369,H003,CASAN,Florianópolis,Biotério Central,1.0,,,,1,5204.0,5483.0,279,279.0,Lido,,2678.98,,-258.46,,56.1,2476.62,2476.62,0
H004 2016 Novembro,4,2016,Novembro,2297086,2016-11-18,Y11C059545,H004,CASAN,Florianópolis,Almoxarifado Central,1.0,,,,1,1355.0,1460.0,105,105.0,Lido,,984.08,,-94.04,,11.03,901.07,901.07,0
H005 2016 Novembro,5,2016,Novembro,2297078,2016-11-18,B10C010667,H005,CASAN,Florianópolis,Engenharia Química,1.0,,,,1,7372.0,7547.0,175,175.0,Lido,,1665.93,,-161.15,,39.39,1544.17,1544.17,0
H006 2016 Novembro,6,2016,Novembro,9185569,2016-11-18,A11C032611,H006,CASAN,Florianópolis,Eng. Civil Bloco T,1.0,,,,1,2860.0,2860.0,0,10.0,Informado,,58.7,,-5.82,,2.83,55.71,55.71,0
H007 2016 Novembro,7,2016,Novembro,9185550,2016-11-18,A11C047521,H007,CASAN,Florianópolis,Eng. Civil Bloco V,1.0,,,,1,3332.0,3424.0,92,92.0,Lido,,857.45,,-82.56,,16.1,790.99,790.99,0
H008 2016 Novembro,8,2016,Novembro,2297159,2016-11-18,C11C010187,H008,CASAN,Florianópolis,Prefeitura e Restaurante,1.0,,,,1,4359.0,5081.0,722,722.0,Lido,,6994.15,,-671.35,,110.11,6432.91,6432.91,0
H009 2016 Novembro,9,2016,Novembro,2297140,2016-11-18,Y11C052787,H009,CASAN,Florianópolis,Prefeitura Universitária,1.0,,,,1,1892.0,1926.0,34,34.0,Lido,,292.48,,-28.29,,6.82,271.01,271.01,0
H010 2016 Novembro,10,2016,Novembro,2297132,2016-11-18,C11C010472,H010,CASAN,Florianópolis,ETUSC,1.0,,,,1,192.0,199.0,7,10.0,Mínimo,,58.7,,-5.65,,1.08,54.13,54.13,0
