CODIGO,CATEGORIA,ANO,MÊS,MATRICULA,CAMPUS,N_HIDROMETRO,COD_HIDROMETRO,CONCESSIONARIA,CIDADE,LOCAL,ECON_PUB,ECON_RES,ECON_COM,ECON_IND,ECON_TOTAL,LEIT_ANT,LEIT_ATUAL,VOLUME_CONSUMIDO,VOLUME_FATURADO,OCORRENCIA,ANORMALIDADE,VALOR_AGUA,VALOR_ESGOTO,DESCONTOS,OUTROS,MULTAS_JUROS,VALOR_TOTAL,VERIFICACAO,DIFERENCA
H001 2016 Maio,1,2016,Maio,2297094,2016-05-31,A00S096899,H001,CASAN,Florianópolis,Almoxarifado,1.0,,,,1,3229,3255,26,26,Médio,,193.62,,-18.3,,,175.32,175.32,0
H002 2016 Maio,2,2016,Maio,2297116,2016-05-31,A04S381708,H002,CASAN,Florianópolis,Patrimônio e oficinas,2.0,,,,2,3133,3153,20,20,Médio,,105.94,,-10.02,,,95.92,95.92,0
H003 2016 Maio,3,2016,Maio,2297124,2016-05-31,C11C010369,H003,CASAN,Florianópolis,Biotério Central,1.0,,,,1,3293,3658,365,365,Médio,,3173.6,,-299.91,,,2873.69,2873.69,0
H004 2016 Maio,4,2016,Maio,2297086,2016-05-31,Y11C059545,H004,CASAN,Florianópolis,Almoxarifado Central,1.0,,,,1,874,967,93,93,Médio,,782.58,,-73.96,,,708.62,708.62,0
H005 2016 Maio,5,2016,Maio,2297078,2016-05-31,B10C010667,H005,CASAN,Florianópolis,Engenharia Química,1.0,,,,1,5975,6134,159,159,Médio,,1362.75,,-128.78,,,1233.97,1233.97,0
H006 2016 Maio,6,2016,Maio,9185569,2016-05-31,A11C032611,H006,CASAN,Florianópolis,Eng. Civil Bloco T,1.0,,,,1,2602,2634,32,32,Médio,,246.36,,-23.28,,,223.08,223.08,0
H007 2016 Maio,7,2016,Maio,9185550,2016-05-31,A11C047521,H007,CASAN,Florianópolis,Eng. Civil Bloco V,1.0,,,,1,2653,2698,45,45,Médio,,360.64,,-34.08,,,326.56,326.56,0
H008 2016 Maio,8,2016,Maio,2297159,2016-05-31,C11C010187,H008,CASAN,Florianópolis,Prefeitura e Restaurante,1.0,,,,1,938,1466,528,528,Médio,,4606.45,,-435.3,,,4171.15,4171.15,0
H009 2016 Maio,9,2016,Maio,2297140,2016-05-31,Y11C052787,H009,CASAN,Florianópolis,Prefeitura Universitária,1.0,,,,1,1639,1668,29,29,Médio,,219.99,,-20.79,,,199.2,199.2,0
H010 2016 Maio,10,2016,Maio,2297132,2016-05-31,C11C010472,H010,CASAN,Florianópolis,ETUSC,1.0,,,,1,162,172,10,10,Médio,,52.97,,-5.0,,,47.97,47.97,0
H011 2016 Maio,11,2016,Maio,8149615,2016-05-31,C11C005249,H011,CASAN,Florianópolis,CCB MIP 1,1.0,,,,1,1762,2804,1042,1042,Médio,,9124.77,,-862.29,,,8262.48,8262.48,0
H014 2016 Maio,12,2016,Maio,2296969,2016-05-24,J15AA00002,H014,CASAN,Florianópolis,Hospital Universitário,51.0,,6.0,1.0,58,114226,129015,14789,14789,Lido,,130765.14,130765.14,,,,261530.28,261530.28,0
