CODIGO,CATEGORIA,ANO,MÊS,MATRICULA,CAMPUS,N_HIDROMETRO,COD_HIDROMETRO,CONCESSIONARIA,CIDADE,LOCAL,ECON_PUB,ECON_RES,ECON_COM,ECON_IND,ECON_TOTAL,LEIT_ANT,LEIT_ATUAL,VOLUME_CONSUMIDO,VOLUME_FATURADO,OCORRENCIA,ANORMALIDADE,VALOR_AGUA,VALOR_ESGOTO,DESCONTOS,OUTROS,MULTAS_JUROS,VALOR_TOTAL,VERIFICACAO,DIFERENCA
H001 2015 Novembro,1,2015,Novembro,2297094,2015-11-20 00:00:00,A00S096899,H001,CASAN,Florianópolis,Almoxarifado,1.0,,,,1,3070,3107,37.0,37,Lido,,290.31,,-27.43,,,262.88,262.88,0
H002 2015 Novembro,2,2015,Novembro,2297116,2015-11-20 00:00:00,A04S381708,H002,CASAN,Florianópolis,Patrimônio e oficinas,2.0,,,,2,3063,3077,14.0,20,Mínimo,,105.94,,-10.02,,,95.92,95.92,0
H003 2015 Novembro,3,2015,Novembro,2297124,2015-11-20 00:00:00,C11C010369,H003,CASAN,Florianópolis,Biotério Central,1.0,,,,1,1101,1416,315.0,315,Lido,,2734.07,,-258.37,,,2475.7,2475.7000000000003,0
H004 2015 Novembro,4,2015,Novembro,2297086,2015-11-20 00:00:00,Y11C059545,H004,CASAN,Florianópolis,Almoxarifado Central,1.0,,,,1,316,393,77.0,77,Lido,,641.93,,-60.66,,,581.27,581.27,0
H005 2015 Novembro,5,2015,Novembro,2297078,2015-11-20 00:00:00,B10C010667,H005,CASAN,Florianópolis,Engenharia Química,1.0,,,,1,5017,5211,194.0,194,Lido,,1670.42,,-157.85,,,1512.57,1512.5700000000002,0
H006 2015 Novembro,6,2015,Novembro,9185569,2015-11-20 00:00:00,A11C032611,H006,CASAN,Florianópolis,Eng. Civil Bloco T,1.0,,,,1,2410,2443,33.0,33,Lido,,255.15,,-24.11,,,231.04,231.04000000000002,0
H007 2015 Novembro,7,2015,Novembro,9185550,2015-11-20 00:00:00,A11C047521,H007,CASAN,Florianópolis,Eng. Civil Bloco V,1.0,,,,1,2391,2474,83.0,83,Lido,,694.68,,-65.65,,,629.03,629.03,0
H008 2015 Novembro,8,2015,Novembro,2297159,2015-11-20 00:00:00,B10C010670,H008,CASAN,Florianópolis,Prefeitura e Restaurante,1.0,,,,1,13388,13962,574.0,574,Lido,,5010.81,,-473.52,,,4537.29,4537.290000000001,0
H009 2015 Novembro,9,2015,Novembro,2297140,2015-11-20 00:00:00,Y11C052787,H009,CASAN,Florianópolis,Prefeitura Universitária,1.0,,,,1,1463,1496,33.0,33,Lido,,255.15,,-24.11,,,231.04,231.04000000000002,0
H010 2015 Novembro,10,2015,Novembro,2297132,2015-11-23 00:00:00,C11C010472,H010,CASAN,Florianópolis,ETUSC,1.0,,,,1,135,140,5.0,10,Informado,,52.97,,-5.0,,,47.97,47.97,0
H011 2015 Novembro,11,2015,Novembro,8149615,2015-11-20 00:00:00,B10C010661,H011,CASAN,Florianópolis,CCB MIP 1,1.0,,,,1,23167,24277,1110.0,1110,Lido,,9722.52,,-918.79,,,8803.73,8803.73,0
H014 2015 Novembro,12,2015,Novembro,2296969,2015-11-20 00:00:00,J15AA00002,H014,CASAN,Florianópolis,Hospital Universitário,51.0,,6.0,1.0,58,43305,55733,12428.0,12428,Lido,,109456.99,109456.99,-20687.37,,,198226.61,198226.61000000002,0
