CODIGO,CATEGORIA,ANO,MÊS,MATRICULA,CAMPUS,N_HIDROMETRO,COD_HIDROMETRO,CONCESSIONARIA,CIDADE,LOCAL,ECON_PUB,ECON_RES,ECON_COM,ECON_IND,ECON_TOTAL,LEIT_ANT,LEIT_ATUAL,VOLUME_CONSUMIDO,VOLUME_FATURADO,OCORRENCIA,ANORMALIDADE,VALOR_AGUA,VALOR_ESGOTO,DESCONTOS,OUTROS,MULTAS_JUROS,VALOR_TOTAL,VERIFICACAO,DIFERENCA
H001 2021 Março,Medidor faturado pela UFSC,2021,Março,2297094,Trindade,A16S366817,H001,CASAN,Florianópolis - Trindade,Almoxarifado e Transportes (PU 11 e 06),1,0,0,0,1,90,101,11,11,LIDO,OK,85.07,0.0,-8.03,0.0,0,77.04,77.03999999999999,0.0
H002 2021 Março,Medidor faturado pela UFSC,2021,Março,2297116,Trindade,A04S381708,H002,CASAN,Florianópolis - Trindade,"Patrimônio e Digitalização (DAG08 e 06), LAMAQ (CCB20)",1,0,1,0,2,213,277,64,64,LIDO,ALTO CONSUMO,681.7,0.0,-64.42,0.0,0,617.28,617.2800000000001,0.0
H003 2021 Março,Medidor faturado pela UFSC,2021,Março,2297124,Trindade,C11C010369,H003,CASAN,Florianópolis - Trindade,Biotério Central (BIC 01 a 10),1,0,0,0,1,23250,23351,101,101,LIDO,OK,1181.27,0.0,-111.63,0.0,0,1069.64,1069.6399999999999,0.0
H004 2021 Março,Medidor faturado pela UFSC,2021,Março,2297086,Trindade,B17C002619,H004,CASAN,Florianópolis - Trindade,"PU - Carpintaria e Serralheria (DAG01, 02 e 03)",1,0,0,0,1,3659,3710,51,51,LIDO,OK,572.27,0.0,-54.08,0.0,0,518.19,518.1899999999999,0.0
H005 2021 Março,Medidor faturado pela UFSC,2021,Março,2297078,Trindade,B10C010667,H005,CASAN,Florianópolis - Trindade,"Engenharia Química - (CTC 19, 20, 21, 24 e 46)",1,0,0,0,1,192,243,51,51,LIDO,OK,572.27,0.0,-54.08,0.0,0,518.19,518.1899999999999,0.0
H006 2021 Março,Medidor faturado pela UFSC,2021,Março,9185569,Trindade,A11C032611,H006,CASAN,Florianópolis - Trindade,Eng. Civil Bloco D,1,0,0,0,1,10,10,0,0,LIDO,HIDRÔMETRO PARADO,29.49,0.0,-2.78,0.0,0,26.71,26.709999999999997,0.0
H007 2021 Março,Medidor faturado pela UFSC,2021,Março,9185550,Trindade,A11C047521,H007,CASAN,Florianópolis - Trindade,"Eng. Civil Bloco A, B e C",1,0,0,0,1,3011,3059,48,48,LIDO/REVISÃO,OK,535.73,0.0,-50.63,0.0,0,485.1,485.1,0.0
H008 2021 Março,Medidor faturado pela UFSC,2021,Março,2297159,Trindade,C11C010187,H008,CASAN,Florianópolis - Trindade,"PU - Prefeitura Universitária (Hid., Elé., Vidra.) e Redondo",1,0,0,0,1,34478,35142,664,664,LIDO/REVISÃO,ALTO CONSUMO,8038.61,0.0,-759.65,0.0,0,7278.96,7278.96,0.0
H009 2021 Março,Medidor faturado pela UFSC,2021,Março,2297140,Trindade,Y11C052787,H009,CASAN,Florianópolis - Trindade,PU - Prefeitura Universitária (Edificação antiga da PU),1,0,0,0,1,68,70,2,2,LIDO,OK,38.17,0.0,-3.61,0.0,0,34.56,34.56,0.0
H010 2021 Março,Medidor faturado pela UFSC,2021,Março,2297132,Trindade,C11C010472,H010,CASAN,Florianópolis - Trindade,"PU - Prefeitura Universitária (DPAE, DFO, DMPI)",1,0,0,0,1,1703,1705,2,2,LIDO,OK,38.17,0.0,-3.61,0.0,0,34.56,34.56,0.0
