CODIGO,CATEGORIA,ANO,MÊS,MATRICULA,CAMPUS,N_HIDROMETRO,COD_HIDROMETRO,CONCESSIONARIA,CIDADE,LOCAL,ECON_PUB,ECON_RES,ECON_COM,ECON_IND,ECON_TOTAL,LEIT_ANT,LEIT_ATUAL,VOLUME_CONSUMIDO,VOLUME_FATURADO,OCORRENCIA,ANORMALIDADE,VALOR_AGUA,VALOR_ESGOTO,DESCONTOS,OUTROS,MULTAS_JUROS,VALOR_TOTAL,VERIFICACAO,DIFERENCA
H001 2019 Outubro,Medidor faturado pela UFSC,2019,Outubro,2297094,Trindade,A16S366817,H001,CASAN,Florianópolis - Trindade,Almoxarifado e Transportes (PU 11 e 06),1,0,0,0,1,1210.0,1239.0,29.0,29.0,Lido,0,269.95,0.0,-25.51,0,0.0,244.44,244.44,0
H002 2019 Outubro,Medidor faturado pela UFSC,2019,Outubro,2297116,Trindade,A04S381708,H002,CASAN,Florianópolis - Trindade,"Patrimônio e Digitalização (DAG08 e 06), LAMAQ (CCB20)",1,0,1,0,2,5743.0,5769.0,26.0,26.0,Lido,0,194.73,0.0,-18.41,0,0.0,176.32,176.32,0
H003 2019 Outubro,Medidor faturado pela UFSC,2019,Outubro,2297124,Trindade,C11C010369,H003,CASAN,Florianópolis - Trindade,Biotério Central (BIC 01 a 10),1,0,0,0,1,17076.0,17440.0,364.0,364.0,Lido,0,3883.46,0.0,-366.98,0,0.0,3516.48,3516.48,0
H004 2019 Outubro,Medidor faturado pela UFSC,2019,Outubro,2297086,Trindade,B17C002619,H004,CASAN,Florianópolis - Trindade,"PU - Carpintaria e Serralheria (DAG01, 02 e 03)",1,0,0,0,1,2618.0,2659.0,41.0,41.0,informado,CONFIRMACAO LEITURA,399.39,0.0,-37.74,0,0.0,361.65,361.65,0
H005 2019 Outubro,Medidor faturado pela UFSC,2019,Outubro,2297078,Trindade,B10C010667,H005,CASAN,Florianópolis - Trindade,"Engenharia Química - (CTC 19, 20, 21, 24 e 46)",1,0,0,0,1,19534.0,19639.0,105.0,105.0,Lido,0,1089.73,0.0,-102.98,0,0.0,986.75,986.75,0
H006 2019 Outubro,Medidor faturado pela UFSC,2019,Outubro,9185569,Trindade,A11C032611,H006,CASAN,Florianópolis - Trindade,Eng. Civil Bloco D,1,0,0,0,1,2.0,6.0,4.0,10.0,Mínimo,0,65.0,0.0,-6.14,0,0.0,58.86,58.86,0
H007 2019 Outubro,Medidor faturado pela UFSC,2019,Outubro,9185550,Trindade,A11C047521,H007,CASAN,Florianópolis - Trindade,"Eng. Civil Bloco A, B e C",1,0,0,0,1,517.0,679.0,162.0,162.0,informado,ALTO CONSUMO: O VOLUME FORNECIDO ULTRAPASSOU 30% A SUA MÉDIA. VERIFIQUE AS INSTALAÇÕES INTERNAS E EVITE DESPERDÍCIOS.,1704.57,0.0,-161.09,0,0.0,1543.48,1543.48,0
H008 2019 Outubro,Medidor faturado pela UFSC,2019,Outubro,2297159,Trindade,C11C010187,H008,CASAN,Florianópolis - Trindade,"PU - Prefeitura Universitária (Hid., Elé., Vidra.) e Redondo",1,0,0,0,1,27866.0,28642.0,776.0,776.0,Lido,0,8327.54,0.0,-786.96,0,0.0,7540.58,7540.580000000001,0
H009 2019 Outubro,Medidor faturado pela UFSC,2019,Outubro,2297140,Trindade,Y11C052787,H009,CASAN,Florianópolis - Trindade,PU - Prefeitura Universitária (Edificação antiga da PU),1,0,0,0,1,27.0,32.0,5.0,10.0,Mínimo,0,65.0,0.0,-6.14,0,0.0,58.86,58.86,0
H010 2019 Outubro,Medidor faturado pela UFSC,2019,Outubro,2297132,Trindade,C11C010472,H010,CASAN,Florianópolis - Trindade,"PU - Prefeitura Universitária (DPAE, DFO, DMPI)",1,0,0,0,1,1464.0,1502.0,38.0,38.0,Lido,0,367.03,0.0,-34.69,0,0.0,332.34,332.34,0
