CODIGO,CATEGORIA,ANO,MÊS,MATRICULA,CAMPUS,N_HIDROMETRO,COD_HIDROMETRO,CONCESSIONARIA,CIDADE,LOCAL,ECON_PUB,ECON_RES,ECON_COM,ECON_IND,ECON_TOTAL,LEIT_ANT,LEIT_ATUAL,VOLUME_CONSUMIDO,VOLUME_FATURADO,OCORRENCIA,ANORMALIDADE,VALOR_AGUA,VALOR_ESGOTO,DESCONTOS,OUTROS,MULTAS_JUROS,VALOR_TOTAL,VERIFICACAO,DIFERENCA
H001 2021 Fevereiro,Medidor faturado pela UFSC,2021,Fevereiro,2297094,Trindade,A16S366817,H001,CASAN,Florianópolis - Trindade,Almoxarifado e Transportes (PU 11 e 06),1,0,0,0,1,57,90,33,33,LIDO,ALTO CONSUMO,353.03,0.0,-33.36,0,0,319.67,319.66999999999996,0
H002 2021 Fevereiro,Medidor faturado pela UFSC,2021,Fevereiro,2297116,Trindade,A04S381708,H002,CASAN,Florianópolis - Trindade,"Patrimônio e Digitalização (DAG08 e 06), LAMAQ (CCB20)",1,0,1,0,2,162,213,51,51,LIDO,OK,523.36,0.0,-49.45,0,0,473.91,473.91,0
H003 2021 Fevereiro,Medidor faturado pela UFSC,2021,Fevereiro,2297124,Trindade,C11C010369,H003,CASAN,Florianópolis - Trindade,Biotério Central (BIC 01 a 10),1,0,0,0,1,23122,23250,128,128,LIDO,OK,1510.13,0.0,-142.71,0,0,1367.42,1367.42,0
H004 2021 Fevereiro,Medidor faturado pela UFSC,2021,Fevereiro,2297086,Trindade,B17C002619,H004,CASAN,Florianópolis - Trindade,"PU - Carpintaria e Serralheria (DAG01, 02 e 03)",1,0,0,0,1,3600,3659,59,59,LIDO,OK,669.71,0.0,-63.29,0,0,606.42,606.4200000000001,0
H005 2021 Fevereiro,Medidor faturado pela UFSC,2021,Fevereiro,2297078,Trindade,B10C010667,H005,CASAN,Florianópolis - Trindade,"Engenharia Química - (CTC 19, 20, 21, 24 e 46)",1,0,0,0,1,141,192,51,51,LIDO,OK,572.27,0.0,-54.08,0,0,518.19,518.1899999999999,0
H006 2021 Fevereiro,Medidor faturado pela UFSC,2021,Fevereiro,9185569,Trindade,A11C032611,H006,CASAN,Florianópolis - Trindade,Eng. Civil Bloco D,1,0,0,0,1,9,10,1,1,LIDO/REVISÃO,OK,33.83,0.0,-3.19,0,0,30.64,30.639999999999997,0
H007 2021 Fevereiro,Medidor faturado pela UFSC,2021,Fevereiro,9185550,Trindade,A11C047521,H007,CASAN,Florianópolis - Trindade,"Eng. Civil Bloco A, B e C",1,0,0,0,1,2972,3011,39,39,LIDO,OK,426.11,0.0,-40.26,0,0,385.85,385.85,0
H008 2021 Fevereiro,Medidor faturado pela UFSC,2021,Fevereiro,2297159,Trindade,C11C010187,H008,CASAN,Florianópolis - Trindade,"PU - Prefeitura Universitária (Hid., Elé., Vidra.) e Redondo",1,0,0,0,1,34222,34478,256,256,LIDO,OK,3069.17,0.0,-290.04,0,0,2779.13,2779.13,0
H009 2021 Fevereiro,Medidor faturado pela UFSC,2021,Fevereiro,2297140,Trindade,Y11C052787,H009,CASAN,Florianópolis - Trindade,PU - Prefeitura Universitária (Edificação antiga da PU),1,0,0,0,1,67,68,1,1,LIDO,OK,33.83,0.0,-3.19,0,0,30.64,30.639999999999997,0
H010 2021 Fevereiro,Medidor faturado pela UFSC,2021,Fevereiro,2297132,Trindade,C11C010472,H010,CASAN,Florianópolis - Trindade,"PU - Prefeitura Universitária (DPAE, DFO, DMPI)",1,0,0,0,1,1701,1703,2,2,LIDO,OK,38.17,0.0,-3.61,0,0,34.56,34.56,0
H011 2021 Fevereiro,Medidor faturado pela UFSC,2021,Fevereiro,8149615,Trindade,C11C005249,H011,CASAN,Florianópolis - Trindade,"CCB - Blocos A, B, C e D - 1 - Córrego Grande",1,0,0,0,1,36588,36724,136,136,LIDO,ALTO CONSUMO,1607.57,0.0,-151.92,0,0,1455.65,1455.6499999999999,0
H014 2021 Fevereiro,Medidor não faturado pela UFSC,2021,Fevereiro,2296969,Trindade,J15AA00002,H014,CASAN,Florianópolis  HU,Hospital Universitário - EBSERH,51,0,6,1,58,716663,722465,5802,5802,0,0,68774.24,68774.25,-12998.329999999998,0,0,124550.16,124550.15999999999,0
H015 2021 Fevereiro,Medidor faturado pela UFSC,2021,Fevereiro,2296918,Trindade,B10C013878,H015,CASAN,Florianópolis - Trindade,Moradia Estudantil - Casa,1,0,0,0,1,376,367,-9,0,LIDO/REVISÃO,CONFIRMAÇÃO DE LEITURA,29.49,29.49,-5.57,0,0,53.41,53.41,0
H017 2021 Fevereiro,Medidor faturado pela UFSC,2021,Fevereiro,2296950,Trindade,C11C001906,H017,CASAN,Florianópolis - Trindade,CCS - Centro de Ciências da Saúde,1,0,0,0,1,7686,7749,63,63,LIDO/REVISÃO,CONFIRMAÇÃO DE LEITURA,718.43,718.43,-135.79,0,0,1301.07,1301.07,0
H018 2021 Fevereiro,Medidor faturado pela UFSC,2021,Fevereiro,2296640,Trindade,A13C043935,H018,CASAN,Florianópolis - Trindade,SSI - Secretaria de Assuntos Institucionais,1,0,0,0,1,3437,3472,35,35,MÉDIO,0,377.39,377.39,-71.33,0,0,683.45,683.4499999999999,0
H019 2021 Fevereiro,Medidor faturado pela UFSC,2021,Fevereiro,9097821,Trindade,C11C005250,H019,CASAN,Florianópolis - Trindade,CSE 2 - CSE 9 e 10 (Bl F e G),1,0,1,0,2,6064,6109,45,45,MÉDIO,0,450.28,450.28,-85.11,0,0,815.45,815.4499999999999,0
H020 2021 Fevereiro,Medidor faturado pela UFSC,2021,Fevereiro,2296829,Trindade,C11C009540,H020,CASAN,Florianópolis - Trindade,"CSE 1 - CSE 1 ao 4 (Bl A, B, C e D) e CCJ 1 e 2 (Bl E e F)",1,0,0,0,1,9852,9856,4,4,MÉDIO,0,46.85,46.85,-8.86,0,0,84.84,84.84,0
H021 2021 Fevereiro,Medidor faturado pela UFSC,2021,Fevereiro,2296632,Trindade,B10C001813,H021,CASAN,Florianópolis - Trindade,Igrejinha UFSC (DAC 01 a 03 e DEX01),2,0,0,0,2,5416,5508,92,92,MÉDIO,0,1022.74,1022.74,-193.29,0,0,1852.19,1852.19,0
H023 2021 Fevereiro,Medidor faturado pela UFSC,2021,Fevereiro,2296934,Trindade,B10C010114,H023,CASAN,Florianópolis - Trindade,Associação Volantes 1,1,0,0,0,1,11463,11379,-84,70,LIDO/REVISÃO,CONFIRMAÇÃO DE LEITURA,803.69,803.69,-151.89,0,0,1455.49,1455.4900000000002,0
H024 2021 Fevereiro,Medidor faturado pela UFSC,2021,Fevereiro,2296926,Trindade,A96C161864,H024,CASAN,Florianópolis - Trindade,Associação Volantes 2,1,0,1,0,2,40,9,-31,0,LIDO/REVISÃO,CONFIRMAÇÃO DE LEITURA,58.98,58.98,-11.15,0,0,106.81,106.80999999999999,0
