CODIGO,CATEGORIA,ANO,MÊS,MATRICULA,CAMPUS,N_HIDROMETRO,COD_HIDROMETRO,CONCESSIONARIA,CIDADE,LOCAL,ECON_PUB,ECON_RES,ECON_COM,ECON_IND,ECON_TOTAL,LEIT_ANT,LEIT_ATUAL,VOLUME_CONSUMIDO,VOLUME_FATURADO,OCORRENCIA,ANORMALIDADE,VALOR_AGUA,VALOR_ESGOTO,DESCONTOS,OUTROS,MULTAS_JUROS,VALOR_TOTAL,VERIFICACAO,DIFERENCA
H001 2016 Fevereiro,1,2016,Fevereiro,2297094,2016-02-20 00:00:00,A00S096899,H001,CASAN,Florianópolis,Almoxarifado,1.0,,,,1,3155,3174,19.0,19,Lido,,132.08,,-14.71,,23.6,140.97,140.97,0
H002 2016 Fevereiro,2,2016,Fevereiro,2297116,2016-02-20 00:00:00,A04S381708,H002,CASAN,Florianópolis,Patrimônio e oficinas,2.0,,,,2,3097,3106,9.0,20,Mínimo,,105.94,,-10.94,,9.82,104.82,104.82,0
H003 2016 Fevereiro,3,2016,Fevereiro,2297124,2016-02-20 00:00:00,C11C010369,H003,CASAN,Florianópolis,Biotério Central,1.0,,,,1,2107,2532,425.0,425,Lido,,3701.03,,-374.9,,266.14,3592.27,3592.27,0
H004 2016 Fevereiro,4,2016,Fevereiro,2297086,2016-02-20 00:00:00,Y11C059545,H004,CASAN,Florianópolis,Almoxarifado Central,1.0,,,,1,576,670,94.0,94,Lido,,791.37,,-80.21,,57.42,768.58,768.58,0
H005 2016 Fevereiro,5,2016,Fevereiro,2297078,2016-02-22 00:00:00,B10C010667,H005,CASAN,Florianópolis,Engenharia Química,1.0,,,,1,5485,5631,146.0,146,Lido,,1248.48,,-136.95,,200.71,1312.24,1312.24,0
H006 2016 Fevereiro,6,2016,Fevereiro,9185569,2016-02-20 00:00:00,A11C032611,H006,CASAN,Florianópolis,Eng. Civil Bloco T,1.0,,,,1,2491,2510,19.0,19,Informado,,132.08,,-16.75,,45.14,160.47,160.47,0
H007 2016 Fevereiro,7,2016,Fevereiro,9185550,2016-02-20 00:00:00,A11C047521,H007,CASAN,Florianópolis,Eng. Civil Bloco V,1.0,,,,1,2574,2620,46.0,46,Lido,,369.43,,-41.52,,69.86,397.77,397.77,0
H008 2016 Fevereiro,8,2016,Fevereiro,2297159,2016-02-20 00:00:00,B10C010670,H008,CASAN,Florianópolis,Prefeitura e Restaurante,1.0,,,,1,15040,15541,501.0,501,Lido,,4369.11,,-461.81,,517.79,4425.09,4425.09,0
H009 2016 Fevereiro,9,2016,Fevereiro,2297140,2016-02-20 00:00:00,Y11C052787,H009,CASAN,Florianópolis,Prefeitura Universitária,1.0,,,,1,1545,1569,24.0,24,Lido,,176.04,,-19.0,,24.97,182.01,182.01,0
H010 2016 Fevereiro,10,2016,Fevereiro,2297132,2016-02-20 00:00:00,C11C010472,H010,CASAN,Florianópolis,ETUSC,1.0,,,,1,147,149,2.0,10,Informado,,52.97,,-5.48,,4.91,52.4,52.4,0
H011 2016 Fevereiro,11,2016,Fevereiro,8149615,2016-02-20 00:00:00,B10C010661,H011,CASAN,Florianópolis,CCB MIP 1,1.0,,,,1,26413,27466,1053.0,1053,Lido,,9221.46,,-966.08,,1001.64,9257.02,9257.02,0
H014 2016 Fevereiro,12,2016,Fevereiro,2296969,2016-02-20 00:00:00,J15AA00002,H014,CASAN,Florianópolis,Hospital Universitário,51.0,,6.0,1.0,58,78358,90252,11894.0,11894,Lido,,104637.59,104637.59,-21769.93,,21094.33,208599.58,208599.58,0
H015 2016 Fevereiro,13,2016,Fevereiro,2296918,-,-,H015,CASAN,Florianópolis,Moradia Estudantil Pequena,1.0,,,,1,10016,-,,10,,,52.97,52.97,-10.94,,9.82,104.82,104.82,0
H017 2016 Fevereiro,14,2016,Fevereiro,2296950,2016-02-20 00:00:00,C11C001906,H017,CASAN,Florianópolis,Centro de Ciências da Saúde,1.0,,,,1,4690,4948,258.0,258,Informado,,2233.01,2233.01,-613.31,,2023.99,5876.7,5876.7,0
H018 2016 Fevereiro,15,2016,Fevereiro,2296640,2016-02-22 00:00:00,A13C043935,H018,CASAN,Florianópolis,DAE,1.0,,,,1,421,465,44.0,44,Lido,,351.85,351.85,-73.43,,73.29,703.56,703.56,0
H019 2016 Fevereiro,16,2016,Fevereiro,9097821,2016-02-22 00:00:00,B10C012857,H019,CASAN,Florianópolis,Centro Acadêmico Socioeconômico,1.0,,1.0,,2,8394,8439,45.0,45,Informado,,325.7,325.7,-115.35,,569.19,1105.24,1105.24,0
H020 2016 Fevereiro,17,2016,Fevereiro,2296829,2016-02-22 00:00:00,C11C009540,H020,CASAN,Florianópolis,Centro Socioeconômico,1.0,,,,1,3468,3855,387.0,387,Informado,,3366.99,3366.99,-763.37,,1344.04,7314.65,7314.65,0
