CODIGO,CATEGORIA,ANO,MÊS,MATRICULA,CAMPUS,N_HIDROMETRO,COD_HIDROMETRO,CONCESSIONARIA,CIDADE,LOCAL,ECON_PUB,ECON_RES,ECON_COM,ECON_IND,ECON_TOTAL,LEIT_ANT,LEIT_ATUAL,VOLUME_CONSUMIDO,VOLUME_FATURADO,OCORRENCIA,ANORMALIDADE,VALOR_AGUA,VALOR_ESGOTO,DESCONTOS,OUTROS,MULTAS_JUROS,VALOR_TOTAL,VERIFICACAO,DIFERENCA
H001 2016 Outubro,1,2016,Outubro,2297094,2016-10-19,A00S096899,H001,CASAN,Florianópolis,Almoxarifado,1.0,,,,1,3436,3464,28,28,Lido,,234.03,,-22.11,,,211.92,211.92,0
H002 2016 Outubro,2,2016,Outubro,2297116,2016-10-19,A04S381708,H002,CASAN,Florianópolis,Patrimônio e oficinas,2.0,,,,2,3199,3217,18,20,Mínimo,,117.4,,-11.09,,,106.31,106.31,0
H003 2016 Outubro,3,2016,Outubro,2297124,2016-10-19,C11C010369,H003,CASAN,Florianópolis,Biotério Central,1.0,,,,1,4901,5204,303,303,Lido,,2912.75,,-275.25,,,2637.5,2637.5,0
H004 2016 Outubro,4,2016,Outubro,2297086,2016-10-19,Y11C059545,H004,CASAN,Florianópolis,Almoxarifado Central,1.0,,,,1,1257,1355,98,98,Lido,,915.89,,-86.55,,,829.34,829.34,0
H005 2016 Outubro,5,2016,Outubro,2297078,2016-10-19,B10C010667,H005,CASAN,Florianópolis,Engenharia Química,1.0,,,,1,7163,7372,209,209,Lido,,1997.12,,-188.72,,,1808.4,1808.4,0
H006 2016 Outubro,6,2016,Outubro,9185569,2016-10-19,A11C032611,H006,CASAN,Florianópolis,Eng. Civil Bloco T,1.0,,,,1,2860,2860,0,10,Informado,,58.7,,-5.55,,,53.15,53.15,0
H007 2016 Outubro,7,2016,Outubro,9185550,2016-10-19,A11C047521,H007,CASAN,Florianópolis,Eng. Civil Bloco V,1.0,,,,1,3169,3332,163,163,Lido,,1549.04,,-146.38,,,1402.66,1402.66,0
H008 2016 Outubro,8,2016,Outubro,2297159,2016-10-19,C11C010187,H008,CASAN,Florianópolis,Prefeitura e Restaurante,1.0,,,,1,3792,4359,567,567,Lido,,5484.33,,-518.27,,,4966.06,4966.06,0
H009 2016 Outubro,9,2016,Outubro,2297140,2016-10-19,Y11C052787,H009,CASAN,Florianópolis,Prefeitura Universitária,1.0,,,,1,1849,1892,43,43,Lido,,380.15,,-35.92,,,344.23,344.23,0
H010 2016 Outubro,10,2016,Outubro,2297132,2016-10-19,C11C010472,H010,CASAN,Florianópolis,ETUSC,1.0,,,,1,183,192,9,10,Mínimo,,58.7,,-5.55,,,53.15,53.15,0
H011 2016 Outubro,11,2016,Outubro,8149615,2016-10-19,C11C005249,H011,CASAN,Florianópolis,CCB MIP 1,1.0,,,,1,5578,6323,745,745,Lido,,7218.19,,-682.12,,,6536.07,6536.07,0
H014 2016 Outubro,12,2016,Outubro,2296969,2016-10-28,J15AA00002,H014,CASAN,Florianópolis,Hospital Universitário,51.0,,6.0,1.0,58,179252,192188,12936,12936,Informado,,126370.32,126370.32,,,,252740.64,252740.64,0
H015 2016 Outubro,13,2016,Outubro,2296918,2016-10-20,B10C013878,H015,CASAN,Florianópolis,Moradia Estudantil Pequena,1.0,,,,1,869,899,30,30,Lido,,253.52,253.52,-47.92,,,459.12,459.12,0
H017 2016 Outubro,14,2016,Outubro,2296950,2016-10-19,C11C001906,H017,CASAN,Florianópolis,Centro de Ciências da Saúde,1.0,,,,1,10189,10933,744,744,Lido,,7208.45,7208.45,-1362.4,,,13054.5,13054.5,0
H018 2016 Outubro,15,2016,Outubro,2296640,2016-10-20,A13C043935,H018,CASAN,Florianópolis,DAE,1.0,,,,1,786,819,33,33,Lido,,282.74,282.74,-53.43,,,512.05,512.05,0
H019 2016 Outubro,16,2016,Outubro,9097821,2016-10-20,C11C005250,H019,CASAN,Florianópolis,Centro Acadêmico Socioeconômico,1.0,,1.0,,2,397,456,59,59,Lido,,497.3,497.3,-93.99,,,900.61,900.61,0
H020 2016 Outubro,17,2016,Outubro,2296829,2016-10-20,C11C009540,H020,CASAN,Florianópolis,Centro Socioeconômico,1.0,,,,1,8870,8974,104,104,Informado,,974.34,974.34,-184.16,,,1764.52,1764.52,0
H021 2016 Outubro,18,2016,Outubro,2296632,2016-10-20,B10C001813,H021,CASAN,Florianópolis,Igrejinha UFSC,2.0,,,,2,1616,1826,210,210,Informado,,1968.15,1968.15,-371.98,,,3564.32,3564.32,0
H023 2016 Outubro,19,2016,Outubro,2296934,2016-10-20,B10C010114,H023,CASAN,Florianópolis,Associação Volantes 1,1.0,,,,1,10090,210,-9880,267,Lido,,2562.09,2562.09,-484.24,,,4639.94,4639.94,0
H024 2016 Outubro,20,2016,Outubro,2296926,2016-10-20,A96C161864,H024,CASAN,Florianópolis,Associação Volantes 2,1.0,,1.0,,2,197,198,1,20,Mínimo,,117.4,117.4,-22.19,,,212.61,212.61,0
H025 2016 Outubro,21,2016,Outubro,2296900,2016-10-20,C11C001273,H025,CASAN,Florianópolis,CFM Bloco A,1.0,,,,1,4346,4730,384,384,Lido,,3701.76,3701.76,-699.64,,,6703.88,6703.88,0
H026 2016 Outubro,22,2016,Outubro,9912770,2016-10-20,A10C023447,H026,CASAN,Florianópolis,CFM Bloco B,1.0,,,,1,1889,1993,104,104,Médio,,974.34,974.34,-184.16,,,1764.52,1764.52,0
H027 2016 Outubro,23,2016,Outubro,2296888,2016-10-20,C11C009484,H027,CASAN,Florianópolis,Colégio Aplicação,1.0,,,,1,8931,9982,1051,1051,Informado,,10198.87,10198.87,-1927.59,,,18470.15,18470.15,0
H028 2016 Outubro,24,2016,Outubro,6205615,2016-10-20,B10C017964,H028,CASAN,Florianópolis,Nativas do Horto Botânico,1.0,,,,1,53,63,10,10,Médio,,58.7,58.7,-11.09,,,106.31,106.31,0
H029 2016 Outubro,25,2016,Outubro,7297220,2016-10-14,A08X051927,H029,CASAN,Florianópolis,Moradia Estudantil - Portaria,1.0,,,,1,1957,1957,0,10,Mínimo,,58.7,58.7,-11.09,,,106.31,106.31,0
H030 2016 Outubro,26,2016,Outubro,2296276,2016-10-14,E11C000101,H030,CASAN,Florianópolis,Moradia Estudantil,,30.0,,,30,11279,12696,1417,1417,Lido,,11293.11,11293.11,-2134.4,,,20451.82,20451.82,0
H032 2016 Outubro,27,2016,Outubro,2296659,2016-10-20,C11C001386,H032,CASAN,Florianópolis,Biblioteca Central,1.0,,,,1,3987,4501,514,514,Lido,,4968.06,4968.06,-938.95,,,8997.17,8997.17,0
H033 2016 Outubro,28,2016,Outubro,2296667,2016-10-20,B10C014063,H033,CASAN,Florianópolis,CTC 1 - R. Delfino Conti,1.0,,1.0,,2,2303,2542,239,239,Lido,,2425.25,2425.25,-458.38,,,4392.12,4392.12,0
