CODIGO,CATEGORIA,ANO,MÊS,MATRICULA,CAMPUS,N_HIDROMETRO,COD_HIDROMETRO,CONCESSIONARIA,CIDADE,LOCAL,ECON_PUB,ECON_RES,ECON_COM,ECON_IND,ECON_TOTAL,LEIT_ANT,LEIT_ATUAL,VOLUME_CONSUMIDO,VOLUME_FATURADO,OCORRENCIA,ANORMALIDADE,VALOR_AGUA,VALOR_ESGOTO,DESCONTOS,OUTROS,MULTAS_JUROS,VALOR_TOTAL,VERIFICACAO,DIFERENCA
H001 2020 Julho,Medidor faturado pela UFSC,2020,Julho,2297094,Trindade,A16S366817,H001,CASAN,Florianópolis - Trindade,Almoxarifado e Transportes (PU 11 e 06),1,0,0,0,1,1340,1343,3,3,LIDO,Faturas vencidas há mais de 30 dias estarão sujeitas ao registro nos Órgãos de Proteção ao Crédito.,42.51,0.0,-4.03,0,0,38.48,38.48,0
H002 2020 Julho,Medidor faturado pela UFSC,2020,Julho,2297116,Trindade,A04S381708,H002,CASAN,Florianópolis - Trindade,"Patrimônio e Digitalização (DAG08 e 06), LAMAQ (CCB20)",1,0,1,0,2,6117,6191,74,74,LIDO,ALTO CONSUMO: O VOLUME FORNECIDO ULTRAPASSOU 30% A SUA MÉDIA. VERIFIQUE AS INSTALAÇÕES INTERNAS E EVITE DESPERDÍCIOS.,803.5,0.0,-75.94,0,0,727.56,727.56,0
H003 2020 Julho,Medidor faturado pela UFSC,2020,Julho,2297124,Trindade,C11C010369,H003,CASAN,Florianópolis - Trindade,Biotério Central (BIC 01 a 10),1,0,0,0,1,19871,21638,1767,1767,LIDO/REVISÃO,ALTO CONSUMO: O VOLUME FORNECIDO ULTRAPASSOU 30% A SUA MÉDIA. VERIFIQUE AS INSTALAÇÕES INTERNAS E EVITE DESPERDÍCIOS.,21473.15,0.0,-2029.21,0,0,19443.94,19443.940000000002,0
H004 2020 Julho,Medidor faturado pela UFSC,2020,Julho,2297086,Trindade,B17C002619,H004,CASAN,Florianópolis - Trindade,"PU - Carpintaria e Serralheria (DAG01, 02 e 03)",1,0,0,0,1,2866,2895,29,29,LIDO,ALTO CONSUMO: O VOLUME FORNECIDO ULTRAPASSOU 30% A SUA MÉDIA. VERIFIQUE AS INSTALAÇÕES INTERNAS E EVITE DESPERDÍCIOS.,304.31,0.0,-28.76,0,0,275.55,275.55,0
H005 2020 Julho,Medidor faturado pela UFSC,2020,Julho,2297078,Trindade,B10C010667,H005,CASAN,Florianópolis - Trindade,"Engenharia Química - (CTC 19, 20, 21, 24 e 46)",1,0,0,0,1,19860,19863,3,3,LIDO/REVISÃO,CONFIRMACAO LEITURA,42.51,0.0,-4.03,0,0,38.48,38.48,0
H006 2020 Julho,Medidor faturado pela UFSC,2020,Julho,9185569,Trindade,A11C032611,H006,CASAN,Florianópolis - Trindade,Eng. Civil Bloco D,1,0,0,0,1,9,9,0,0,LIDO,HIDRÔMETRO PARADO.,29.49,0.0,-2.78,0,0,26.71,26.709999999999997,0
H007 2020 Julho,Medidor faturado pela UFSC,2020,Julho,9185550,Trindade,A11C047521,H007,CASAN,Florianópolis - Trindade,"Eng. Civil Bloco A, B e C",1,0,0,0,1,1713,1729,16,16,LIDO/REVISÃO,CONFIRMACAO LEITURA,145.97,0.0,-13.8,0,0,132.17,132.17,0
H008 2020 Julho,Medidor faturado pela UFSC,2020,Julho,2297159,Trindade,C11C010187,H008,CASAN,Florianópolis - Trindade,"PU - Prefeitura Universitária (Hid., Elé., Vidra.) e Redondo",1,0,0,0,1,32030,32107,77,77,LIDO/REVISÃO,CONFIRMACAO LEITURA,888.95,0.0,-84.01,0,0,804.94,804.94,0
H009 2020 Julho,Medidor faturado pela UFSC,2020,Julho,2297140,Trindade,Y11C052787,H009,CASAN,Florianópolis - Trindade,PU - Prefeitura Universitária (Edificação antiga da PU),1,0,0,0,1,61,61,0,0,LIDO,HIDRÔMETRO PARADO.,29.49,0.0,-2.78,0,0,26.71,26.709999999999997,0
H010 2020 Julho,Medidor faturado pela UFSC,2020,Julho,2297132,Trindade,C11C010472,H010,CASAN,Florianópolis - Trindade,"PU - Prefeitura Universitária (DPAE, DFO, DMPI)",1,0,0,0,1,1692,1693,1,1,LIDO/REVISÃO,CONFIRMACAO LEITURA,33.83,0.0,-3.19,0,0,30.64,30.639999999999997,0
H011 2020 Julho,Medidor faturado pela UFSC,2020,Julho,8149615,Trindade,C11C005249,H011,CASAN,Florianópolis - Trindade,"CCB - Blocos A, B, C e D - 1 - Córrego Grande",1,0,0,0,1,35958,36096,138,138,LIDO,ALTO CONSUMO: O VOLUME FORNECIDO ULTRAPASSOU 30% A SUA MÉDIA. VERIFIQUE AS INSTALAÇÕES INTERNAS E EVITE DESPERDÍCIOS.,1631.93,0.0,-154.22,0,0,1477.71,1477.71,0
H014 2020 Julho,Medidor faturado pela UFSC,2020,Julho,2296969,Trindade,J15AA00002,H014,CASAN,Florianópolis  HU,Hospital Universitário - EBSERH,51,0,6,1,58,672493,678695,6202,6202,LIDO/REVISÃO,CONFIRMACAO LEITURA,73776.14,73776.14,-13943.69,0,0,133608.59,133608.59,0
H015 2020 Julho,Medidor faturado pela UFSC,2020,Julho,2296918,Trindade,B10C013878,H015,CASAN,Florianópolis - Trindade,Moradia Estudantil - Casa,1,0,0,0,1,247,265,18,18,LIDO,Faturas vencidas há mais de 30 dias estarão sujeitas ao registro nos Órgãos de Proteção ao Crédito.,170.33,170.33,-32.19,0,0,308.47,308.47,0
H017 2020 Julho,Medidor faturado pela UFSC,2020,Julho,2296950,Trindade,C11C001906,H017,CASAN,Florianópolis - Trindade,CCS - Centro de Ciências da Saúde,1,0,0,0,1,7002,7057,55,55,LIDO/REVISÃO,CONFIRMACAO LEITURA,620.99,620.99,-117.37,0,0,1124.61,1124.6100000000001,0
H018 2020 Julho,Medidor faturado pela UFSC,2020,Julho,2296640,Trindade,A13C043935,H018,CASAN,Florianópolis - Trindade,SSI - Secretaria de Assuntos Institucionais,1,0,0,0,1,3169,3223,54,54,LIDO,Faturas vencidas há mais de 30 dias estarão sujeitas ao registro nos Órgãos de Proteção ao Crédito.,608.81,608.81,-115.07,0,0,1102.55,1102.55,0
H019 2020 Julho,Medidor faturado pela UFSC,2020,Julho,9097821,Trindade,C11C005250,H019,CASAN,Florianópolis - Trindade,CSE 2 - CSE 9 e 10 (Bl F e G),1,0,1,0,2,5774,5793,19,19,LIDO/REVISÃO,CONFIRMACAO LEITURA,141.44,141.44,-26.74,0,0,256.14,256.14,0
H020 2020 Julho,Medidor faturado pela UFSC,2020,Julho,2296829,Trindade,C11C009540,H020,CASAN,Florianópolis - Trindade,"CSE 1 - CSE 1 ao 4 (Bl A, B, C e D) e CCJ 1 e 2 (Bl E e F)",1,0,0,0,1,9774,9826,52,52,LIDO/REVISÃO,CONFIRMACAO LEITURA,584.45,584.45,-110.47,0,0,1058.43,1058.43,0
H021 2020 Julho,Medidor faturado pela UFSC,2020,Julho,2296632,Trindade,B10C001813,H021,CASAN,Florianópolis - Trindade,Igrejinha UFSC (DAC 01 a 03 e DEX01),2,0,0,0,2,5468,5615,147,147,MÉDIO,"FATURA EMITIDA PELA MÉDIA, ELIMINE A ANORMALIDADE CONSTRUINDO O ABRIGO PADRÃO NA TESTADA DO IMÓVEL. DÚVIDAS LIGUE: 0800 6430195
OU ACESSE www.casan.com.br",1692.64,1692.64,-319.9,0,0,3065.38,3065.38,0
H023 2020 Julho,Medidor faturado pela UFSC,2020,Julho,2296934,Trindade,B10C010114,H023,CASAN,Florianópolis - Trindade,Associação Volantes 1,1,0,0,0,1,11113,11263,150,150,MÉDIO,"FATURA EMITIDA PELA MÉDIA, ELIMINE A ANORMALIDADE CONSTRUINDO O ABRIGO PADRÃO NA TESTADA DO IMÓVEL. DÚVIDAS LIGUE: 0800 6430195
OU ACESSE www.casan.com.br",1778.09,1778.09,-336.07,0,0,3220.11,3220.1099999999997,0
H024 2020 Julho,Medidor faturado pela UFSC,2020,Julho,2296926,Trindade,A96C161864,H024,CASAN,Florianópolis - Trindade,Associação Volantes 2,1,0,1,0,2,39,54,15,15,MÉDIO,"FATURA EMITIDA PELA MÉDIA, ELIMINE A ANORMALIDADE CONSTRUINDO O ABRIGO PADRÃO NA TESTADA DO IMÓVEL. DÚVIDAS LIGUE: 0800 6430195
OU ACESSE www.casan.com.br",124.08,124.08,-23.44,0,0,224.72,224.72,0
H025 2020 Julho,Medidor faturado pela UFSC,2020,Julho,2296900,Trindade,C11C001273,H025,CASAN,Florianópolis - Trindade,CFM  Bloco A,1,0,0,0,1,19414,19226,-188,0,LIDO/REVISÃO,CONFIRMACAO LEITURA,29.49,29.49,-5.57,0,0,53.41,53.41,0
H026 2020 Julho,Medidor faturado pela UFSC,2020,Julho,9912770,Trindade,A10C023447,H026,CASAN,Florianópolis - Trindade,CFM  Bloco B,1,0,0,0,1,236,1430,1194,141,MÉDIO,"FATURA EMITIDA PELA MÉDIA, ELIMINE A ANORMALIDADE CONSTRUINDO O ABRIGO PADRÃO NA TESTADA DO IMÓVEL. DÚVIDAS LIGUE: 0800 6430195
OU ACESSE www.casan.com.br",1668.47,1668.47,-315.34,0,0,3021.6,3021.6,0
