CODIGO,CATEGORIA,ANO,MÊS,MATRICULA,CAMPUS,N_HIDROMETRO,COD_HIDROMETRO,CONCESSIONARIA,CIDADE,LOCAL,ECON_PUB,ECON_RES,ECON_COM,ECON_IND,ECON_TOTAL,LEIT_ANT,LEIT_ATUAL,VOLUME_CONSUMIDO,VOLUME_FATURADO,OCORRENCIA,ANORMALIDADE,VALOR_AGUA,VALOR_ESGOTO,DESCONTOS,OUTROS,MULTAS_JUROS,VALOR_TOTAL,VERIFICACAO,DIFERENCA
H001 2017 Agosto,Medidor faturado pela UFSC,2017,Agosto,2297094,2017-08-18,A16S366817,H001,CASAN,Florianópolis,Almoxarifado,1.0,,,,1,287,332.0,45,45.0,Lido,,399.63,,-37.77,,,361.86,361.86,0
H002 2017 Agosto,Medidor faturado pela UFSC,2017,Agosto,2297116,2017-08-18,A04S381708,H002,CASAN,Florianópolis,Patrimônio e oficinas,2.0,,,,2,4202,4234.0,32,32.0,Informado,,234.29,,-22.14,,,212.15,212.14999999999998,0
H003 2017 Agosto,Medidor faturado pela UFSC,2017,Agosto,2297124,2017-08-18,C11C010369,H003,CASAN,Florianópolis,Biotério Central,1.0,,,,1,8330,8707.0,377,377.0,Lido,,3633.57,,-343.38,,,3290.19,3290.19,0
H004 2017 Agosto,Medidor faturado pela UFSC,2017,Agosto,2297086,2017-08-18,Y11C059545,H004,CASAN,Florianópolis,Almoxarifado Central,1.0,,,,1,2319,2448.0,129,129.0,Lido,,1217.86,,-115.1,,,1102.76,1102.76,0
H005 2017 Agosto,Medidor faturado pela UFSC,2017,Agosto,2297078,2017-08-18,B10C010667,H005,CASAN,Florianópolis,Engenharia Química,1.0,,,,1,9922,10423.0,501,501.0,Informado,,4841.43,,-457.51,,,4383.92,4383.92,0
H006 2017 Agosto,Medidor faturado pela UFSC,2017,Agosto,9185569,2017-08-18,A11C032611,H006,CASAN,Florianópolis,Eng. Civil Bloco T,1.0,,,,1,2861,2861.0,0,10.0,Informado,,58.7,,-5.55,,,53.15,53.150000000000006,0
H007 2017 Agosto,Medidor faturado pela UFSC,2017,Agosto,9185550,2017-08-18,A11C047521,H007,CASAN,Florianópolis,Eng. Civil Bloco V,1.0,,,,1,3966,4020.0,54,54.0,Lido,,487.3,,-46.05,,,441.25,441.25,0
H008 2017 Agosto,Medidor faturado pela UFSC,2017,Agosto,2297159,2017-08-18,C11C010187,H008,CASAN,Florianópolis,Prefeitura e Restaurante,1.0,,,,1,9024,9530.0,506,506.0,Lido,,4890.14,,-462.12,,,4428.02,4428.02,0
H009 2017 Agosto,Medidor faturado pela UFSC,2017,Agosto,2297140,2017-08-18,Y11C052787,H009,CASAN,Florianópolis,Prefeitura Universitária,1.0,,,,1,2333,2411.0,78,78.0,Lido,,721.07,,-68.14,,,652.93,652.9300000000001,0
H010 2017 Agosto,Medidor faturado pela UFSC,2017,Agosto,2297132,2017-08-18,C11C010472,H010,CASAN,Florianópolis,ETUSC,1.0,,,,1,375,389.0,14,14.0,Lido,,97.66,,-9.23,,,88.43,88.42999999999999,0
H011 2017 Agosto,Medidor faturado pela UFSC,2017,Agosto,8149615,2017-08-18,C11C005249,H011,CASAN,Florianópolis,CCB MIP 1,1.0,,,,1,13972,15055.0,1083,1083.0,Lido,,10510.58,,-993.26,,,9517.32,9517.32,0
H014 2017 Agosto,Medidor faturado pela UFSC,2017,Agosto,2296969,2017-08-29,J15AA00002,H014,CASAN,Florianópolis,Hospital Universitário,51.0,,6.0,1.0,58,303518,313196.0,9678,9678.0,Lido,,99489.99,99489.99,-18803.61,,,180176.37,180176.37,0
