CODIGO,CATEGORIA,ANO,MÊS,MATRICULA,CAMPUS,N_HIDROMETRO,COD_HIDROMETRO,CONCESSIONARIA,CIDADE,LOCAL,ECON_PUB,ECON_RES,ECON_COM,ECON_IND,ECON_TOTAL,LEIT_ANT,LEIT_ATUAL,VOLUME_CONSUMIDO,VOLUME_FATURADO,OCORRENCIA,ANORMALIDADE,VALOR_AGUA,VALOR_ESGOTO,DESCONTOS,OUTROS,MULTAS_JUROS,VALOR_TOTAL,VERIFICACAO,DIFERENCA
H001 2023 Outubro,Medidor faturado pela UFSC,2023,Outubro,2297094,Trindade,A16S366817,H001,CASAN,Florianópolis - Trindade,Almoxarifado e Transportes (PU 11 e 06),1,0,0,0,1,1053.0,1093.0,40.0,40.0,MÉDIO,CONSTRUIR ABRIGO,554.51,0.0,-52.40999999999997,0.0,0,502.1,502.1,0
H002 2023 Outubro,Medidor faturado pela UFSC,2023,Outubro,2297116,Trindade,A04S381708,H002,CASAN,Florianópolis - Trindade,"Patrimônio e Digitalização (DAG08 e 06), LAMAQ (CCB20)",1,0,1,0,2,2484.0,2516.0,32.0,32.0,LIDO,OK,369.34,0.0,-34.89999999999998,0.0,0,334.44,334.44,0
H003 2023 Outubro,Medidor faturado pela UFSC,2023,Outubro,2297124,Trindade,C11C010369,H003,CASAN,Florianópolis - Trindade,Biotério Central (BIC 01 a 10),1,0,0,0,1,5317.0,5622.0,305.0,305.0,MÉDIO,CONSTRUIR ABRIGO,4638.16,0.0,-438.3000000000002,0.0,0,4199.86,4199.86,0
H004 2023 Outubro,Medidor faturado pela UFSC,2023,Outubro,2297086,Trindade,B17C002619,H004,CASAN,Florianópolis - Trindade,"PU - Carpintaria e Serralheria (DAG01, 02 e 03)",1,0,0,0,1,889.0,896.0,7.0,7.0,LIDO,OK,75.74,0.0,-7.159999999999997,0.0,0,68.58,68.58,0
H005 2023 Outubro,Medidor faturado pela UFSC,2023,Outubro,2297078,Trindade,B10C010667,H005,CASAN,Florianópolis - Trindade,"Engenharia Química - (CTC 19, 20, 21, 24 e 46)",1,0,0,0,1,4470.0,4393.0,-77.0,77.0,LIDO/REVISÃO,CONFIRMAÇÃO DE LEITURA,1124.68,0.0,-106.28000000000009,0.0,0,1018.4,1018.4,0
H006 2023 Outubro,Medidor faturado pela UFSC,2023,Outubro,9185569,Trindade,A11C032611,H006,CASAN,Florianópolis - Trindade,Eng. Civil Bloco D,1,0,0,0,1,185.0,191.0,6.0,6.0,MÉDIO,CONSTRUIR ABRIGO,70.25,70.25,-13.280000000000001,0.0,0,127.22,127.22,0
H007 2023 Outubro,Medidor faturado pela UFSC,2023,Outubro,9185550,Trindade,A11C047521,H007,CASAN,Florianópolis - Trindade,"Eng. Civil Bloco A, B e C",1,0,0,0,1,5865.0,5955.0,90.0,90.0,LIDO,OK,1325.01,0.0,-125.21000000000004,0.0,0,1199.8,1199.8,0
H008 2023 Outubro,Medidor faturado pela UFSC,2023,Outubro,2297159,Trindade,C11C010187,H008,CASAN,Florianópolis - Trindade,"PU - Prefeitura Universitária (Hid., Elé., Vidra.) e Redondo",1,0,0,0,1,52655.0,52934.0,279.0,279.0,MÉDIO,CONSTRUIR ABRIGO,4237.5,0.0,-400.4499999999998,0.0,0,3837.05,3837.05,0
H009 2023 Outubro,Medidor faturado pela UFSC,2023,Outubro,2297140,Trindade,Y11C052787,H009,CASAN,Florianópolis - Trindade,PU - Prefeitura Universitária (Edificação antiga da PU),1,0,0,0,1,20.0,21.0,1.0,1.0,LIDO,OK,42.8,42.8,-8.099999999999994,0.0,0,77.5,77.5,0
H010 2023 Outubro,Medidor faturado pela UFSC,2023,Outubro,2297132,Trindade,C11C010472,H010,CASAN,Florianópolis - Trindade,"PU - Prefeitura Universitária (DPAE, DFO, DMPI)",1,0,0,0,1,2408.0,2452.0,44.0,44.0,MÉDIO,CONSTRUIR ABRIGO,616.15,0.0,-58.22000000000003,0.0,0,557.93,557.93,0
