CODIGO,CATEGORIA,ANO,MÊS,MATRICULA,CAMPUS,N_HIDROMETRO,COD_HIDROMETRO,CONCESSIONARIA,CIDADE,LOCAL,ECON_PUB,ECON_RES,ECON_COM,ECON_IND,ECON_TOTAL,LEIT_ANT,LEIT_ATUAL,VOLUME_CONSUMIDO,VOLUME_FATURADO,OCORRENCIA,ANORMALIDADE,VALOR_AGUA,VALOR_ESGOTO,DESCONTOS,OUTROS,MULTAS_JUROS,VALOR_TOTAL,VERIFICACAO,DIFERENCA
H001 2024 Abril,Medidor faturado pela UFSC,2024,Abril,2297094,Florianópolis - Trindade,A16S366817,H001,CASAN,Florianópolis - Trindade,Almoxarifado e Transportes (PU 11 e 06),1,0,0,0,1,1173.0,1192.0,19.0,19.0,LIDO,OK,230.9,230.9,-43.639999999999986,0,0,418.16,418.16,0
H002 2024 Abril,Medidor faturado pela UFSC,2024,Abril,2297116,Florianópolis - Trindade,A04S381708,H002,CASAN,Florianópolis - Trindade,"Patrimônio e Digitalização (DAG08 e 06), LAMAQ (CCB20)",1,0,1,0,2,2708.0,2764.0,56.0,56.0,LIDO,OK,739.18,739.18,-139.69999999999982,0,0,1338.66,1338.66,0
H003 2024 Abril,Medidor faturado pela UFSC,2024,Abril,2297124,Florianópolis - Trindade,C11C010369,H003,CASAN,Florianópolis - Trindade,Biotério Central (BIC 01 a 10),1,0,0,0,1,8280.0,8784.0,504.0,504.0,LIDO,OK,7704.75,7704.75,-1456.2099999999991,0,0,13953.29,13953.29,0
H004 2024 Abril,Medidor faturado pela UFSC,2024,Abril,2297086,Florianópolis - Trindade,B17C002619,H004,CASAN,Florianópolis - Trindade,"PU - Carpintaria e Serralheria (DAG01, 02 e 03)",1,0,0,0,1,1236.0,1369.0,133.0,133.0,LIDO/REVISÃO,ALTO CONSUMO,1987.64,1987.64,-375.6600000000003,0,0,3599.62,3599.62,0
H005 2024 Abril,Medidor faturado pela UFSC,2024,Abril,2297078,Florianópolis - Trindade,B10C010667,H005,CASAN,Florianópolis - Trindade,"Engenharia Química - (CTC 19, 20, 21, 24 e 46)",1,0,0,0,1,189.0,244.0,55.0,55.0,LIDO,OK,785.66,785.66,-148.48000000000002,0,0,1422.84,1422.84,0
H006 2024 Abril,Medidor faturado pela UFSC,2024,Abril,9185569,Florianópolis - Trindade,A11C032611,H006,CASAN,Florianópolis - Trindade,Eng. Civil Bloco D,1,0,0,0,1,210.0,219.0,9.0,9.0,LIDO,ALTO CONSUMO,86.72,86.72,-16.389999999999986,0,0,157.05,157.05,0
H007 2024 Abril,Medidor faturado pela UFSC,2024,Abril,9185550,Florianópolis - Trindade,A11C047521,H007,CASAN,Florianópolis - Trindade,"Eng. Civil Bloco A, B e C",1,0,0,0,1,6356.0,6436.0,80.0,80.0,LIDO,OK,1170.91,1170.91,-221.30000000000018,0,0,2120.52,2120.52,0
H008 2024 Abril,Medidor faturado pela UFSC,2024,Abril,2297159,Florianópolis - Trindade,C11C010187,H008,CASAN,Florianópolis - Trindade,"PU - Prefeitura Universitária (Hid., Elé., Vidra.) e Redondo",1,0,0,0,1,442.0,821.0,379.0,379.0,LIDO/REVISÃO,ALTO CONSUMO,5778.5,5778.5,-1092.1399999999994,0,0,10464.86,10464.86,0
H009 2024 Abril,Medidor faturado pela UFSC,2024,Abril,2297140,Florianópolis - Trindade,Y11C052787,H009,CASAN,Florianópolis - Trindade,PU - Prefeitura Universitária (Edificação antiga da PU),1,0,0,0,1,22.0,23.0,1.0,1.0,LIDO,ALTO CONSUMO,42.8,42.8,-8.099999999999994,0,0,77.5,77.5,0
H010 2024 Abril,Medidor faturado pela UFSC,2024,Abril,2297132,Florianópolis - Trindade,C11C010472,H010,CASAN,Florianópolis - Trindade,"PU - Prefeitura Universitária (DPAE, DFO, DMPI)",1,0,0,0,1,2525.0,2547.0,22.0,22.0,LIDO,OK,277.13,277.13,-52.370000000000005,0,0,501.89,501.89,0
