CODIGO,CATEGORIA,ANO,MÊS,MATRICULA,CAMPUS,N_HIDROMETRO,COD_HIDROMETRO,CONCESSIONARIA,CIDADE,LOCAL,ECON_PUB,ECON_RES,ECON_COM,ECON_IND,ECON_TOTAL,LEIT_ANT,LEIT_ATUAL,VOLUME_CONSUMIDO,VOLUME_FATURADO,OCORRENCIA,ANORMALIDADE,VALOR_AGUA,VALOR_ESGOTO,DESCONTOS,OUTROS,MULTAS_JUROS,VALOR_TOTAL,VERIFICACAO,DIFERENCA
H001 2024 Agosto,Medidor faturado pela UFSC,2024,Agosto,2297094,Trindade,A16S366817,H001,CASAN,Florianópolis - Trindade,Almoxarifado e Transportes (PU 11 e 06),1,0,0,0,1,1289.0,1342.0,53.0,53.0,LIDO,Alto Consumo,876.28,876.28,-165.62,0.0,0,1586.94,1586.94,0.0
H002 2024 Agosto,Medidor faturado pela UFSC,2024,Agosto,2297116,Trindade,A04S381708,H002,CASAN,Florianópolis - Trindade,"Patrimônio e Digitalização (DAG08 e 06), LAMAQ (CCB20)",1,0,1,0,2,2957.0,3002.0,45.0,45.0,LIDO,Sem ocorrência,661.27,661.27,-124.99,0.0,0,1197.55,1197.55,0.0
H003 2024 Agosto,Medidor faturado pela UFSC,2024,Agosto,2297124,Trindade,C11C010369,H003,CASAN,Florianópolis - Trindade,Biotério Central (BIC 01 a 10),1,0,0,0,1,10319.0,10860.0,541.0,541.0,LIDO,Sem ocorrência,9606.6,9606.6,-1815.65,0.0,0,17397.55,17397.55,0.0
H004 2024 Agosto,Medidor faturado pela UFSC,2024,Agosto,2297086,Trindade,B17C002619,H004,CASAN,Florianópolis - Trindade,"PU - Carpintaria e Serralheria (DAG01, 02 e 03)",1,0,0,0,1,1964.0,2134.0,170.0,170.0,LIDO/REVISÃO,CONFIRMACAO LEITURA,2969.41,2969.41,-561.21,0.0,0,5377.61,5377.61,0.0
H005 2024 Agosto,Medidor faturado pela UFSC,2024,Agosto,2297078,Trindade,B10C010667,H005,CASAN,Florianópolis - Trindade,"Engenharia Química - (CTC 19, 20, 21, 24 e 46)",1,0,0,0,1,751.0,820.0,69.0,69.0,LIDO,Sem ocorrência,1162.52,1162.52,-219.71,0.0,0,2105.33,2105.33,0.0
H006 2024 Agosto,Medidor faturado pela UFSC,2024,Agosto,9185569,Trindade,A11C032611,H006,CASAN,Florianópolis - Trindade,Eng. Civil Bloco D,1,0,0,0,1,238.0,243.0,5.0,5.0,LIDO,Sem ocorrência,75.16,75.16,-14.21,0.0,0,136.11,136.10999999999999,0.0
H007 2024 Agosto,Medidor faturado pela UFSC,2024,Agosto,9185550,Trindade,A11C047521,H007,CASAN,Florianópolis - Trindade,"Eng. Civil Bloco A, B e C",1,0,0,0,1,6839.0,6897.0,58.0,58.0,LIDO,Sem ocorrência,965.73,965.73,-182.51,0.0,0,1748.95,1748.95,0.0
H008 2024 Agosto,Medidor faturado pela UFSC,2024,Agosto,2297159,Trindade,C11C010187,H008,CASAN,Florianópolis - Trindade,"PU - Prefeitura Universitária (Hid., Elé., Vidra.) e Redondo",1,0,0,0,1,2459.0,2685.0,226.0,226.0,LIDO,Sem ocorrência,3971.25,3971.25,-750.58,0.0,0,7191.92,7191.92,0.0
H009 2024 Agosto,Medidor faturado pela UFSC,2024,Agosto,2297140,Trindade,Y11C052787,H009,CASAN,Florianópolis - Trindade,PU - Prefeitura Universitária (Edificação antiga da PU),1,0,0,0,1,26.0,26.0,0.0,0.0,LIDO,HIDRÔMETRO PARADO.,43.31,43.31,-8.19,0.0,0,78.43,78.43,0.0
H010 2024 Agosto,Medidor faturado pela UFSC,2024,Agosto,2297132,Trindade,C11C010472,H010,CASAN,Florianópolis - Trindade,"PU - Prefeitura Universitária (DPAE, DFO, DMPI)",1,0,0,0,1,2658.0,2682.0,24.0,24.0,MÉDIO,Média,357.47,357.47,-67.57,0.0,0,647.37,647.3700000000001,0.0
