CODIGO,CATEGORIA,ANO,MÊS,MATRICULA,CAMPUS,N_HIDROMETRO,COD_HIDROMETRO,CONCESSIONARIA,CIDADE,LOCAL,ECON_PUB,ECON_RES,ECON_COM,ECON_IND,ECON_TOTAL,LEIT_ANT,LEIT_ATUAL,VOLUME_CONSUMIDO,VOLUME_FATURADO,OCORRENCIA,ANORMALIDADE,VALOR_AGUA,VALOR_ESGOTO,DESCONTOS,OUTROS,MULTAS_JUROS,VALOR_TOTAL,VERIFICACAO,DIFERENCA
H001 2017 Outubro,Medidor faturado pela UFSC,2017,Outubro,2297094,2017-10-19,A16S366817,H001,CASAN,Florianópolis,Almoxarifado,1.0,,,,1,374.0,414.0,40,40.0,Lido,,372.26,,-35.18,,,337.08,337.08,0.0
H002 2017 Outubro,Medidor faturado pela UFSC,2017,Outubro,2297116,2017-10-19,A04S381708,H002,CASAN,Florianópolis,Patrimônio e oficinas,2.0,,,,2,4276.0,4319.0,43,43.0,Lido,,362.2,,-34.23,,,327.97,327.96999999999997,0.0
H003 2017 Outubro,Medidor faturado pela UFSC,2017,Outubro,2297124,2017-10-19,C11C010369,H003,CASAN,Florianópolis,Biotério Central,1.0,,,,1,9179.0,9536.0,357,357.0,Lido,,3647.82,,-344.72,,,3303.1,3303.1000000000004,0.0
H004 2017 Outubro,Medidor faturado pela UFSC,2017,Outubro,2297086,2017-10-19,Y11C059545,H004,CASAN,Florianópolis,Almoxarifado Central,1.0,,,,1,2522.0,2650.0,128,128.0,Lido,,1281.56,,-121.11,,,1160.45,1160.45,0.0
H005 2017 Outubro,Medidor faturado pela UFSC,2017,Outubro,2297078,2017-10-19,B10C010667,H005,CASAN,Florianópolis,Engenharia Química,1.0,,,,1,10877.0,11245.0,368,368.0,Lido,,3761.48,,-355.45,,,3406.03,3406.03,0.0
H006 2017 Outubro,Medidor faturado pela UFSC,2017,Outubro,9185569,2017-10-19,A11C032611,H006,CASAN,Florianópolis,Eng. Civil Bloco T,1.0,,,,1,2862.0,2863.0,1,10.0,Mínimo,,62.27,,-5.88,,,56.39,56.39,0.0
H007 2017 Outubro,Medidor faturado pela UFSC,2017,Outubro,9185550,2017-10-19,A11C047521,H007,CASAN,Florianópolis,Eng. Civil Bloco V,1.0,,,,1,4062.0,4096.0,34,34.0,Lido,,310.26,,-29.32,,,280.94,280.94,0.0
H008 2017 Outubro,Medidor faturado pela UFSC,2017,Outubro,2297159,2017-10-19,C11C010187,H008,CASAN,Florianópolis,Prefeitura e Restaurante,1.0,,,,1,10030.0,10450.0,420,420.0,Lido,,4298.8,,-406.23,,,3892.57,3892.57,0.0
H009 2017 Outubro,Medidor faturado pela UFSC,2017,Outubro,2297140,2017-10-19,Y11C052787,H009,CASAN,Florianópolis,Prefeitura Universitária,1.0,,,,1,2473.0,2496.0,23,23.0,Lido,,196.6,,-18.59,,,178.01,178.01,0.0
H010 2017 Outubro,Medidor faturado pela UFSC,2017,Outubro,2297132,2017-10-19,C11C010472,H010,CASAN,Florianópolis,ETUSC,1.0,,,,1,401.0,441.0,40,40.0,Lido,,372.26,,-35.18,,,337.08,337.08,0.0
H011 2017 Outubro,Medidor faturado pela UFSC,2017,Outubro,8149615,2017-10-19,C11C005249,H011,CASAN,Florianópolis,CCB MIP 1,1.0,,,,1,15806.0,16484.0,678,678.0,Lido,,6964.71,,-658.17,,,6306.54,6306.54,0.0
H014 2017 Outubro,Medidor faturado pela UFSC,2017,Outubro,2296969,2017-10-23,J15AA00002,H014,CASAN,Florianópolis,Hospital Universitário,51.0,,6.0,1.0,58,325058.0,335091.0,10033,10033.0,Lido,,103256.15,103256.15,-19515.409999999996,,,186996.89,186996.88999999998,0.0
H015 2017 Outubro,Medidor faturado pela UFSC,2017,Outubro,2296918,2017-10-18,B10C013878,H015,CASAN,Florianópolis,Moradia Estudantil Pequena,1.0,,,,1,1201.0,1229.0,28,28.0,Lido,,248.26,248.26,-46.93,,,449.59,449.59,0.0
H017 2017 Outubro,Medidor faturado pela UFSC,2017,Outubro,2296950,2017-10-19,C11C001906,H017,CASAN,Florianópolis,Centro de Ciências da Saúde,1.0,,,,1,20180.0,20871.0,691,691.0,Lido,,7099.04,7099.04,-1341.72,,,12856.36,12856.36,0.0
H018 2017 Outubro,Medidor faturado pela UFSC,2017,Outubro,2296640,2017-10-18,A13C043935,H018,CASAN,Florianópolis,DAE,1.0,,,,1,1258.0,1310.0,52,52.0,Lido,,496.26,496.26,-93.8,,,898.72,898.72,0.0
H019 2017 Outubro,Medidor faturado pela UFSC,2017,Outubro,9097821,2017-10-18,C11C005250,H019,CASAN,Florianópolis,Centro Acadêmico Socioeconômico,1.0,,1.0,,2,2155.0,2289.0,134,134.0,Lido,,1347.81,1347.81,-254.74,,,2440.88,2440.88,0.0
H020 2017 Outubro,Medidor faturado pela UFSC,2017,Outubro,2296829,2017-10-18,C11C009540,H020,CASAN,Florianópolis,Centro Socioeconômico,1.0,,,,1,18972.0,19592.0,620,620.0,Lido,,6365.4,6365.4,-1203.06,,,11527.74,11527.74,0.0
H021 2017 Outubro,Medidor faturado pela UFSC,2017,Outubro,2296632,2017-10-18,B10C001813,H021,CASAN,Florianópolis,Igrejinha UFSC,2.0,,,,2,2622.0,2627.0,5,20.0,Informado,,124.54,124.54,-23.54,,,225.54,225.54000000000002,0.0
H023 2017 Outubro,Medidor faturado pela UFSC,2017,Outubro,2296934,2017-10-18,B10C010114,H023,CASAN,Florianópolis,Associação Volantes 1,1.0,,,,1,3378.0,3654.0,276,276.0,Lido,,2810.85,2810.85,-531.25,,,5090.45,5090.45,0.0
H024 2017 Outubro,Medidor faturado pela UFSC,2017,Outubro,2296926,2017-10-18,A96C161864,H024,CASAN,Florianópolis,Associação Volantes 2,1.0,,1.0,,2,240.0,245.0,5,20.0,Mínimo,,124.54,124.54,-23.54,,,225.54,225.54000000000002,0.0
H025 2017 Outubro,Medidor faturado pela UFSC,2017,Outubro,2296900,2017-10-18,C11C001273,H025,CASAN,Florianópolis,CFM Bloco A,1.0,,,,1,8646.0,9042.0,396,396.0,Lido,,4050.81,4050.81,-765.61,,,7336.01,7336.01,0.0
H026 2017 Outubro,Medidor faturado pela UFSC,2017,Outubro,9912770,2017-10-23,A10C023447,H026,CASAN,Florianópolis,CFM Bloco B,1.0,,,,1,2232.0,2260.0,28,28.0,Lido,,248.26,248.26,-46.93,,,449.59,449.59,0.0
H027 2017 Outubro,Medidor faturado pela UFSC,2017,Outubro,2296888,2017-10-18,C11C009484,H027,CASAN,Florianópolis,Colégio Aplicação,1.0,,,,1,20920.0,21907.0,987,987.0,Médio,,10157.61,10157.61,-1919.79,,,18395.43,18395.43,0.0
H028 2017 Outubro,Medidor faturado pela UFSC,2017,Outubro,6205615,2017-10-18,B10C017964,H028,CASAN,Florianópolis,Nativas do Horto Botânico,1.0,,,,1,50.0,51.0,1,10.0,Mínimo,,62.27,62.27,-11.78,,,112.76,112.76,0.0
H029 2017 Outubro,Medidor faturado pela UFSC,2017,Outubro,7297220,2017-10-10,A08X051927,H029,CASAN,Florianópolis,Moradia Estudantil - Portaria,1.0,,,,1,1969.0,1971.0,2,10.0,Mínimo,,62.27,62.27,-11.78,,,112.76,112.76,0.0
