CODIGO,CATEGORIA,ANO,MÊS,MATRICULA,CAMPUS,N_HIDROMETRO,COD_HIDROMETRO,CONCESSIONARIA,CIDADE,LOCAL,ECON_PUB,ECON_RES,ECON_COM,ECON_IND,ECON_TOTAL,LEIT_ANT,LEIT_ATUAL,VOLUME_CONSUMIDO,VOLUME_FATURADO,OCORRENCIA,ANORMALIDADE,VALOR_AGUA,VALOR_ESGOTO,DESCONTOS,OUTROS,MULTAS_JUROS,VALOR_TOTAL,VERIFICACAO,DIFERENCA
H001 2023 Agosto,Medidor faturado pela UFSC,2023,Agosto,2297094,Trindade,A16S366817,H001,CASAN,Florianópolis - Trindade,Almoxarifado e Transportes (PU 11 e 06),1,0,0,0,1,965.0,1024.0,59.0,59.0,LIDO,ALTO CONSUMO,847.3,0.0,-80.07,0,0,767.23,767.23,0
H002 2023 Agosto,Medidor faturado pela UFSC,2023,Agosto,2297116,Trindade,A04S381708,H002,CASAN,Florianópolis - Trindade,"Patrimônio e Digitalização (DAG08 e 06), LAMAQ (CCB20)",1,0,1,0,2,2398.0,2443.0,45.0,45.0,LIDO,OK,569.67,0.0,-53.83,0,0,515.84,515.8399999999999,0
H003 2023 Agosto,Medidor faturado pela UFSC,2023,Agosto,2297124,Trindade,C11C010369,H003,CASAN,Florianópolis - Trindade,Biotério Central (BIC 01 a 10),1,0,0,0,1,4700.0,4975.0,275.0,275.0,LIDO,OK,4175.86,0.0,-394.62,0,0,3781.24,3781.24,0
H004 2023 Agosto,Medidor faturado pela UFSC,2023,Agosto,2297086,Trindade,B17C002619,H004,CASAN,Florianópolis - Trindade,"PU - Carpintaria e Serralheria (DAG01, 02 e 03)",1,0,0,0,1,822.0,872.0,50.0,50.0,LIDO,OK,708.61,0.0,-66.97,0,0,641.64,641.64,0
H005 2023 Agosto,Medidor faturado pela UFSC,2023,Agosto,2297078,Trindade,B10C010667,H005,CASAN,Florianópolis - Trindade,"Engenharia Química - (CTC 19, 20, 21, 24 e 46)",1,0,0,0,1,4208.0,4327.0,119.0,119.0,LIDO,ALTO CONSUMO,1771.9,0.0,-167.45,0,0,1604.45,1604.45,0
H006 2023 Agosto,Medidor faturado pela UFSC,2023,Agosto,9185569,Trindade,A11C032611,H006,CASAN,Florianópolis - Trindade,Eng. Civil Bloco D,1,0,0,0,1,163.0,177.0,14.0,14.0,LIDO,ALTO CONSUMO,153.85,153.85,-29.08,0,0,278.62,278.62,0
H007 2023 Agosto,Medidor faturado pela UFSC,2023,Agosto,9185550,Trindade,A11C047521,H007,CASAN,Florianópolis - Trindade,"Eng. Civil Bloco A, B e C",1,0,0,0,1,5692.0,5769.0,77.0,77.0,LIDO,OK,1124.68,0.0,-106.28,0,0,1018.4,1018.4000000000001,0
H008 2023 Agosto,Medidor faturado pela UFSC,2023,Agosto,2297159,Trindade,C11C010187,H008,CASAN,Florianópolis - Trindade,"PU - Prefeitura Universitária (Hid., Elé., Vidra.) e Redondo",1,0,0,0,1,51876.0,52189.0,313.0,313.0,LIDO,ALTO CONSUMO,4761.44,0.0,-449.95,0,0,4311.49,4311.49,0
H009 2023 Agosto,Medidor faturado pela UFSC,2023,Agosto,2297140,Trindade,Y11C052787,H009,CASAN,Florianópolis - Trindade,PU - Prefeitura Universitária (Edificação antiga da PU),1,0,0,0,1,22.0,20.0,-2.0,0.0,LIDO/REVISÃO,CONFIRMAÇÃO LEITURA,37.31,37.31,-7.06,0,0,67.56,67.56,0
H010 2023 Agosto,Medidor faturado pela UFSC,2023,Agosto,2297132,Trindade,C11C010472,H010,CASAN,Florianópolis - Trindade,"PU - Prefeitura Universitária (DPAE, DFO, DMPI)",1,0,0,0,1,2384.0,2432.0,48.0,48.0,MÉDIO,VIDRO DO HIDRÔMETRO SUADO,677.79,0.0,-64.05,0,0,613.74,613.74,0
H011 2023 Agosto,Medidor faturado pela UFSC,2023,Agosto,8149615,Trindade,C11C005249,H011,CASAN,Florianópolis - Trindade,"CCB - Blocos A, B, C e D - 1 - Córrego Grande",1,0,0,0,1,41439.0,41789.0,350.0,350.0,LIDO,OK,5331.61,0.0,-503.85,0,0,4827.76,4827.759999999999,0
H014 2023 Agosto,Medidor não faturado pela UFSC,2023,Agosto,2296969,Trindade,J15AA00002,H014,CASAN,Florianópolis  HU,Hospital Universitário - EBSERH,51,0,6,1,58,138973.0,143417.0,4444.0,4444.0,LIDO/REVISÃO,CONFIRMAÇÃO LEITURA,65525.33,65525.33,-12384.29,0,0,118666.37,118666.37,0
H015 2023 Agosto,Medidor faturado pela UFSC,2023,Agosto,2296918,Trindade,B10C013878,H015,CASAN,Florianópolis - Trindade,Moradia Estudantil - Casa,1,0,0,0,1,210.0,210.0,0.0,0.0,LIDO,HIDRÔMETRO PARADO,37.31,37.31,-74.62,0,0,0.0,0.0,0
H017 2023 Agosto,Medidor faturado pela UFSC,2023,Agosto,2296950,Trindade,C11C001906,H017,CASAN,Florianópolis - Trindade,CCS - Centro de Ciências da Saúde,1,0,1,0,2,2203.0,2570.0,367.0,367.0,MÉDIO,CONSTRUIR ABRIGO,6063.03,6063.03,-1145.91,0,0,10980.15,10980.15,0
H018 2023 Agosto,Medidor faturado pela UFSC,2023,Agosto,2296640,Trindade,A13C043935,H018,CASAN,Florianópolis - Trindade,SSI - Secretaria de Assuntos Institucionais,1,0,0,0,1,4735.0,4764.0,29.0,29.0,MÉDIO,CONSTRUIR ABRIGO,385.0,385.0,-72.77,0,0,697.23,697.23,0
H019 2023 Agosto,Medidor faturado pela UFSC,2023,Agosto,9097821,Trindade,C11C005250,H019,CASAN,Florianópolis - Trindade,CSE 2 - CSE 9 e 10 (Bl F e G),1,0,1,1,3,11145.0,11429.0,284.0,284.0,LIDO,ALTO CONSUMO,4368.54,4368.54,-825.65,0,0,7911.43,7911.43,0
