CODIGO,CATEGORIA,ANO,MÊS,MATRICULA,CAMPUS,N_HIDROMETRO,COD_HIDROMETRO,CONCESSIONARIA,CIDADE,LOCAL,ECON_PUB,ECON_RES,ECON_COM,ECON_IND,ECON_TOTAL,LEIT_ANT,LEIT_ATUAL,VOLUME_CONSUMIDO,VOLUME_FATURADO,OCORRENCIA,ANORMALIDADE,VALOR_AGUA,VALOR_ESGOTO,DESCONTOS,OUTROS,MULTAS_JUROS,VALOR_TOTAL,VERIFICACAO,DIFERENCA
H001 2015 Julho,1,2015,Julho,2297094,2015-07-20,A00S096899,H001,CASAN,Florianópolis,Almoxarifado,1.0,,,,1,2948,2978,30,30,,,204.38,,-19.65,,3.58,188.31,188.31,0
H002 2015 Julho,2,2015,Julho,2297116,2015-07-20,A04S381708,H002,CASAN,Florianópolis,Patrimônio e oficinas,2.0,,,,2,3036,3043,7,20,,,94.64,,-9.45,,5.44,90.63,90.63,0
H003 2015 Julho,3,2015,Julho,2297124,2015-07-20,,H003,CASAN,Florianópolis,Biotério Central,1.0,,,,1,7842,21,-7821,330,,,2560.25,,-245.63,,39.01,2353.63,2353.63,0
H004 2015 Julho,4,2015,Julho,2297086,2015-07-20,,H004,CASAN,Florianópolis,Almoxarifado Central,1.0,,,,1,1864,1864,0,10,,,47.32,,-5.36,,9.28,51.24,51.24,0
H005 2015 Julho,5,2015,Julho,2297078,2015-07-20,B10C010667,H005,CASAN,Florianópolis,Engenharia Química,1.0,,,,1,4099,4289,190,190,,,1460.84,,-141.7,,38.64,1357.78,1357.78,0
H006 2015 Julho,6,2015,Julho,9185569,2015-07-20,A11C032611,H006,CASAN,Florianópolis,Eng. Civil Bloco T,1.0,,,,1,2157,2211,54,54,,,392.85,,-37.96,,8.79,363.68,363.68,0
H007 2015 Julho,7,2015,Julho,9185550,2015-07-20,A11C047521,H007,CASAN,Florianópolis,Eng. Civil Bloco V,1.0,,,,1,2012,2090,78,78,,,581.32,,-55.68,,7.85,533.49,533.49,0
H008 2015 Julho,8,2015,Julho,2297159,2015-07-20,B10C010670,H008,CASAN,Florianópolis,Prefeitura e Restaurante,1.0,,,,1,10780,11500,720,720,,,5622.88,,-538.86,,79.35,5163.37,5163.37,0
H009 2015 Julho,9,2015,Julho,2297140,2015-07-20,,H009,CASAN,Florianópolis,Prefeitura Universitária,1.0,,,,1,1318,1356,38,38,,,267.2,,-25.69,,4.63,246.14,246.14,0
H010 2015 Julho,10,2015,Julho,2297132,2015-07-20,C11C010472,H010,CASAN,Florianópolis,ETUSC,1.0,,,,1,97,118,21,21,Informado,,133.7,,-12.95,,3.38,124.13,124.13,0
