CODIGO,CATEGORIA,ANO,MÊS,MATRICULA,CAMPUS,N_HIDROMETRO,COD_HIDROMETRO,CONCESSIONARIA,CIDADE,LOCAL,ECON_PUB,ECON_RES,ECON_COM,ECON_IND,ECON_TOTAL,LEIT_ANT,LEIT_ATUAL,VOLUME_CONSUMIDO,VOLUME_FATURADO,OCORRENCIA,ANORMALIDADE,VALOR_AGUA,VALOR_ESGOTO,DESCONTOS,OUTROS,MULTAS_JUROS,VALOR_TOTAL,VERIFICACAO,DIFERENCA
H001 2022 Junho,Medidor faturado pela UFSC,2022,Junho,2297094,Trindade,A16S366817,H001,CASAN,Florianópolis - Trindade,Almoxarifado e Transportes (PU 11 e 06),1,0,0,0,1,588,603,15,15,LIDO,0,137.19,0.0,-12.97,0.0,0,124.22,124.22,0
H002 2022 Junho,Medidor faturado pela UFSC,2022,Junho,2297116,Trindade,A04S381708,H002,CASAN,Florianópolis - Trindade,"Patrimônio e Digitalização (DAG08 e 06), LAMAQ (CCB20)",1,0,1,0,2,1750,1788,38,38,LIDO/REVISÃO,0,374.3,0.0,-35.37,0.0,0,338.93,338.93,0
H003 2022 Junho,Medidor faturado pela UFSC,2022,Junho,2297124,Trindade,C11C010369,H003,CASAN,Florianópolis - Trindade,Biotério Central (BIC 01 a 10),1,0,0,0,1,544,938,394,394,LIDO/REVISÃO,0,4870.9,0.0,-460.3,0.0,0,4410.6,4410.599999999999,0
H004 2022 Junho,Medidor faturado pela UFSC,2022,Junho,2297086,Trindade,B17C002619,H004,CASAN,Florianópolis - Trindade,"PU - Carpintaria e Serralheria (DAG01, 02 e 03)",1,0,0,0,1,424,441,17,17,LIDO,0,162.17,0.0,-15.32,0.0,0,146.85,146.85,0
H005 2022 Junho,Medidor faturado pela UFSC,2022,Junho,2297078,Trindade,B10C010667,H005,CASAN,Florianópolis - Trindade,"Engenharia Química - (CTC 19, 20, 21, 24 e 46)",1,0,0,0,1,1734,1869,135,135,LIDO,0,1635.99,0.0,-154.6,0.0,0,1481.39,1481.39,0
H006 2022 Junho,Medidor faturado pela UFSC,2022,Junho,9185569,Trindade,A11C032611,H006,CASAN,Florianópolis - Trindade,Eng. Civil Bloco D,1,0,0,0,1,14,14,0,0,LIDO,0,30.24,0.0,-2.86,0.0,0,27.38,27.38,0
H007 2022 Junho,Medidor faturado pela UFSC,2022,Junho,9185550,Trindade,A11C047521,H007,CASAN,Florianópolis - Trindade,"Eng. Civil Bloco A, B e C",1,0,0,0,1,4106,4374,268,268,LIDO/REVISÃO,0,3297.16,0.0,-311.57,0.0,0,2985.59,2985.5899999999997,0
H008 2022 Junho,Medidor faturado pela UFSC,2022,Junho,2297159,Trindade,C11C010187,H008,CASAN,Florianópolis - Trindade,"PU - Prefeitura Universitária (Hid., Elé., Vidra.) e Redondo",1,0,0,0,1,45928,47204,1276,1276,LIDO/REVISÃO,0,15887.08,0.0,-1501.33,0.0,0,14385.75,14385.75,0
H009 2022 Junho,Medidor faturado pela UFSC,2022,Junho,2297140,Trindade,Y11C052787,H009,CASAN,Florianópolis - Trindade,PU - Prefeitura Universitária (Edificação antiga da PU),1,0,0,0,1,106,109,3,3,MÉDIO,0,43.59,0.0,-4.12,0.0,0,39.47,39.470000000000006,0
H010 2022 Junho,Medidor faturado pela UFSC,2022,Junho,2297132,Trindade,C11C010472,H010,CASAN,Florianópolis - Trindade,"PU - Prefeitura Universitária (DPAE, DFO, DMPI)",1,0,0,0,1,1817,1830,13,13,MÉDIO,0,112.21,0.0,-10.61,0.0,0,101.6,101.6,0
H011 2022 Junho,Medidor faturado pela UFSC,2022,Junho,8149615,Trindade,C11C005249,H011,CASAN,Florianópolis - Trindade,"CCB - Blocos A, B, C e D - 1 - Córrego Grande",1,0,0,0,1,37717,37804,87,87,LIDO,0,1036.47,0.0,-97.94,0.0,0,938.53,938.53,0
H014 2022 Junho,Medidor não faturado pela UFSC,2022,Junho,2296969,Trindade,J15AA00002,H014,CASAN,Florianópolis  HU,Hospital Universitário - EBSERH,51,0,6,1,58,51023,57174,6151,6151,0,0,74999.61,74999.61,-14174.919999999998,0.0,0,135824.3,135824.3,0
H015 2022 Junho,Medidor faturado pela UFSC,2022,Junho,2296918,Trindade,B10C013878,H015,CASAN,Florianópolis - Trindade,Moradia Estudantil - Casa,1,0,0,0,1,27,99,72,72,LIDO/REVISÃO,ALTO CONSUMO: O VOLUME FORNECIDO ULTRAPASSOU 30% A SUA MÉDIA. VERIFIQUE AS INSTALAÇÕES INTERNAS E EVITE DESPERDÍCIOS.,849.12,849.12,-160.49,0.0,0,1537.75,1537.75,0
H017 2022 Junho,Medidor faturado pela UFSC,2022,Junho,2296950,Trindade,C11C001906,H017,CASAN,Florianópolis - Trindade,CCS - Centro de Ciências da Saúde,1,0,0,0,1,10418,10918,500,500,LIDO/REVISÃO,ALTO CONSUMO: O VOLUME FORNECIDO ULTRAPASSOU 30% A SUA MÉDIA. VERIFIQUE AS INSTALAÇÕES INTERNAS E EVITE DESPERDÍCIOS.,6194.84,6194.84,-1170.82,0.0,0,11218.86,11218.86,0
H018 2022 Junho,Medidor faturado pela UFSC,2022,Junho,2296640,Trindade,A13C043935,H018,CASAN,Florianópolis - Trindade,SSI - Secretaria de Assuntos Institucionais,1,0,0,0,1,4291,4324,33,33,LIDO,0,362.01,362.01,-68.42,0.0,0,655.6,655.6,0
H019 2022 Junho,Medidor faturado pela UFSC,2022,Junho,9097821,Trindade,C11C005250,H019,CASAN,Florianópolis - Trindade,CSE 2 - CSE 9 e 10 (Bl F e G),1,0,1,0,2,7251,7389,138,138,LIDO/REVISÃO,ALTO CONSUMO: O VOLUME FORNECIDO ULTRAPASSOU 30% A SUA MÉDIA. VERIFIQUE AS INSTALAÇÕES INTERNAS E EVITE DESPERDÍCIOS.,1684.48,1684.48,-318.37,0.0,0,3050.59,3050.59,0
H020 2022 Junho,Medidor faturado pela UFSC,2022,Junho,2296829,Trindade,C11C009540,H020,CASAN,Florianópolis - Trindade,"CSE 1 - CSE 1 ao 4 (Bl A, B, C e D) e CCJ 1 e 2 (Bl E e F)",1,0,0,0,1,10268,10542,274,274,LIDO/REVISÃO,ALTO CONSUMO: O VOLUME FORNECIDO ULTRAPASSOU 30% A SUA MÉDIA. VERIFIQUE AS INSTALAÇÕES INTERNAS E EVITE DESPERDÍCIOS.,3372.1,3372.1,-637.33,0.0,0,6106.87,6106.87,0
H021 2022 Junho,Medidor faturado pela UFSC,2022,Junho,2296632,Trindade,B10C001813,H021,CASAN,Florianópolis - Trindade,Igrejinha UFSC (DAC 01 a 03 e DEX01),2,0,0,0,2,5333,5367,34,34,MÉDIO,0,324.34,324.34,-648.68,0.0,0,0.0,0.0,0
H023 2022 Junho,Medidor faturado pela UFSC,2022,Junho,2296934,Trindade,B10C010114,H023,CASAN,Florianópolis - Trindade,Associação Volantes 1,1,0,0,0,1,13479,13606,127,127,LIDO,0,1536.07,1536.07,-3072.14,0.0,0,0.0,0.0,0
H024 2022 Junho,Medidor faturado pela UFSC,2022,Junho,2296926,Trindade,A96C161864,H024,CASAN,Florianópolis - Trindade,Associação Volantes 2,1,0,1,0,2,24,24,0,0,LIDO,HIDRÔMETRO PARADO.,60.48,60.48,-11.44,0.0,0,109.52,109.52,0
H025 2022 Junho,Medidor faturado pela UFSC,2022,Junho,2296900,Trindade,C11C001273,H025,CASAN,Florianópolis - Trindade,CFM  Bloco A,1,0,0,0,1,14606,14936,330,330,LIDO,ALTO CONSUMO: O VOLUME FORNECIDO ULTRAPASSOU 30% A SUA MÉDIA. VERIFIQUE AS INSTALAÇÕES INTERNAS E EVITE DESPERDÍCIOS.,4071.54,4071.54,-769.52,0.0,0,7373.56,7373.5599999999995,0
H026 2022 Junho,Medidor faturado pela UFSC,2022,Junho,9912770,Trindade,A10C023447,H026,CASAN,Florianópolis - Trindade,CFM  Bloco B,1,0,0,0,1,2089,2144,55,55,LIDO,ALTO CONSUMO: O VOLUME FORNECIDO ULTRAPASSOU 30% A SUA MÉDIA. VERIFIQUE AS INSTALAÇÕES INTERNAS E EVITE DESPERDÍCIOS.,636.79,636.79,-120.36,0.0,0,1153.22,1153.22,0
H027 2022 Junho,Medidor faturado pela UFSC,2022,Junho,16701186,Trindade,C11C009484,H027,CASAN,Florianópolis - Trindade,Colégio de Aplicação,1,0,0,0,1,56583,56956,373,373,MÉDIO,0,4608.61,4608.61,-871.03,0.0,0,8346.19,8346.189999999999,0
H028 2022 Junho,Medidor faturado pela UFSC,2022,Junho,6205615,Trindade,B10C017964,H028,CASAN,Florianópolis - Trindade,Nativas do Horto Botânico,1,0,0,0,1,1071,1071,0,0,LIDO/REVISÃO,CONFIRMACAO LEITURA,30.24,30.24,-5.7,0.0,0,54.78,54.779999999999994,0
H029 2022 Junho,Medidor faturado pela UFSC,2022,Junho,7297220,Trindade,A08X051927,H029,CASAN,Florianópolis - Trindade,Moradia Estudantil - Portaria,1,0,0,0,1,190,194,4,4,LIDO,0,48.04,48.04,-9.07,0.0,0,87.01,87.00999999999999,0
H030 2022 Junho,Medidor faturado pela UFSC,2022,Junho,2296276,Trindade,E11C000101,H030,CASAN,Florianópolis - Trindade,Moradia Estudantil,0,30,0,0,30,19959,19969,10,10,LIDO,0,927.3,927.3,-1854.6,0.0,0,0.0,0.0,0
H032 2022 Junho,Medidor faturado pela UFSC,2022,Junho,2296659,Trindade,C11C001576,H032,CASAN,Florianópolis - Trindade,Biblioteca Central,1,0,0,0,1,21112,22126,1014,1014,LIDO/REVISÃO,ALTO CONSUMO: O VOLUME FORNECIDO ULTRAPASSOU 30% A SUA MÉDIA. VERIFIQUE AS INSTALAÇÕES INTERNAS E EVITE DESPERDÍCIOS.,12614.7,12614.7,-2384.17,0.0,0,22845.23,22845.230000000003,0
H033 2022 Junho,Medidor faturado pela UFSC,2022,Junho,2296667,Trindade,B10C014063,H033,CASAN,Florianópolis - Trindade,"CTC - Salas de Aula, Eng. Elétrica, Produção - CTC 1 ao 5, ",1,0,1,0,2,410,686,276,276,LIDO/REVISÃO,ALTO CONSUMO: O VOLUME FORNECIDO ULTRAPASSOU 30% A SUA MÉDIA. VERIFIQUE AS INSTALAÇÕES INTERNAS E EVITE DESPERDÍCIOS.,3630.28,3630.28,-686.13,0.0,0,6574.43,6574.43,0
