CODIGO,CATEGORIA,ANO,MÊS,MATRICULA,CAMPUS,N_HIDROMETRO,COD_HIDROMETRO,CONCESSIONARIA,CIDADE,LOCAL,ECON_PUB,ECON_RES,ECON_COM,ECON_IND,ECON_TOTAL,LEIT_ANT,LEIT_ATUAL,VOLUME_CONSUMIDO,VOLUME_FATURADO,OCORRENCIA,ANORMALIDADE,VALOR_AGUA,VALOR_ESGOTO,DESCONTOS,OUTROS,MULTAS_JUROS,VALOR_TOTAL,VERIFICACAO,DIFERENCA
H001 2018 Agosto,Medidor faturado pela UFSC,2018,Agosto,2297094.0,,A16S366817,H001,CASAN,Florianópolis,Almoxarifado,1.0,,,,1,728.0,764.0,36.0,36.0,Lido,,330.93,0.0,-31.27,0.0,0.0,299.66,299.66,0
H002 2018 Agosto,Medidor faturado pela UFSC,2018,Agosto,2297116.0,,A04S381708,H002,CASAN,Florianópolis,Patrimônio e oficinas,2.0,,,,2,4977.0,5012.0,35.0,35.0,Lido,,279.54,0.0,-26.43,0.0,0.0,253.11,253.11,0
H003 2018 Agosto,Medidor faturado pela UFSC,2018,Agosto,2297124.0,,C11C010369,H003,CASAN,Florianópolis,Biotério Central,1.0,,,,1,12509.0,12783.0,274.0,274.0,Lido,,2790.18,0.0,-263.68,0.0,0.0,2526.5,2526.5,0
H004 2018 Agosto,Medidor faturado pela UFSC,2018,Agosto,2297086.0,,B17C002619,H004,CASAN,Florianópolis,Almoxarifado Central,1.0,,,,1,698.0,772.0,74.0,74.0,Lido,,723.58,0.0,-68.38,0.0,0.0,655.2,655.2,0
H005 2018 Agosto,Medidor faturado pela UFSC,2018,Agosto,2297078.0,,B10C010667,H005,CASAN,Florianópolis,Engenharia Química,1.0,,,,1,16114.0,17057.0,943.0,943.0,Informado,,9702.96,0.0,-916.93,0.0,0.0,8786.03,8786.029999999999,0
H006 2018 Agosto,Medidor faturado pela UFSC,2018,Agosto,9185569.0,,A11C032611,H006,CASAN,Florianópolis,Eng. Civil Bloco T,1.0,,,,1,2866.0,2866.0,0.0,10.0,Mínimo,,62.27,0.0,-5.88,0.0,0.0,56.39,56.39,0
H007 2018 Agosto,Medidor faturado pela UFSC,2018,Agosto,9185550.0,,A11C047521,H007,CASAN,Florianópolis,Eng. Civil Bloco V,1.0,,,,1,4213.0,4214.0,1.0,10.0,Informado,,62.27,0.0,-5.88,0.0,0.0,56.39,56.39,0
H008 2018 Agosto,Medidor faturado pela UFSC,2018,Agosto,2297159.0,,C11C010187,H008,CASAN,Florianópolis,Prefeitura e Restaurante,1.0,,,,1,16069.0,16834.0,765.0,765.0,Informado,,7863.69,0.0,-743.12,0.0,0.0,7120.57,7120.57,0
H009 2018 Agosto,Medidor faturado pela UFSC,2018,Agosto,2297140.0,,Y11C052787,H009,CASAN,Florianópolis,Prefeitura Universitária,1.0,,,,1,2535.0,2540.0,5.0,10.0,Mínimo,,62.27,0.0,-5.88,0.0,0.0,56.39,56.39,0
H010 2018 Agosto,Medidor faturado pela UFSC,2018,Agosto,2297132.0,,C11C010472,H010,CASAN,Florianópolis,ETUSC,1.0,,,,1,853.0,898.0,45.0,45.0,Lido,,423.93,0.0,-40.07,0.0,0.0,383.86,383.86,0
H011 2018 Agosto,Medidor faturado pela UFSC,2018,Agosto,8149615.0,,C11C005249,H011,CASAN,Florianópolis,CCB MIP 1,1.0,,,,1,24796.0,25611.0,815.0,815.0,Lido,,8380.34,0.0,-791.94,0.0,0.0,7588.4,7588.4,0
H014 2018 Agosto,Medidor faturado pela UFSC,2018,Agosto,2296969.0,2018-08-25,J15AA00002,H014,CASAN,Florianópolis,Hospital Universitário,51.0,,6.0,1.0,58,438225.0,449715.0,11490.0,11490.0,Médio,,123924.35,123924.35,-24059.41,16883.88,6133.56,246806.73,246806.73,0
H015 2018 Agosto,Medidor faturado pela UFSC,2018,Agosto,2296918.0,,B10C013878,H015,CASAN,Florianópolis,Moradia Estudantil Pequena,1.0,,,,1,1702.0,1758.0,56.0,56.0,Médio,,537.59,537.59,-101.61,0.0,0.0,973.57,973.57,0
H017 2018 Agosto,Medidor faturado pela UFSC,2018,Agosto,2296950.0,,C11C001906,H017,CASAN,Florianópolis,Centro de Ciências da Saúde,1.0,,,,1,29011.0,29767.0,756.0,756.0,Lido,,7770.69,7770.69,-1468.66,0.0,0.0,14072.72,14072.72,0
H018 2018 Agosto,Medidor faturado pela UFSC,2018,Agosto,2296640.0,,A13C043935,H018,CASAN,Florianópolis,DAE,1.0,,,,1,2109.0,2160.0,51.0,51.0,Lido,,485.92,485.92,-91.85,0.0,0.0,879.99,879.99,0
H019 2018 Agosto,Medidor faturado pela UFSC,2018,Agosto,9097821.0,,C11C005250,H019,CASAN,Florianópolis,Centro Acadêmico Socioeconômico,1.0,,1.0,,2,3502.0,3595.0,93.0,93.0,Lido,,878.84,878.84,-166.1,0.0,0.0,1591.58,1591.5800000000002,0
H020 2018 Agosto,Medidor faturado pela UFSC,2018,Agosto,2296829.0,,C11C009540,H020,CASAN,Florianópolis,Centro Socioeconômico,1.0,,,,1,24789.0,25754.0,965.0,965.0,Informado,,9930.29,9930.29,-1876.83,0.0,0.0,17983.75,17983.75,0
H021 2018 Agosto,Medidor faturado pela UFSC,2018,Agosto,2296632.0,,B10C001813,H021,CASAN,Florianópolis,Igrejinha UFSC,2.0,,,,2,2856.0,2901.0,45.0,45.0,Médio,,382.87,382.87,-72.37,0.0,0.0,693.37,693.37,0
