CODIGO,CATEGORIA,ANO,MÊS,MATRICULA,CAMPUS,N_HIDROMETRO,COD_HIDROMETRO,CONCESSIONARIA,CIDADE,LOCAL,ECON_PUB,ECON_RES,ECON_COM,ECON_IND,ECON_TOTAL,LEIT_ANT,LEIT_ATUAL,VOLUME_CONSUMIDO,VOLUME_FATURADO,OCORRENCIA,ANORMALIDADE,VALOR_AGUA,VALOR_ESGOTO,DESCONTOS,OUTROS,MULTAS_JUROS,VALOR_TOTAL,VERIFICACAO,DIFERENCA
H001 2016 Setembro,1,2016,Setembro,2297094,2016-09-19,A00S096899,H001,CASAN,Florianópolis,Almoxarifado,1.0,,,,1,3400,3436,36,36,Lido,,311.96,,-29.98,,5.42,287.4,287.4,0
H002 2016 Setembro,2,2016,Setembro,2297116,2016-09-19,A04S381708,H002,CASAN,Florianópolis,Patrimônio e oficinas,2.0,,,,2,3176,3199,23,23,Lido,,146.62,,-14.05,,1.92,134.49,134.49,0
H003 2016 Setembro,3,2016,Setembro,2297124,2016-09-19,C11C010369,H003,CASAN,Florianópolis,Biotério Central,1.0,,,,1,4584,4901,317,317,Lido,,3049.13,,-292.76,,48.72,2805.09,2805.09,0
H004 2016 Setembro,4,2016,Setembro,2297086,2016-09-19,Y11C059545,H004,CASAN,Florianópolis,Almoxarifado Central,1.0,,,,1,1192,1257,65,65,Lido,,594.44,,-57.55,,14.49,551.38,551.38,0
H005 2016 Setembro,5,2016,Setembro,2297078,2016-09-19,B10C010667,H005,CASAN,Florianópolis,Engenharia Química,1.0,,,,1,6939,7163,224,224,Lido,,2143.23,,-205.56,,32.0,1969.67,1969.67,0
H006 2016 Setembro,6,2016,Setembro,9185569,2016-09-19,A11C032611,H006,CASAN,Florianópolis,Eng. Civil Bloco T,1.0,,,,1,2841,2860,19,19,Lido,,146.37,,-14.74,,9.72,141.35,141.35,0
H007 2016 Setembro,7,2016,Setembro,9185550,2016-09-19,A11C047521,H007,CASAN,Florianópolis,Eng. Civil Bloco V,1.0,,,,1,3078,3169,91,91,Lido,,847.7,,-83.99,,41.08,804.79,804.79,0
H008 2016 Setembro,8,2016,Setembro,2297159,2016-09-19,C11C010187,H008,CASAN,Florianópolis,Prefeitura e Restaurante,1.0,,,,1,3172,3792,620,620,Lido,,6000.59,,-574.56,,79.44,5505.47,5505.47,0
H009 2016 Setembro,9,2016,Setembro,2297140,2016-09-19,Y11C052787,H009,CASAN,Florianópolis,Prefeitura Universitária,1.0,,,,1,1807,1849,42,42,Lido,,370.41,,-35.57,,6.05,340.89,340.89,0
H010 2016 Setembro,10,2016,Setembro,2297132,2016-09-19,C11C010472,H010,CASAN,Florianópolis,ETUSC,1.0,,,,1,178,183,5,10,Mínimo,,58.7,,-5.64,,0.96,54.02,54.02,0
