CODIGO,CATEGORIA,ANO,MÊS,MATRICULA,CAMPUS,N_HIDROMETRO,COD_HIDROMETRO,CONCESSIONARIA,CIDADE,LOCAL,ECON_PUB,ECON_RES,ECON_COM,ECON_IND,ECON_TOTAL,LEIT_ANT,LEIT_ATUAL,VOLUME_CONSUMIDO,VOLUME_FATURADO,OCORRENCIA,ANORMALIDADE,VALOR_AGUA,VALOR_ESGOTO,DESCONTOS,OUTROS,MULTAS_JUROS,VALOR_TOTAL,VERIFICACAO,DIFERENCA
H001 2023 Dezembro,Medidor faturado pela UFSC,2023,Dezembro,2297094,Trindade,A16S366817,H001,CASAN,Florianópolis - Trindade,Almoxarifado e Transportes (PU 11 e 06),1,0,0,0,1,1110.0,1142.0,32.0,32.0,LIDO,OK,431.23,0.0,-40.75,0,0,390.48,390.48,0
H002 2023 Dezembro,Medidor faturado pela UFSC,2023,Dezembro,2297116,Trindade,A04S381708,H002,CASAN,Florianópolis - Trindade,"Patrimônio e Digitalização (DAG08 e 06), LAMAQ (CCB20)",1,0,1,0,2,2545.0,2583.0,38.0,38.0,LIDO,OK,461.8,0.0,-43.639999999999986,0,0,418.16,418.16,0
H003 2023 Dezembro,Medidor faturado pela UFSC,2023,Dezembro,2297124,Trindade,C11C010369,H003,CASAN,Florianópolis - Trindade,Biotério Central (BIC 01 a 10),1,0,0,0,1,6480.0,7065.0,585.0,585.0,LIDO/REVISÃO,ALTO CONSUMO,8952.96,0.0,-846.0499999999993,0,0,8106.91,8106.91,0
H004 2023 Dezembro,Medidor faturado pela UFSC,2023,Dezembro,2297086,Trindade,B17C002619,H004,CASAN,Florianópolis - Trindade,"PU - Carpintaria e Serralheria (DAG01, 02 e 03)",1,0,0,0,1,901.0,973.0,72.0,72.0,LIDO,ALTO CONSUMO,1047.63,0.0,-99.0100000000001,0,0,948.62,948.62,0
H005 2023 Dezembro,Medidor faturado pela UFSC,2023,Dezembro,2297078,Trindade,B10C010667,H005,CASAN,Florianópolis - Trindade,"Engenharia Química - (CTC 19, 20, 21, 24 e 46)",1,0,0,0,1,4663.0,113.0,-4550.0,124.0,LIDO,OK,1848.95,0.0,-174.73000000000002,0,0,1674.22,1674.22,0
H006 2023 Dezembro,Medidor faturado pela UFSC,2023,Dezembro,9185569,Trindade,A11C032611,H006,CASAN,Florianópolis - Trindade,Eng. Civil Bloco D,1,0,0,0,1,195.0,200.0,5.0,5.0,LIDO,OK,64.76,64.76,-12.250000000000014,0,0,117.27,117.27,0
H007 2023 Dezembro,Medidor faturado pela UFSC,2023,Dezembro,9185550,Trindade,A11C047521,H007,CASAN,Florianópolis - Trindade,"Eng. Civil Bloco A, B e C",1,0,0,0,1,6066.0,6253.0,187.0,187.0,LIDO/REVISÃO,ALTO CONSUMO,2819.78,0.0,-266.47000000000025,0,0,2553.31,2553.31,0
H008 2023 Dezembro,Medidor faturado pela UFSC,2023,Dezembro,2297159,Trindade,C11C010187,H008,CASAN,Florianópolis - Trindade,"PU - Prefeitura Universitária (Hid., Elé., Vidra.) e Redondo",1,0,0,0,1,52890.0,53223.0,333.0,333.0,LIDO,ALTO CONSUMO,5069.64,0.0,-479.0799999999999,0,0,4590.56,4590.56,0
H009 2023 Dezembro,Medidor faturado pela UFSC,2023,Dezembro,2297140,Trindade,Y11C052787,H009,CASAN,Florianópolis - Trindade,PU - Prefeitura Universitária (Edificação antiga da PU),1,0,0,0,1,22.0,22.0,0.0,0.0,LIDO,HIDROMETRO PARADO,37.31,37.31,-7.060000000000002,0,0,67.56,67.56,0
H010 2023 Dezembro,Medidor faturado pela UFSC,2023,Dezembro,2297132,Trindade,C11C010472,H010,CASAN,Florianópolis - Trindade,"PU - Prefeitura Universitária (DPAE, DFO, DMPI)",1,0,0,0,1,2457.0,2484.0,27.0,27.0,LIDO,OK,354.18,0.0,-33.47000000000003,0,0,320.71,320.71,0
H011 2023 Dezembro,Medidor faturado pela UFSC,2023,Dezembro,8149615,Trindade,C11C005249,H011,CASAN,Florianópolis - Trindade,"CCB - Blocos A, B, C e D - 1 - Córrego Grande",1,0,0,0,1,43160.0,43579.0,419.0,419.0,LIDO,OK,6394.9,0.0,-604.3299999999999,0,0,5790.57,5790.57,0
H014 2023 Dezembro,Medidor não faturado pela UFSC,2023,Dezembro,2296969,Trindade,J15AA00002,H014,CASAN,Florianópolis  HU,Hospital Universitário - EBSERH,51,0,6,1,58,162465.0,168031.0,5566.0,6709.0,MÉDIO,VIDRO DO HIDROMETRO SUADO,101759.02,101759.02,-52346.22,0,0,151171.82,151171.82,0
H015 2023 Dezembro,Medidor faturado pela UFSC,2023,Dezembro,2296918,Trindade,B10C013878,H015,CASAN,Florianópolis - Trindade,Moradia Estudantil - Casa,1,0,0,0,1,211.0,211.0,0.0,0.0,MÉDIO,CONSTRUIR ABRIGO,37.31,37.31,-7.060000000000002,0,0,67.56,67.56,0
H017 2023 Dezembro,Medidor faturado pela UFSC,2023,Dezembro,2296950,Trindade,C11C001906,H017,CASAN,Florianópolis - Trindade,CCS - Centro de Ciências da Saúde,1,0,1,0,2,4618.0,5212.0,594.0,594.0,LIDO,OK,10012.82,10012.82,-1892.4300000000003,0,0,18133.21,18133.21,0
H018 2023 Dezembro,Medidor faturado pela UFSC,2023,Dezembro,2296640,Trindade,A13C043935,H018,CASAN,Florianópolis - Trindade,SSI - Secretaria de Assuntos Institucionais,1,0,0,0,1,4811.0,4831.0,20.0,20.0,MÉDIO,CONSTRUIR ABRIGO,246.31,246.31,-46.56,0,0,446.06,446.06,0
H019 2023 Dezembro,Medidor faturado pela UFSC,2023,Dezembro,9097821,Trindade,C11C005250,H019,CASAN,Florianópolis - Trindade,CSE 2 - CSE 9 e 10 (Bl F e G),1,0,1,1,3,12200.0,12414.0,214.0,214.0,MÉDIO,CONSTRUIR ABRIGO,3196.98,3196.98,-604.2300000000005,0,0,5789.73,5789.73,0
H020 2023 Dezembro,Medidor faturado pela UFSC,2023,Dezembro,2296829,Trindade,C11C009540,H020,CASAN,Florianópolis - Trindade,"CSE 1 - CSE 1 ao 4 (Bl A, B, C e D) e CCJ 1 e 2 (Bl E e F)",1,0,0,0,1,2540.0,2780.0,240.0,240.0,MÉDIO,CONSTRUIR ABRIGO,3636.51,3636.51,-687.2900000000009,0,0,6585.73,6585.73,0
H021 2023 Dezembro,Medidor faturado pela UFSC,2023,Dezembro,2296632,Trindade,B10C001813,H021,CASAN,Florianópolis - Trindade,Igrejinha UFSC (DAC 01 a 03 e DEX01),2,0,0,0,2,69.0,149.0,80.0,80.0,MÉDIO,CONSTRUIR ABRIGO,1109.02,1109.02,-209.6099999999999,0,0,2008.43,2008.43,0
H023 2023 Dezembro,Medidor faturado pela UFSC,2023,Dezembro,2296934,Trindade,B10C010114,H023,CASAN,Florianópolis - Trindade,Associação Volantes 1,1,0,1,0,2,16229.0,16383.0,154.0,154.0,MÉDIO,CONSTRUIR ABRIGO,2356.82,2356.82,-445.4400000000005,0,0,4268.2,4268.2,0
H024 2023 Dezembro,Medidor faturado pela UFSC,2023,Dezembro,2296926,Trindade,A96C161864,H024,CASAN,Florianópolis - Trindade,Associação Volantes 2,1,0,2,0,3,24.0,24.0,0.0,0.0,MÉDIO,CONSTRUIR ABRIGO,111.93,111.93,-21.170000000000016,0,0,202.69,202.69,0
H025 2023 Dezembro,Medidor faturado pela UFSC,2023,Dezembro,2296900,Trindade,C11C001273,H025,CASAN,Florianópolis - Trindade,CFM  Bloco A,1,0,0,0,1,20591.0,20914.0,323.0,323.0,MÉDIO,CONSTRUIR ABRIGO,4915.54,4915.54,-929.0300000000007,0,0,8902.05,8902.05,0
