CODIGO,CATEGORIA,ANO,MÊS,MATRICULA,CAMPUS,N_HIDROMETRO,COD_HIDROMETRO,CONCESSIONARIA,CIDADE,LOCAL,ECON_PUB,ECON_RES,ECON_COM,ECON_IND,ECON_TOTAL,LEIT_ANT,LEIT_ATUAL,VOLUME_CONSUMIDO,VOLUME_FATURADO,OCORRENCIA,ANORMALIDADE,VALOR_AGUA,VALOR_ESGOTO,DESCONTOS,OUTROS,MULTAS_JUROS,VALOR_TOTAL,VERIFICACAO,DIFERENCA
H001 2014 Janeiro,1,2014,Janeiro,2297094,,A00S096899,H001,CASAN,Florianópolis,Almoxarifado,1.0,,,,1,2472,2484,12,12,,,58.82,,-6.22,,7.0,59.6,59.6,0
H002 2014 Janeiro,2,2014,Janeiro,2297116,,A04S381708,H002,CASAN,Florianópolis,Patrimônio e oficinas,2.0,,,,2,2719,2755,36,36,,,205.58,,-19.59,,1.76,187.75,187.75,0
H003 2014 Janeiro,3,2014,Janeiro,2297124,2014-01-20,F11C000559,H003,CASAN,Florianópolis,Biotério Central,1.0,,,,1,1677,2102,425,425,Lido,,3085.65,,-299.16,,79.91,2866.4,2866.4,0
H004 2014 Janeiro,4,2014,Janeiro,2297086,,A10C021011,H004,CASAN,Florianópolis,Almoxarifado Central,1.0,,,,1,647,654,7,10,,,44.16,,-4.35,,1.89,41.7,41.7,0
H005 2014 Janeiro,5,2014,Janeiro,2297078,2014-01-20,B10C010667,H005,CASAN,Florianópolis,Engenharia Química,1.0,,,,1,1224,1287,63,63,Lido,,432.59,,-46.5,,59.54,445.63,445.63,0
H006 2014 Janeiro,6,2014,Janeiro,9185569,,A11C032611,H006,CASAN,Florianópolis,Eng. Civil Bloco T,1.0,,,,1,1086,1111,25,25,Lido,,154.09,,-15.43,,9.18,147.84,147.84,0
H007 2014 Janeiro,7,2014,Janeiro,9185550,2014-01-20,A11C047521,H007,CASAN,Florianópolis,Eng. Civil Bloco V,1.0,,,,1,1125,1148,23,23,Lido,,139.44,,-15.06,,19.94,144.32,144.32,0
H008 2014 Janeiro,8,2014,Janeiro,2297159,2014-01-20,B10C010670,H008,CASAN,Florianópolis,Prefeitura e Restaurante,1.0,,,,1,2128,2344,216,216,Lido,,1553.91,,-152.78,,62.74,1463.87,1463.87,0
H009 2014 Janeiro,9,2014,Janeiro,2297140,,,H009,CASAN,Florianópolis,Prefeitura Universitária,1.0,,,,1,658,676,18,18,,,102.79,,-10.14,,4.49,97.14,97.14,0
H010 2014 Janeiro,10,2014,Janeiro,2297132,2014-01-20,C09B271050,H010,CASAN,Florianópolis,ETUSC,1.0,,,,1,1352,1387,35,35,Lido,,227.38,,-21.79,,3.12,208.71,208.71,0
