CODIGO,CATEGORIA,ANO,MÊS,MATRICULA,CAMPUS,N_HIDROMETRO,COD_HIDROMETRO,CONCESSIONARIA,CIDADE,LOCAL,ECON_PUB,ECON_RES,ECON_COM,ECON_IND,ECON_TOTAL,LEIT_ANT,LEIT_ATUAL,VOLUME_CONSUMIDO,VOLUME_FATURADO,OCORRENCIA,ANORMALIDADE,VALOR_AGUA,VALOR_ESGOTO,DESCONTOS,OUTROS,MULTAS_JUROS,VALOR_TOTAL,VERIFICACAO,DIFERENCA
H001 2017 Julho,Medidor faturado pela UFSC,2017,Julho,2297094,2017-07-19,A16S366817,H001,CASAN,Florianópolis,Almoxarifado,1.0,,,,1,244.0,287.0,43,43.0,Lido,,380.15,,-36.63,,7.41,350.93,350.93,0
H002 2017 Julho,Medidor faturado pela UFSC,2017,Julho,2297116,2017-07-19,A04S381708,H002,CASAN,Florianópolis,Patrimônio e oficinas,2.0,,,,2,4294.0,4202.0,-92,30.0,Informado,,214.81,,-23.41,,32.82,224.22,224.22,0
H003 2017 Julho,Medidor faturado pela UFSC,2017,Julho,2297124,2017-07-19,C11C010369,H003,CASAN,Florianópolis,Biotério Central,1.0,,,,1,8038.0,8330.0,292,292.0,Lido,,2805.61,,-270.76,,59.63,2594.48,2594.4800000000005,0
H004 2017 Julho,Medidor faturado pela UFSC,2017,Julho,2297086,2017-07-19,Y11C059545,H004,CASAN,Florianópolis,Almoxarifado Central,1.0,,,,1,2240.0,2319.0,79,79.0,Lido,,730.82,,-69.84,,8.3,669.28,669.28,0
H005 2017 Julho,Medidor faturado pela UFSC,2017,Julho,2297078,2017-07-19,B10C010667,H005,CASAN,Florianópolis,Engenharia Química,1.0,,,,1,9435.0,9922.0,487,487.0,Informado,,4705.06,,-450.65,,63.69,4318.1,4318.1,0
H006 2017 Julho,Medidor faturado pela UFSC,2017,Julho,9185569,2017-07-19,A11C032611,H006,CASAN,Florianópolis,Eng. Civil Bloco T,1.0,,,,1,2861.0,2861.0,0,10.0,Informado,,58.7,,-5.65,,1.06,54.11,54.11000000000001,0
H007 2017 Julho,Medidor faturado pela UFSC,2017,Julho,9185550,2017-07-19,A11C047521,H007,CASAN,Florianópolis,Eng. Civil Bloco V,1.0,,,,1,3898.0,3966.0,68,68.0,Lido,,623.67,,-59.89,,10.06,573.84,573.8399999999999,0
H008 2017 Julho,Medidor faturado pela UFSC,2017,Julho,2297159,2017-07-19,C11C010187,H008,CASAN,Florianópolis,Prefeitura e Restaurante,1.0,,,,1,8524.0,9024.0,500,500.0,Lido,,4831.69,,-464.53,,83.97,4451.13,4451.13,0
H009 2017 Julho,Medidor faturado pela UFSC,2017,Julho,2297140,2017-07-19,Y11C052787,H009,CASAN,Florianópolis,Prefeitura Universitária,1.0,,,,1,2247.0,2333.0,86,86.0,Lido,,799.0,,-76.26,,7.94,730.68,730.6800000000001,0
H010 2017 Julho,Medidor faturado pela UFSC,2017,Julho,2297132,2017-07-19,C11C010472,H010,CASAN,Florianópolis,ETUSC,1.0,,,,1,360.0,375.0,15,15.0,Lido,,107.4,,-11.35,,12.71,108.76,108.76000000000002,0
H011 2017 Julho,Medidor faturado pela UFSC,2017,Julho,8149615,2017-07-19,C11C005249,H011,CASAN,Florianópolis,CCB MIP 1,1.0,,,,1,13204.0,13972.0,768,768.0,Lido,,7442.23,,-716.37,,138.48,6864.34,6864.339999999999,0
H014 2017 Julho,Medidor faturado pela UFSC,2017,Julho,2296969,2017-07-24,J15AA00002,H014,CASAN,Florianópolis,Hospital Universitário,51.0,,6.0,1.0,58,291146.0,303518.0,12372,12372.0,Informado,,120729.93,120729.93,-22817.96,,,218641.9,218641.9,0
