CODIGO,CATEGORIA,ANO,MÊS,MATRICULA,CAMPUS,N_HIDROMETRO,COD_HIDROMETRO,CONCESSIONARIA,CIDADE,LOCAL,ECON_PUB,ECON_RES,ECON_COM,ECON_IND,ECON_TOTAL,LEIT_ANT,LEIT_ATUAL,VOLUME_CONSUMIDO,VOLUME_FATURADO,OCORRENCIA,ANORMALIDADE,VALOR_AGUA,VALOR_ESGOTO,DESCONTOS,OUTROS,MULTAS_JUROS,VALOR_TOTAL,VERIFICACAO,DIFERENCA
H001 2022 Maio,Medidor faturado pela UFSC,2022,Maio,2297094,Trindade,A16S366817,H001,CASAN,Florianópolis - Trindade,Almoxarifado e Transportes (PU 11 e 06),1,0,0,0,1,566,588,22,22,LIDO,0,224.62,0.0,-21.23,0,0,203.39,203.39000000000001,0
H002 2022 Maio,Medidor faturado pela UFSC,2022,Maio,2297116,Trindade,A04S381708,H002,CASAN,Florianópolis - Trindade,"Patrimônio e Digitalização (DAG08 e 06), LAMAQ (CCB20)",1,0,1,0,2,1708,1750,42,42,LIDO/REVISÃO,CONFIRMAÇÃO LEITURA,424.26,0.0,-40.09,0,0,384.17,384.16999999999996,0
H003 2022 Maio,Medidor faturado pela UFSC,2022,Maio,2297124,Trindade,C11C010369,H003,CASAN,Florianópolis - Trindade,Biotério Central (BIC 01 a 10),1,0,0,0,1,29821,544,-29277,1192,LIDO/REVISÃO,CONFIRMAÇÃO LEITURA,14837.92,0.0,-1402.19,0,0,13435.73,13435.73,0
H004 2022 Maio,Medidor faturado pela UFSC,2022,Maio,2297086,Trindade,B17C002619,H004,CASAN,Florianópolis - Trindade,"PU - Carpintaria e Serralheria (DAG01, 02 e 03)",1,0,0,0,1,404,424,20,20,LIDO,0,199.64,0.0,-18.87,0,0,180.77,180.76999999999998,0
H005 2022 Maio,Medidor faturado pela UFSC,2022,Maio,2297078,Trindade,B10C010667,H005,CASAN,Florianópolis - Trindade,"Engenharia Química - (CTC 19, 20, 21, 24 e 46)",1,0,0,0,1,1597,1734,137,137,LIDO,0,1660.97,0.0,-156.97,0,0,1504.0,1504.0,0
H006 2022 Maio,Medidor faturado pela UFSC,2022,Maio,9185569,Trindade,A11C032611,H006,CASAN,Florianópolis - Trindade,Eng. Civil Bloco D,1,0,0,0,1,13,14,1,1,LIDO,ALTO CONSUMO: O VOLUME FORNECIDO ULTRAPASSOU 30% A SUA MÉDIA.,34.69,0.0,-3.29,0,0,31.4,31.4,0
H007 2022 Maio,Medidor faturado pela UFSC,2022,Maio,9185550,Trindade,A11C047521,H007,CASAN,Florianópolis - Trindade,"Eng. Civil Bloco A, B e C",1,0,0,0,1,4012,4106,94,94,LIDO,ALTO CONSUMO: O VOLUME FORNECIDO ULTRAPASSOU 30% A SUA MÉDIA.,1123.9,0.0,-106.22,0,0,1017.68,1017.6800000000001,0
H008 2022 Maio,Medidor faturado pela UFSC,2022,Maio,2297159,Trindade,C11C010187,H008,CASAN,Florianópolis - Trindade,"PU - Prefeitura Universitária (Hid., Elé., Vidra.) e Redondo",1,0,0,0,1,45073,45928,855,855,LIDO,0,10628.79,0.0,-1004.42,0,0,9624.37,9624.37,0
H009 2022 Maio,Medidor faturado pela UFSC,2022,Maio,2297140,Trindade,Y11C052787,H009,CASAN,Florianópolis - Trindade,PU - Prefeitura Universitária (Edificação antiga da PU),1,0,0,0,1,101,106,5,5,LIDO,ALTO CONSUMO: O VOLUME FORNECIDO ULTRAPASSOU 30% A SUA MÉDIA.,52.49,0.0,-4.95,0,0,47.54,47.54,0
H010 2022 Maio,Medidor faturado pela UFSC,2022,Maio,2297132,Trindade,C11C010472,H010,CASAN,Florianópolis - Trindade,"PU - Prefeitura Universitária (DPAE, DFO, DMPI)",1,0,0,0,1,1787,1817,30,30,LIDO/REVISÃO,ALTO CONSUMO: O VOLUME FORNECIDO ULTRAPASSOU 30% A SUA MÉDIA.,324.54,0.0,-30.68,0,0,293.86,293.86,0
H011 2022 Maio,Medidor faturado pela UFSC,2022,Maio,8149615,Trindade,C11C005249,H011,CASAN,Florianópolis - Trindade,"CCB - Blocos A, B, C e D - 1 - Córrego Grande",1,0,0,0,1,37631,37717,86,86,LIDO,ALTO CONSUMO: O VOLUME FORNECIDO ULTRAPASSOU 30% A SUA MÉDIA.,1023.98,0.0,-96.77,0,0,927.21,927.21,0
