CODIGO,CATEGORIA,ANO,MÊS,MATRICULA,CAMPUS,N_HIDROMETRO,COD_HIDROMETRO,CONCESSIONARIA,CIDADE,LOCAL,ECON_PUB,ECON_RES,ECON_COM,ECON_IND,ECON_TOTAL,LEIT_ANT,LEIT_ATUAL,VOLUME_CONSUMIDO,VOLUME_FATURADO,OCORRENCIA,ANORMALIDADE,VALOR_AGUA,VALOR_ESGOTO,DESCONTOS,OUTROS,MULTAS_JUROS,VALOR_TOTAL,VERIFICACAO,DIFERENCA
H001 2015 Abril,1,2015,Abril,2297094,,A00S096899,H001,CASAN,Florianópolis,Almoxarifado,1.0,,,,1,2839,2885,46,46,,,330.02,,-31.19,,,298.83,298.83,0
H002 2015 Abril,2,2015,Abril,2297116,,A04S381708,H002,CASAN,Florianópolis,Patrimônio e oficinas,2.0,,,,2,2948,2968,20,20,,,94.64,,-8.95,,,85.69,85.69,0
H003 2015 Abril,3,2015,Abril,2297124,,,H003,CASAN,Florianópolis,Biotério Central,1.0,,,,1,6947,7292,345,345,,,2678.04,,-253.08,,,2424.96,2424.96,0
H004 2015 Abril,4,2015,Abril,2297086,,,H004,CASAN,Florianópolis,Almoxarifado Central,1.0,,,,1,1654,1796,142,142,,,1083.9,,-102.44,,,981.46,981.46,0
H005 2015 Abril,5,2015,Abril,2297078,,B10C010667,H005,CASAN,Florianópolis,Engenharia Química,1.0,,,,1,3367,3525,158,158,,,1209.55,,-114.31,,,1095.24,1095.24,0
H006 2015 Abril,6,2015,Abril,9185569,,A11C032611,H006,CASAN,Florianópolis,Eng. Civil Bloco T,1.0,,,,1,1960,1998,38,38,,,267.2,,-25.26,,,241.94,241.94,0
H007 2015 Abril,7,2015,Abril,9185550,,A11C047521,H007,CASAN,Florianópolis,Eng. Civil Bloco V,1.0,,,,1,1886,1918,32,32,,,220.08,,-20.79,,,199.29,199.29,0
H008 2015 Abril,8,2015,Abril,2297159,,B10C010670,H008,CASAN,Florianópolis,Prefeitura e Restaurante,1.0,,,,1,9011,9659,648,648,,,5057.47,,-477.92,,,4579.55,4579.55,0
H009 2015 Abril,9,2015,Abril,2297140,,,H009,CASAN,Florianópolis,Prefeitura Universitária,1.0,,,,1,1209,1245,36,36,,,251.5,,-23.77,,,227.73,227.73,0
H010 2015 Abril,10,2015,Abril,2297132,,C11C010472,H010,CASAN,Florianópolis,ETUSC,1.0,,,,1,21,46,25,25,,,165.11,,-15.6,,,149.51,149.51,0
H011 2015 Abril,11,2015,Abril,8149615,,B10C010661,H011,CASAN,Florianópolis,CCB MIP 1,1.0,,,,1,14538,15673,1135,1135,,,8881.83,,-839.33,,,8042.5,8042.5,0
H014 2015 Abril,12,2015,Abril,2296969,,,H014,CASAN,Florianópolis,Hospital Universitário,51.0,,6.0,1.0,58,142078,156208,14130,14130,,,111504.43,111504.43,-21074.35,,,201934.51,201934.51,0
H015 2015 Abril,13,2015,Abril,2296918,2015-04-20,B10C013878,H015,CASAN,Florianópolis,Moradia Estudantil Pequena,,1.0,,,1,7158,7813,655,655,Informado,,6302.72,6302.72,-1191.21,,,11414.23,11414.23,0
H017 2015 Abril,14,2015,Abril,2296950,2015-04-17,C11C000344,H017,CASAN,Florianópolis,Centro de Ciências da Saúde,1.0,,,,1,13746,15012,1266,1266,Informado,,9910.56,9910.56,-1873.09,,,17948.03,17948.03,0
H018 2015 Abril,15,2015,Abril,2296640,2015-04-20,A13C043935,H018,CASAN,Florianópolis,DAE,1.0,,,,1,60,95,35,35,Lido,,243.64,243.64,-46.05,,,441.23,441.23,0
H019 2015 Abril,16,2015,Abril,9097821,2015-04-20,B10C012857,H019,CASAN,Florianópolis,Centro Acadêmico Socioeconômico,1.0,,1.0,,2,6548,6747,199,199,Informado,,1600.57,1600.57,-302.5,,,2898.64,2898.64,0
H020 2015 Abril,17,2015,Abril,2296829,2015-04-20,C11C004462,H020,CASAN,Florianópolis,Centro Socioeconômico,1.0,,,,1,12814,13445,631,631,Lido,,4923.97,4923.97,-930.63,,,8917.31,8917.31,0
H021 2015 Abril,18,2015,Abril,2296632,2015-04-20,B10C001813,H021,CASAN,Florianópolis,Igrejinha UFSC,2.0,,,,2,964,974,10,20,Mínimo,,94.64,94.64,-17.89,,,171.39,171.39,0
H023 2015 Abril,19,2015,Abril,2296934,2015-04-20,B10C013880,H023,CASAN,Florianópolis,Associação Volantes 1,2.0,,1.0,,3,5778,6018,240,240,Lido,,1851.84,1851.84,-350.0,,,3353.68,3353.68,0
H024 2015 Abril,20,2015,Abril,2296926,2015-04-20,A96C161864,H024,CASAN,Florianópolis,Associação Volantes 2,1.0,,1.0,,2,175,175,0,20,Mínimo,,94.64,94.64,-17.89,,,171.39,171.39,0
H025 2015 Abril,21,2015,Abril,2296900,2015-04-20,C11C002633,H025,CASAN,Florianópolis,CFM Bloco A,1.0,,,,1,10202,10658,456,456,Lido,,3549.71,3549.71,-670.89,,,6428.53,6428.53,0
H026 2015 Abril,22,2015,Abril,9912770,2015-04-20,A10C023447,H026,CASAN,Florianópolis,CFM Bloco B,1.0,,,,1,765,806,41,41,Lido,,290.76,290.76,-54.96,,,526.56,526.56,0
H027 2015 Abril,23,2015,Abril,2296888,2015-04-20,C11C009484,H027,CASAN,Florianópolis,Colégio Aplicação,1.0,,,,1,10199,854,-9345,854,Médio,,6675.17,6675.17,-1261.61,,,12088.73,12088.73,0
H028 2015 Abril,24,2015,Abril,6205615,2015-04-20,A05S578084,H028,CASAN,Florianópolis,Nativas do Horto Botânico,1.0,,,,1,7408,7408,0,10,Mínimo,,47.32,47.32,-8.95,,,85.69,85.69,0
H029 2015 Abril,25,2015,Abril,7297220,,,H029,CASAN,Florianópolis,Moradia Estudantil - Portaria,1.0,,,,1,1908,1909,1,10,,,47.32,47.32,-8.95,,,85.69,85.69,0
H030 2015 Abril,26,2015,Abril,2296276,,,H030,CASAN,Florianópolis,Moradia Estudantil,,,,,0,21489,22550,1061,1061,,,6169.59,6169.59,-1166.05,,,11173.13,11173.13,0
H032 2015 Abril,27,2015,Abril,2296659,2015-04-20,C11C001977,H032,CASAN,Florianópolis,Biblioteca Central,1.0,,,,1,16062,16418,356,356,Lido,,2764.42,2764.42,-522.48,,,5006.36,5006.36,0
H033 2015 Abril,28,2015,Abril,2296667,2015-04-22,C11C002632,H033,CASAN,Florianópolis,CTC 1 - R. Delfino Conti,1.0,,1.0,,2,3715,3925,210,210,Lido,,1698.1,1698.1,-320.95,,,3075.25,3075.25,0
H034 2015 Abril,29,2015,Abril,8416621,2015-04-23,C10C005432,H034,CASAN,Florianópolis,CTC Bloco L - R. Delfino Conti,1.0,,,,1,7516,7724,208,208,Lido,,1602.19,1602.19,-302.81,,,2901.57,2901.57,0
H035 2015 Abril,30,2015,Abril,2296845,2015-04-20,B10C022164,H035,CASAN,Florianópolis,CTC 2 - INEP,1.0,,,,1,144,167,23,23,Lido,,149.41,149.41,-28.23,,,270.59,270.59,0
H037 2015 Abril,31,2015,Abril,6435548,2015-04-20,Y13F347112,H037,CASAN,Florianópolis,CTC Bloco A - POLO,1.0,,,1.0,2,1349,1462,113,113,Lido,,824.96,824.96,-155.92,,,1494.0,1494.0,0
H038 2015 Abril,32,2015,Abril,2296683,2015-04-20,C11C005093,H038,CASAN,Florianópolis,Pavilhão Eng. Mecânica,1.0,,,,1,3603,3801,198,198,Lido,,1523.67,1523.67,-287.97,,,2759.37,2759.37,0
H040 2015 Abril,33,2015,Abril,2296691,2015-04-20,C11C000642,H040,CASAN,Florianópolis,Reitoria I,1.0,,,,1,7558,7856,298,298,Lido,,2308.96,2308.96,-436.4,,,4181.52,4181.52,0
H041 2015 Abril,34,2015,Abril,2296810,2015-04-20,C11C010608,H041,CASAN,Florianópolis,CCE 1 - Básico,1.0,,1.0,,2,2158,2451,293,293,Lido,,2433.94,2433.94,-460.02,,,4407.86,4407.86,0
H042 2015 Abril,35,2015,Abril,2296802,2015-04-20,C11C007092,H042,CASAN,Florianópolis,CCE 2 - R. Eng. Andrey C. Ferreira,1.0,,,,1,12540,13239,699,699,Lido,,5457.97,5457.97,-1031.56,,,9884.38,9884.38,0
H043 2015 Abril,36,2015,Abril,6816860,2015-04-20,A94S171408,H043,CASAN,Florianópolis,Casa de Veg. - Depto. Microbiologia,1.0,,,,1,625,630,5,10,Mínimo,,47.32,47.32,-8.95,,,85.69,85.69,0
H044 2015 Abril,37,2015,Abril,2296896,2015-04-20,C11C001100,H044,CASAN,Florianópolis,CCB Carvoeira 1 - Lab. de ensino e pesquisa,1.0,,,,1,9811,10277,466,466,Lido,,3628.24,3628.24,-685.73,,,6570.75,6570.75,0
H045 2015 Abril,38,2015,Abril,2296772,2015-04-20,B11C039161,H045,CASAN,Florianópolis,Museu de Antropologia,1.0,,,,1,475,484,9,10,Mínimo,,47.32,47.32,-8.95,,,85.69,85.69,0
H046 2015 Abril,39,2015,Abril,2296780,2015-04-20,B10C007949,H046,CASAN,Florianópolis,Horto Botânico,1.0,,,,1,3627,3718,91,91,Lido,,683.4,683.4,-129.16,,,1237.64,1237.64,0
H047 2015 Abril,40,2015,Abril,2296837,2015-04-20,B10C013876,H047,CASAN,Florianópolis,Creche UFSC,1.0,,,,1,16234,17738,1504,1504,Lido,,11779.55,11779.55,-2226.33,,,21332.77,21332.77,0
H048 2015 Abril,41,2015,Abril,2296764,2015-04-20,C11C004576,H048,CASAN,Florianópolis,Centro de Filosofia e Humanas 1,1.0,,,,1,12881,13519,638,638,Lido,,4978.94,4978.94,-941.03,,,9016.85,9016.85,0
