CODIGO,CATEGORIA,ANO,MÊS,MATRICULA,CAMPUS,N_HIDROMETRO,COD_HIDROMETRO,CONCESSIONARIA,CIDADE,LOCAL,ECON_PUB,ECON_RES,ECON_COM,ECON_IND,ECON_TOTAL,LEIT_ANT,LEIT_ATUAL,VOLUME_CONSUMIDO,VOLUME_FATURADO,OCORRENCIA,ANORMALIDADE,VALOR_AGUA,VALOR_ESGOTO,DESCONTOS,OUTROS,MULTAS_JUROS,VALOR_TOTAL,VERIFICACAO,DIFERENCA
H001 2013 Novembro,1,2013,Novembro,2297094,,A00S096899,H001,CASAN,Florianópolis,Almoxarifado,1.0,,,,1,2386.0,2442,56,56,,,381.29,,-36.54,,5.31,350.06,350.06,0
H002 2013 Novembro,2,2013,Novembro,2297116,,A04S381708,H002,CASAN,Florianópolis,Patrimônio e oficinas,2.0,,,,2,2670.0,2691,21,21,,,95.65,,-9.19,,1.6,88.06,88.06,0
H003 2013 Novembro,3,2013,Novembro,2297124,2013-11-21,,H003,CASAN,Florianópolis,Biotério Central,1.0,,,,1,711.0,1296,585,585,Lido,,4258.28,,-417.0,,154.36,3995.64,3995.64,0
H004 2013 Novembro,4,2013,Novembro,2297086,,A10C021011,H004,CASAN,Florianópolis,Almoxarifado Central,1.0,,,,1,614.0,632,18,18,,,102.79,,-9.85,,1.46,94.4,94.4,0
H005 2013 Novembro,5,2013,Novembro,2297078,2013-11-21,B10C010667,H005,CASAN,Florianópolis,Engenharia Química,1.0,,,,1,490.0,939,449,449,Lido,,3261.55,,-310.7,,26.28,2977.13,2977.13,0
H006 2013 Novembro,6,2013,Novembro,9185569,,,H006,CASAN,Florianópolis,Eng. Civil Bloco T,1.0,,,,1,915.0,987,72,72,Lido,,498.55,,-47.92,,8.5,459.13,459.13,0
H007 2013 Novembro,7,2013,Novembro,9185550,,,H007,CASAN,Florianópolis,Eng. Civil Bloco V,1.0,,,,1,895.0,1048,153,153,Lido,,1092.19,,-104.05,,8.76,996.9,996.9,0
H008 2013 Novembro,8,2013,Novembro,2297159,2013-11-21,B10C010670,H008,CASAN,Florianópolis,Prefeitura e Restaurante,1.0,,,,1,1280.0,1746,466,466,Lido,,3386.14,,-327.38,,78.18,3136.94,3136.94,0
H009 2013 Novembro,9,2013,Novembro,2297140,,,H009,CASAN,Florianópolis,Prefeitura Universitária,1.0,,,,1,586.0,623,37,37,,,242.04,,-23.43,,5.98,224.59,224.59,0
H010 2013 Novembro,10,2013,Novembro,2297132,2013-11-21,C09B271050,H010,CASAN,Florianópolis,ETUSC,1.0,,,,1,1303.0,1330,27,27,Lido,,168.75,,-16.28,,3.45,155.92,155.92,0
H011 2013 Novembro,11,2013,Novembro,8149615,2013-11-21,B10C010661,H011,CASAN,Florianópolis,CCB MIP 1,1.0,,,,1,1266.0,1554,288,288,Lido,,2081.59,,-205.63,,94.5,1970.46,1970.46,0
H014 2013 Novembro,12,2013,Novembro,2296969,2013-11-21,J08CA00145,H014,CASAN,Florianópolis,Hospital Universitário,51.0,,6.0,1.0,58,472051.0,485199,13148,13148,Lido,,96674.82,96674.82,-18562.73,,3081.31,177868.22,177868.22,0
H015 2013 Novembro,13,2013,Novembro,2296918,,B10C013878,H015,CASAN,Florianópolis,Moradia Estudantil Pequena,,1.0,,,1,705.0,937,232,232,Médio,,1982.4,1982.4,-381.52,,72.47,3655.75,3655.75,0
H017 2013 Novembro,14,2013,Novembro,2296950,2013-11-21,C11C000344,H017,CASAN,Florianópolis,Centro de Ciências da Saúde,1.0,,,,1,1862.0,2718,856,856,Lido,,6244.41,6244.41,-1201.5,,225.64,11512.96,11512.96,0
H018 2013 Novembro,15,2013,Novembro,2296640,2013-11-18,A10C017754,H018,CASAN,Florianópolis,DAE,1.0,,,,1,651.0,674,23,23,Lido,,139.43,139.43,-26.87,,5.58,257.57,257.57,0
H019 2013 Novembro,16,2013,Novembro,9097821,2013-11-18,B10C013879,H019,CASAN,Florianópolis,Centro Acadêmico Socioeconômico,1.0,,1.0,,2,308.0,469,161,161,Lido,,1179.35,1179.35,-225.64,,28.93,2161.99,2161.99,0
H020 2013 Novembro,17,2013,Novembro,2296829,2013-11-18,C11C004462,H020,CASAN,Florianópolis,Centro Socioeconômico,1.0,,,,1,2817.0,4049,1232,1232,Lido,,9000.08,9000.08,-1728.98,,295.99,16567.17,16567.17,0
H021 2013 Novembro,18,2013,Novembro,2296632,2013-11-18,B10C001813,H021,CASAN,Florianópolis,Igrejinha UFSC,2.0,,,,2,684.0,698,14,20,Mínimo,,88.32,88.32,-17.07,,4.0,163.57,163.57,0
H023 2013 Novembro,19,2013,Novembro,2296934,2013-11-18,B10C013880,H023,CASAN,Florianópolis,Associação Volantes 1,2.0,,1.0,,3,812.0,1170,358,358,Lido,,2667.41,2667.41,-512.83,,92.0,4913.99,4913.99,0
H024 2013 Novembro,20,2013,Novembro,2296926,2013-11-18,A96C161864,H024,CASAN,Florianópolis,Associação Volantes 2,1.0,,1.0,,2,143.0,146,3,20,Mínimo,,88.32,88.32,-17.0,,3.2,162.84,162.84,0
H025 2013 Novembro,21,2013,Novembro,2296900,2013-11-18,C11C002633,H025,CASAN,Florianópolis,CFM Bloco A,1.0,,,,1,1359.0,2114,755,755,Lido,,5504.19,5504.19,-1054.77,,153.17,10106.78,10106.78,0
H026 2013 Novembro,22,2013,Novembro,9912770,2013-11-18,B10C015985,H026,CASAN,Florianópolis,CFM Bloco B,1.0,,,,1,82.0,116,34,34,Lido,,220.05,220.05,-42.9,,13.81,411.01,411.01,0
H027 2013 Novembro,23,2013,Novembro,2296888,2013-11-18,C11C000341,H027,CASAN,Florianópolis,Colégio Aplicação,1.0,,1.0,,2,891.0,1168,277,277,Lido,,2139.13,2139.13,-416.96,,134.12,3995.42,3995.42,0
H028 2013 Novembro,24,2013,Novembro,6205615,2013-11-18,A05S578084,H028,CASAN,Florianópolis,Nativas do Horto Botânico,1.0,,,,1,7408.0,7408,0,10,Mínimo,,44.16,44.16,-8.5,,1.6,81.42,81.42,0
H029 2013 Novembro,25,2013,Novembro,7297220,,,H029,CASAN,Florianópolis,Moradia Estudantil - Portaria,1.0,,,,1,1877.0,1879,2,10,,,44.16,44.16,-8.5,,1.6,81.42,81.42,0
H030 2013 Novembro,26,2013,Novembro,2296276,,,H030,CASAN,Florianópolis,Moradia Estudantil,,30.0,,,30,5442.0,6549,1107,1107,,,6111.76,6111.76,-1178.22,,244.5,11289.8,11289.8,0
H032 2013 Novembro,27,2013,Novembro,2296659,2013-11-18,C11C001977,H032,CASAN,Florianópolis,Biblioteca Central,1.0,,,,1,10103.0,10851,748,748,Lido,,5452.89,5452.89,-1048.85,,193.26,10050.19,10050.19,0
H033 2013 Novembro,28,2013,Novembro,2296667,2013-11-18,C11C002632,H033,CASAN,Florianópolis,CTC 1 - R. Delfino Conti,1.0,,1.0,,2,615.0,835,220,220,Médio,,1667.52,1667.52,-322.34,,75.98,3088.68,3088.68,0
H034 2013 Novembro,29,2013,Novembro,8416621,2013-11-18,C10C005432,H034,CASAN,Florianópolis,CTC Bloco L - R. Delfino Conti,1.0,,,,1,5118.0,5274,156,156,Médio,,1114.18,1114.18,-214.2,,38.23,2052.39,2052.39,0
